mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
52	49	0	0	3/4	2	1	i/#vi						e	vii		i/#vi	i				#vi			m	1	1	5, 2, 6		5	5	8	0	1.0	2.5	0.0	1.0
53	50	0	0	3/4	2	1	IV/#vi						e	vii		IV/#vi	IV				#vi			M	1	1	4, 8, 5		4	4	9	0	1.0	2.75	0.0	1.0
54	51	0	0	3/4	2	1	i/#vi						e	vii		i/#vi	i				#vi			m	1	1	5, 2, 6		5	5	5	0	1.0	1.0	0.0	1.0
54	51	1/4	1/4	3/4	2	1	IV/#vi						e	vii		IV/#vi	IV				#vi			M	1	1	4, 8, 5		4	4	5	0	1.0	2.5	0.0	1.0
55	52	0	0	3/4	2	1	i/#vi						e	vii		i/#vi	i				#vi			m	1	1	5, 2, 6		5	5	5	0	1.0	1.0	0.0	1.0
55	52	1/4	1/4	3/4	2	1	IV/#vi						e	vii		IV/#vi	IV				#vi			M	1	1	4, 8, 5		4	4	5	0	1.0	2.5	0.0	1.0
56	53	0	0	3/4	2	1	i/#vi						e	vii		i/#vi	i				#vi			m	1	1	5, 2, 6		5	5	5	0	1.0	1.0	0.0	1.0
56	53	1/4	1/4	3/4	2	1	IV/#vi						e	vii		IV/#vi	IV				#vi			M	1	1	4, 8, 5		4	4	5	0	1.0	2.5	0.0	1.0
57	54	0	0	3/4	2	1	i/#vi						e	vii		i/#vi	i				#vi			m	1	1	5, 2, 6		5	5	5	0	1.0	1.0	0.0	1.0
57	54	1/4	1/4	3/4	2	1	IV/#vi						e	vii		IV/#vi	IV				#vi			M	1	1	4, 8, 5		4	4	40	0	1.0	15.0	0.0	1.0
61	58	1/4	1/4	3/4	2	1	I.bII						e	I		bII	bII							M	1	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	2.5	0.0
62	59	0	0	3/4	2	1	V|HC}						e	I		V	V					HC	}	M	1	0	5, 9, 6		5	5	0	40	0.0	0.0	15.0	0.0
66	63	0	0	3/4	2	1	I[I{						e	I	I	I	I						{	M	1	0	4, 8, 5		4	4	0	10	0.0	0.0	2.5	0.0
67	64	0	0	3/4	2	1	ii64(+4)						e	I	I	ii64(+4)	ii		64	+4				m	1	0	7, 6, 3	5	6	7	4	17	0.19047619047619047	1.5	3.75	0.2857142857142857
69	66	0	0	3/4	2	1	IM7						e	I	I	IM7	I	M	7					MM7	1	0	4, 8, 5, 9		4	4	0	19	0.0	0.0	5.75	0.0
71	68	0	0	3/4	2	1	ii6(+4)						e	I	I	ii6(+4)	ii		6	+4				m	1	0	3, 7, 6	5	6	3	3	10	0.23076923076923078	1.0	2.25	0.3076923076923077
72	69	1/4	1/4	3/4	2	1	V						e	I	I	V	V							M	1	0	5, 9, 6		5	5	1	7	0.125	0.5	1.5	0.25
73	70	0	0	3/4	2	1	I|PAC}						e	I	I	I	I					PAC	}	M	1	0	4, 8, 5		4	4	0	10	0.0	0.0	4.0	0.0
75	72	1/4	1/4	3/4	2	1	V						e	I	I	V	V							M	1	0	5, 9, 6		5	5	0	7	0.0	0.0	1.5	0.0
76	73	0	0	3/4	2	1	I						e	I	I	I	I							M	1	0	4, 8, 5		4	4	0	8	0.0	0.0	3.75	0.0
78	75	1/4	1/4	3/4	2	1	V]|HC}						e	I	I	V	V					HC	}	M	1	0	5, 9, 6		5	5	1	14	0.06666666666666667	0.75	3.0	0.2
81	78	1/4	1/4	2/4	2	1	V{						e	I		V	V						{	M	1	0	5, 9, 6		5	5	0	1	0.0	0.0	0.25	0.0
82	79	0	0	4/4	2	1	i.i						e	i		i	i							m	1	1	4, 1, 5		4	4	1	2	0.3333333333333333	0.0625	0.4375	0.125
82	79	1/4	1/4	4/4	2	1	i2						e	i		i2	i		2					mm7	1	1	2, 4, 1, 5		4	2	2	3	0.4	0.125	0.9375	0.11764705882352941
82	79	1/2	1/2	4/4	2	1	#vi%7						e	i		#vi%7	#vi	%	7					%7	1	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.75	0.0
82	79	3/4	3/4	4/4	2	1	VI						e	i		VI	VI							M	1	1	0, 4, 1		0	0	2	3	0.4	0.3125	0.6875	0.3125
83	80	0	0	4/4	2	1	v						e	i		v	v							m	1	1	5, 2, 6		5	5	1	4	0.2	0.0625	0.9375	0.0625
83	80	1/4	1/4	4/4	2	1	iv						e	i		iv	iv							m	1	1	3, 0, 4		3	3	1	4	0.2	0.0625	0.9375	0.0625
83	80	1/2	1/2	4/4	2	1	V64(6)						e	i		V64(6)	V		64	6				M	1	1	1, 5, 9		5	1	0	4	0.0	0.0	1.375	0.0
83	80	3/4	3/4	4/4	2	1	V43						e	i		V43	V		43					Mm7	1	1	6, 3, 5, 9		5	6	0	2	0.0	0.0	0.5	0.0
83	80	7/8	7/8	4/4	2	1	#viio65	-0.797093	-5.17396	/			e	i		#viio65	#vii	o	65					o7	1	1	6, 3, 0, 9		9	6	0	1	0.0	0.0	0.125	0.0
84	81	0	0	4/4	2	1	bII						e	i		bII	bII							M	1	1	-1, 3, 0		-1	-1	1	4	0.2	0.0625	0.9375	0.0625
84	81	1/4	1/4	4/4	2	1	VIM7					IVM7/III	e	i		VIM7	VI	M	7					MM7	1	1	0, 4, 1, 5		0	0	1	4	0.2	0.0625	0.9375	0.0625
84	81	1/2	1/2	4/4	2	1	VII					V/III	e	i		VII	VII							M	1	1	2, 6, 3		2	2	1	4	0.2	0.0625	0.9375	0.0625
84	81	3/4	3/4	4/4	2	1	iv7						e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3	3	1	4	0.2	0.0625	0.9375	0.0625
85	82	0	0	4/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	0	4	0.0	0.0	1.0	0.0
85	82	1/4	1/4	4/4	2	1	i[i|PAC}{						e	i	i	i	i					PAC	}{	m	1	1	4, 1, 5		4	4	0	9	0.0	0.0	2.125	0.0
85	82	3/4	3/4	4/4	2	1	V64						e	i	i	V64	V		64					M	1	1	6, 5, 9		5	6	0	3	0.0	0.0	0.75	0.0
86	83	0	0	4/4	2	1	VIM65					i(+6)	e	i	i	VIM65	VI	M	65					MM7	1	1	4, 1, 5, 0		0	4	2	5	0.2857142857142857	0.1875	1.3125	0.125
86	83	1/4	1/4	4/4	2	1	i7						e	i	i	i7	i		7					mm7	1	1	4, 1, 5, 2		4	4	3	3	0.5	0.25	0.5	0.3333333333333333
86	83	1/2	1/2	4/4	2	1	i]						e	i	i	i	i							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.75	0.0
86	83	3/4	3/4	4/4	2	1	ii7(9)						e	i		ii7(9)	ii		7	9				mm7	1	1	6, 3, 7, 4	1	6	6	0	5	0.0	0.0	1.0	0.0
87	84	0	0	4/4	2	1	IIIM7						e	i		IIIM7	III	M	7					MM7	1	1	1, 5, 2, 6		1	1	1	4	0.2	0.0625	0.9375	0.0625
87	84	1/4	1/4	4/4	2	1	iv7						e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3	3	1	4	0.2	0.0625	0.9375	0.0625
87	84	1/2	1/2	4/4	2	1	v						e	i		v	v							m	1	1	5, 2, 6		5	5	0	4	0.0	0.0	1.375	0.0
87	84	3/4	3/4	4/4	2	1	V7/VI						e	i		V7/VI	V		7		VI			Mm7	1	1	1, 5, 2, -1		1	1	1	2	0.3333333333333333	0.125	0.5	0.2
88	85	0	0	4/4	2	1	bII					IV/VI	e	i		bII	bII							M	1	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.6875	0.0
88	85	1/8	1/8	4/4	2	1	vii%43/VI						e	i		vii%43/VI	vii	%	43		VI			%7	1	1	-1, 3, 5, 2		5	-1	0	3	0.0	0.0	0.3125	0.0
88	85	1/4	1/4	4/4	2	1	VI					IV/III	e	i		VI	VI							M	1	1	0, 4, 1		0	0	1	4	0.2	0.0625	0.9375	0.0625
88	85	1/2	1/2	4/4	2	1	VII					V/III	e	i		VII	VII							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.6875	0.0
88	85	5/8	5/8	4/4	2	1	IIIM43						e	i		IIIM43	III	M	43					MM7	1	1	2, 6, 1, 5		1	2	0	3	0.0	0.0	0.3125	0.0
88	85	3/4	3/4	4/4	2	1	iv						e	i		iv	iv							m	1	1	3, 0, 4		3	3	1	4	0.2	0.0625	0.9375	0.0625
89	86	0	0	4/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	0	4	0.0	0.0	1.0	0.0
89	86	1/4	1/4	4/4	2	1	i|PAC}						e	i		i	i					PAC	}	m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	2.0	0.0
89	86	3/4	3/4	4/4	2	1	V/III{						e	i		V/III	V				III		{	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	1.0	0.0
90	87	0	0	4/4	2	1	I/III						e	i		I/III	I				III			M	1	1	1, 5, 2		1	1	1	4	0.2	0.0625	1.1875	0.05
90	87	1/4	1/4	4/4	2	1	vii%43/V/III						e	i		vii%43/V/III	vii	%	43		V/III			%7	1	1	1, 5, 7, 4		7	1	0	4	0.0	0.0	0.75	0.0
90	87	1/2	1/2	4/4	2	1	V(6)/III						e	i		V(6)/III	V			6	III			M	1	1	2, 6, 5		2	2	3	5	0.375	0.375	0.875	0.3
90	87	3/4	3/4	4/4	2	1	V/III						e	i		V/III	V				III			M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.75	0.0
91	88	0	0	4/4	2	1	IV/III						e	i		IV/III	IV				III			M	1	1	0, 4, 1		0	0	1	4	0.2	0.0625	1.1875	0.05
91	88	1/4	1/4	4/4	2	1	vii%43/III						e	i		vii%43/III	vii	%	43		III			%7	1	1	0, 4, 6, 3		6	0	0	4	0.0	0.0	0.75	0.0
91	88	1/2	1/2	4/4	2	1	III[I/III						e	i	III	I/III	I				III			M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.375	0.0
91	88	3/4	3/4	4/4	2	1	V/III						e	i	III	V/III	V				III			M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.625	0.0
92	89	0	0	4/4	2	1	vi6/III					i6	e	i	III	vi6/III	vi		6		III			m	1	1	1, 5, 4		4	1	1	4	0.2	0.0625	1.6875	0.03571428571428571
92	89	1/4	1/4	4/4	2	1	V6/III					VII6	e	i	III	V6/III	V		6		III			M	1	1	6, 3, 2		2	6	1	3	0.25	0.125	0.625	0.16666666666666666
92	89	1/2	1/2	4/4	2	1	IV6/III					VI6	e	i	III	IV6/III	IV		6		III			M	1	1	4, 1, 0		0	4	1	3	0.25	0.0625	0.6875	0.08333333333333333
92	89	3/4	3/4	4/4	2	1	iii6/III					v6	e	i	III	iii6/III	iii		6		III			m	1	1	2, 6, 5		5	2	1	3	0.25	0.125	0.625	0.16666666666666666
93	90	0	0	4/4	2	1	ii6/III					iv6	e	i	III	ii6/III	ii		6		III			m	1	1	0, 4, 3		3	0	1	3	0.25	0.5	0.75	0.4
93	90	1/4	1/4	4/4	2	1	V]						e	i	III	V	V							M	1	1	5, 9, 6		5	5	0	4	0.0	0.0	1.25	0.0
93	90	1/2	1/2	4/4	2	1	V64(#7)						e	i		V64(#7)	V		64	#7				M	1	1	6, 10, 9		5	6	0	2	0.0	0.0	0.5	0.0
93	90	3/4	3/4	4/4	2	1	V43(b5)|HC}						e	i		V43(b5)	V		43	b5		HC	}	Mm7	1	1	-1, 3, 5, 9		5	-1	1	4	0.2	0.125	0.875	0.125
94	91	0	0	4/4	2	1	i{						e	i		i	i						{	m	1	1	4, 1, 5		4	4	1	4	0.2	0.0625	0.9375	0.0625
94	91	1/4	1/4	4/4	2	1	i2						e	i		i2	i		2					mm7	1	1	2, 4, 1, 5		4	2	1	5	0.16666666666666666	0.0625	1.1875	0.05
94	91	1/2	1/2	4/4	2	1	#vi%7						e	i		#vi%7	#vi	%	7					%7	1	1	7, 4, 1, 5		7	7	0	6	0.0	0.0	1.25	0.0
94	91	3/4	3/4	4/4	2	1	VI						e	i		VI	VI							M	1	1	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	1.1875	0.05
95	92	0	0	4/4	2	1	v						e	i		v	v							m	1	1	5, 2, 6		5	5	1	5	0.16666666666666666	0.0625	1.1875	0.05
95	92	1/4	1/4	4/4	2	1	iv						e	i		iv	iv							m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.0625	1.1875	0.05
95	92	1/2	1/2	4/4	2	1	V64(6)						e	i		V64(6)	V		64	6				M	1	1	1, 5, 9		5	1	0	5	0.0	0.0	1.625	0.0
