mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
83	83	0	.bVII64		d	I		bVII64	bVII			64				M	1	0	-1, -2, 2		-2.0	-1.0
84	84	0	IVM7		d	I		IVM7	IV		M	7				MM7	1	0	-1, 3, 0, 4		-1.0	-1.0
85	85	0	v2		d	I		v2	v			2				mm7	1	0	-1, 1, -2, 2		1.0	-1.0
86	86	0	IVM7		d	I		IVM7	IV		M	7				MM7	1	0	-1, 3, 0, 4		-1.0	-1.0
87	87	0	ii7(9)		d	I		ii7(9)	ii			7	9			mm7	1	0	2, -1, 3, 0	4	2.0	2.0
87	87	1/2	V7		d	I		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
88	88	0	I[I}		d	I	I	I	I						}	M	1	0	0, 4, 1		0.0	0.0
89	89	0	IV6{		d	I	I	IV6	IV			6			{	M	1	0	3, 0, -1		-1.0	3.0
90	90	0	IM7		d	I	I	IM7	I		M	7				MM7	1	0	0, 4, 1, 5		0.0	0.0
91	91	0	ii2		d	I	I	ii2	ii			2				mm7	1	0	0, 2, -1, 3		2.0	0.0
92	92	0	IM7]		d	I	I	IM7	I		M	7				MM7	1	0	0, 4, 1, 5		0.0	0.0
93	93	0	vi7(9)		d	I		vi7(9)	vi			7	9			mm7	1	0	3, 0, 4, 1	5	3.0	3.0
93	93	1/2	V7/V		d	I		V7/V	V			7		V		Mm7	1	0	2, 6, 3, 0		2.0	2.0
94	94	0	V		d	I		V	V							M	1	0	1, 5, 2		1.0	1.0
95	95	0	.bVII64		d	I		bVII64	bVII			64				M	1	0	-1, -2, 2		-2.0	-1.0
96	96	0	IVM7		d	I		IVM7	IV		M	7				MM7	1	0	-1, 3, 0, 4		-1.0	-1.0
97	97	0	v2		d	I		v2	v			2				mm7	1	0	-1, 1, -2, 2		1.0	-1.0
98	98	0	IVM7		d	I		IVM7	IV		M	7				MM7	1	0	-1, 3, 0, 4		-1.0	-1.0
99	99	0	ii7(9)		d	I		ii7(9)	ii			7	9			mm7	1	0	2, -1, 3, 0	4	2.0	2.0
99	99	1/2	V7		d	I		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
100	100	0	I[I}		d	I	I	I	I						}	M	1	0	0, 4, 1		0.0	0.0
101	101	0	{		d	I	I								{		1	0				
104	104	0	V(+4)/V		d	I	I	V(+4)/V	V				+4	V		M	1	0	2, 6, 3	1	2.0	2.0
105	105	0	I]}		d	I	I	I	I						}	M	1	0	0, 4, 1		0.0	0.0
107	107	0	i.V{		d	i		V	V						{	M	1	1	1, 5, 2		1.0	1.0
108	108	1/4	i64		d	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
108	108	1/2	i		d	i		i	i							m	1	1	0, -3, 1		0.0	0.0
110	110	1/4	v		d	i		v	v							m	1	1	1, -2, 2		1.0	1.0
110	110	1/2	v6		d	i		v6	v			6				m	1	1	-2, 2, 1		1.0	-2.0
112	112	1/4	#vi%2		d	i		#vi%2	#vi		%	2				%7	1	1	1, 3, 2, 9		3.0	1.0
113	113	1/4	VIM2		d	i		VIM2	VI		M	2				MM7	1	1	1, -4, 0, -3		-4.0	1.0
114	114	1/4	v}		d	i		v	v						}	m	1	1	1, -2, 2		1.0	1.0
115	115	0	iv{		d	i		iv	iv						{	m	1	1	-1, -4, 0		-1.0	-1.0
118	118	0	V(6)/III		d	i		V(6)/III	V				6	III		M	1	1	-2, 2, 1		-2.0	-2.0
118	118	1/8	V/III		d	i		V/III	V					III		M	1	1	-2, 2, -1		-2.0	-2.0
118	118	1/4	III64		d	i		III64	III			64				M	1	1	-2, -3, 1		-3.0	-2.0
118	118	1/2	III		d	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
119	119	0	.bII		d	i		bII	bII							M	1	1	-5, -1, -4		-5.0	-5.0
122	122	0	V(6)		d	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
122	122	1/8	V		d	i		V	V							M	1	1	1, 5, 2		1.0	1.0
122	122	1/4	i64}		d	i		i64	i			64			}	m	1	1	1, 0, -3		0.0	1.0
122	122	1/2	i		d	i		i	i							m	1	1	0, -3, 1		0.0	0.0
123	123	0	V[V{		d	i	V	V	V						{	M	1	1	1, 5, 2		1.0	1.0
124	124	1/4	V7		d	i	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
124	124	1/2	#vi%2		d	i	V	#vi%2	#vi		%	2				%7	1	1	1, 3, 2, 9		3.0	1.0
125	125	1/2	V		d	i	V	V	V							M	1	1	1, 5, 2		1.0	1.0
126	126	0	iv6		d	i	V	iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
129	129	1/4	VI6		d	i	V	VI6	VI			6				M	1	1	0, -3, -4		-4.0	0.0
132	132	0	VII6		d	i	V	VII6	VII			6				M	1	1	2, -1, -2		-2.0	2.0
132	132	1/2	i64		d	i	V	i64	i			64				m	1	1	1, 0, -3		0.0	1.0
133	133	0	.bII		d	i	V	bII	bII							M	1	1	-5, -1, -4		-5.0	-5.0
135	135	0	v		d	i	V	v	v							m	1	1	1, -2, 2		1.0	1.0
135	135	1/2	V]		d	i	V	V	V							M	1	1	1, 5, 2		1.0	1.0
136	136	0	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
136	136	1/2	V2		d	i		V2	V			2				Mm7	1	1	-1, 1, 5, 2		1.0	-1.0
137	137	0	i6	III	d	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
137	137	1/2	III+		d	i		III+	III		+					+	1	1	-3, 1, 5		-3.0	-3.0
138	138	0	iio		d	i		iio	ii		o					o	1	1	2, -1, -4		2.0	2.0
138	138	1/2	V43}		d	i		V43	V			43			}	Mm7	1	1	2, -1, 1, 5		1.0	2.0
139	139	0	V{		d	i		V	V						{	M	1	1	1, 5, 2		1.0	1.0
140	140	1/4	i64		d	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
140	140	1/2	i		d	i		i	i							m	1	1	0, -3, 1		0.0	0.0
142	142	1/4	v		d	i		v	v							m	1	1	1, -2, 2		1.0	1.0
142	142	1/2	v6		d	i		v6	v			6				m	1	1	-2, 2, 1		1.0	-2.0
144	144	1/4	#vi%2		d	i		#vi%2	#vi		%	2				%7	1	1	1, 3, 2, 9		3.0	1.0
145	145	1/4	VIM2		d	i		VIM2	VI		M	2				MM7	1	1	1, -4, 0, -3		-4.0	1.0
146	146	1/4	v}		d	i		v	v						}	m	1	1	1, -2, 2		1.0	1.0
147	147	0	iv{		d	i		iv	iv						{	m	1	1	-1, -4, 0		-1.0	-1.0
148	148	0	iv64		d	i		iv64	iv			64				m	1	1	0, -1, -4		-1.0	0.0
149	149	0	VI64		d	i		VI64	VI			64				M	1	1	-3, -4, 0		-4.0	-3.0
150	150	0	V(6)/III		d	i		V(6)/III	V				6	III		M	1	1	-2, 2, 1		-2.0	-2.0
150	150	1/8	V/III		d	i		V/III	V					III		M	1	1	-2, 2, -1		-2.0	-2.0
150	150	1/4	III64		d	i		III64	III			64				M	1	1	-2, -3, 1		-3.0	-2.0
150	150	1/2	III		d	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
151	151	0	.bII		d	i		bII	bII							M	1	1	-5, -1, -4		-5.0	-5.0
152	152	0	.bII64		d	i		bII64	bII			64				M	1	1	-4, -5, -1		-5.0	-4.0
153	153	0	iv64		d	i		iv64	iv			64				m	1	1	0, -1, -4		-1.0	0.0
154	154	0	V(6)		d	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
154	154	1/8	V		d	i		V	V							M	1	1	1, 5, 2		1.0	1.0
154	154	1/4	i64}		d	i		i64	i			64			}	m	1	1	1, 0, -3		0.0	1.0
154	154	1/2	i		d	i		i	i							m	1	1	0, -3, 1		0.0	0.0
155	155	0	V(6)		d	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
155	155	1/8	V		d	i		V	V							M	1	1	1, 5, 2		1.0	1.0
155	155	1/4	i64		d	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
155	155	1/2	i		d	i		i	i							m	1	1	0, -3, 1		0.0	0.0
156	156	0	i6{		d	i		i6	i			6			{	m	1	1	-3, 1, 0		0.0	-3.0
156	156	1/8	#viio6		d	i		#viio6	#vii		o	6				o	1	1	2, -1, 5		5.0	2.0
156	156	1/4	V(6)		d	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
156	156	3/8	V		d	i		V	V							M	1	1	1, 5, 2		1.0	1.0
156	156	1/2	i		d	i		i	i							m	1	1	0, -3, 1		0.0	0.0
156	156	5/8	i(9#7)		d	i		i(9#7)	i				9#7			m	1	1	0, -3, 1	2, 5	0.0	0.0
157	157	0	V(6)		d	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
157	157	1/8	V		d	i		V	V							M	1	1	1, 5, 2		1.0	1.0
157	157	1/4	i		d	i		i	i							m	1	1	0, -3, 1		0.0	0.0
157	157	3/8	i(9#7)		d	i		i(9#7)	i				9#7			m	1	1	0, -3, 1	2, 5	0.0	0.0
157	157	1/2	V(6)		d	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
157	157	5/8	V		d	i		V	V							M	1	1	1, 5, 2		1.0	1.0
158	158	0	i[i%7		d	i	i	i%7	i		%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
160	160	0	V43/VII		d	i	i	V43/VII	V			43		VII		Mm7	1	1	0, -3, -1, 3		-1.0	0.0
162	162	0	iv43		d	i	i	iv43	iv			43				mm7	1	1	0, -3, -1, -4		-1.0	0.0
163	163	0	ii%2		d	i	i	ii%2	ii		%	2				%7	1	1	0, 2, 1, 8		2.0	0.0
164	164	0	V2(4)		d	i	i	V2(4)	V			2	4			Mm7	1	1	-1, 1, 0, 2		1.0	-1.0
165	165	0	.Fr2/iv		d	i	i	Fr2/iv	V	Fr		2	b5	V/iv		Mm7	1	1	-1, 1, 5, -5		1.0	-1.0
166	166	0	I(+2)]}		d	i	i	I(+2)	I				+2		}	M	1	1	0, 4, 1	2	0.0	0.0
170	170	1/4	i{		d	i		i	i						{	m	1	1	0, -3, 1		0.0	0.0
172	172	1/4	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1.0	-1.0
173	173	1/4	i}		d	i		i	i						}	m	1	1	0, -3, 1		0.0	0.0
