mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
21	21	1/4	V7(9)		G	I		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
22	22	0	vi65		G	I		vi65	vi		65				mm7	0	0	0, 4, 1, 3		3	0
22	22	1/4	I		G	I		I	I						M	0	0	0, 4, 1		0	0
23	23	1/4	V7(9)/IV		G	I		V7(9)/IV	V		7	9	IV		Mm7	0	0	0, 4, 1, -2	2	0	0
24	24	0	ii65		G	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
24	24	1/4	IV		G	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
25	25	1/4	V7(9)		G	I		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
26	26	0	I[vi65		G	I	I	vi65	vi		65				mm7	0	0	0, 4, 1, 3		3	0
26	26	1/4	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
27	27	1/2	I(134)		G	I	I	I(134)	I			134			M	0	0	0, -1, 1	3	0	0
28	28	0	I\\		G	I	I	I	I					\\	M	0	0	0, 4, 1		0	0
29	29	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
30	30	1/4	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
30	30	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
31	31	0	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
31	31	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
32	32	0	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
33	33	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
34	34	0	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
35	35	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
36	36	0	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
36	36	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
37	37	0	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
37	37	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
38	38	0	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
38	38	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
39	39	0	I		G	I	I	I	I						M	0	0	0, 4, 1		0	0
39	39	1/2	I(9)		G	I	I	I(9)	I			9			M	0	0	0, 4, 1	2	0	0
40	40	0	I]		G	I	I	I	I						M	0	0	0, 4, 1		0	0
41	41	0	I64	V\\	G	I		I64	I		64				M	0	0	1, 0, 4		0	1
