mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
18	17	133/2	133/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	269				11			
18	17	67	67	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	270				11			
18	17	68	68	0.0	3/4	3/4	Spanner	4/4	1	1	0								11		1	
18	17	68	68	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	271				11		1	
18	17	137/2	137/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	272				11		1	
18	17	65	65	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	273						1	
18	17	66	66	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	274						1	
18	17	67	67	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	275						1	
18	17	65	65	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	276				12			
18	17	67	67	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	277				12			
18	17	68	68	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	278				12			
19	18	69	69	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	279				11		1	
19	18	70	70	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	280				11		1	
19	18	141/2	141/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	281				11		1	
19	18	71	71	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	282						1	
19	18	145/2	145/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	283				13		1	
19	18	69	69	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	284						1	
19	18	70	70	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	285						1	
19	18	71	71	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	286						1	
19	18	69	69	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	287				12			
19	18	139/2	139/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	288				12			
19	18	70	70	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	289				12			
19	18	71	71	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	290				12			
19	18	69	69	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	291							
19	18	70	70	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	292							
19	18	71	71	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	293							
19	18	72	72	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	294							
20	19	73	73	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>più cresc."	13			
20	19	73	73	0.0	0	0	Spanner	4/4	1	1	0								13			
20	19	73	73	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	295				13			
20	19	74	74	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	296				13			
20	19	149/2	149/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	297				13			
20	19	75	75	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	298				13			
20	19	76	76	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	299				13			
20	19	153/2	153/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	300				13			
20	19	73	73	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	301							
20	19	74	74	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	302							
20	19	75	75	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	303							
20	19	76	76	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	304							
20	19	73	73	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	305							
20	19	74	74	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	306							
20	19	149/2	149/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	307							
20	19	75	75	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	308							
20	19	76	76	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	309							
20	19	73	73	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	310				14			
20	19	74	74	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	311				14			
20	19	75	75	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	312				14			
20	19	151/2	151/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	313				14			
20	19	76	76	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	314				14			
21	20	77	77	0.0	0	0	Dynamic	4/4	1	1	0					f			13			
21	20	77	77	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	315				13			
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	316				13			
21	20	78	78	0.0	1/4	1/4	Spanner	4/4	1	1	0									5		
21	20	78	78	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	317		articAccentAbove			5		
21	20	80	80	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	318				15	5		
21	20	77	77	0.0	0	0	Chord	4/4	1	2	0	acciaccatura	1/8	1	319					5		
21	20	77	77	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	320					5		
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	321					5		
21	20	78	78	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	322					5		
21	20	80	80	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	323					5		
21	20	77	77	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	324							
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	325							
21	20	78	78	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	326							
21	20	80	80	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	327							
21	20	77	77	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	328				14			
21	20	78	78	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	329		articAccentBelow		14			
21	20	79	79	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	330				14			
21	20	80	80	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	331				14			
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	332				14			
22	21	81	81	0.0	0	0	Spanner	4/4	1	1	0								15			
22	21	81	81	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	333				15			
22	21	82	82	0.0	1/4	1/4	Spanner	4/4	1	1	0								15			4
22	21	82	82	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	334				15			4
22	21	165/2	165/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	335				15			4
22	21	83	83	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	336				15			4
22	21	84	84	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	337				15			4
22	21	169/2	169/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	338				15			4
22	21	81	81	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	339							4
22	21	82	82	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	340							4
22	21	165/2	165/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	341							4
22	21	83	83	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	342							4
22	21	84	84	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	343							4
22	21	82	82	1.0	1/4	1/4	Chord	4/4	1	3	1/4		1/4	1	344							4
22	21	81	81	0.0	0	0	Dynamic	4/4	2	1	0					p						
22	21	81	81	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	345							
22	21	82	82	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	346							
22	21	83	83	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	347							
22	21	84	84	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	348							
23	22	85	85	0.0	0	0	Spanner	4/4	1	1	0								15			
23	22	85	85	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	349				15			
23	22	171/2	171/2	0.0	1/8	1/8	Spanner	4/4	1	1	0								15	6		
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	350				15	6		
23	22	86	86	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	351				15	6		
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	352				15	6		
23	22	87	87	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	353					6		
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	354				16	6		
23	22	85	85	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	355					6		
23	22	86	86	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	356					6		
23	22	88	88	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	357					6		
23	22	85	85	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	358							
23	22	86	86	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	359							
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	360							
23	22	87	87	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	361							
23	22	88	88	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	362							
23	22	86	86	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	363							
23	22	87	87	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	364							
23	22	88	88	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	365							
24	23	89	89	0.0	0	0	Spanner	4/4	1	1	0								16			
24	23	89	89	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	366				16			
24	23	90	90	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	367				16			
24	23	181/2	181/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	368				16			
24	23	91	91	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	369				16			
24	23	92	92	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	370				16			
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	371				16			
24	23	89	89	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	372							
24	23	91	91	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	373							
24	23	92	92	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	374							
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	375							
24	23	89	89	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	376		articAccentAbove					
24	23	90	90	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>dim."				
24	23	90	90	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	377							
24	23	181/2	181/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	378							
24	23	91	91	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	379		articAccentAbove					
24	23	92	92	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	380							
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	381							
24	23	89	89	4.0	0	0	Chord	4/4	2	2	1		1	1	382							
24	23	89	89	3.0	0	0	Chord	4/4	2	3	3/4		1/2	3/2	383							
25	24	93	93	0.0	0	0	Dynamic	4/4	1	1	0					pp			16			
25	24	93	93	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	384				16			
25	24	93	93	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	385				16			
25	24	93	93	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	386				16			
25	24	94	94	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	387				16			
25	24	95	95	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	388							
25	24	191/2	191/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	389				17			
25	24	96	96	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	390				17			
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	391				17			
25	24	93	93	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	392							
25	24	187/2	187/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	393							
25	24	94	94	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	394							
25	24	95	95	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	395							
25	24	96	96	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	396							
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	397							
25	24	93	93	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	398							
25	24	187/2	187/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	399							
25	24	94	94	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	400							
25	24	95	95	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	401							
25	24	191/2	191/2	0.0	5/8	5/8	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>dim."				
25	24	96	96	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	402				18			
25	24	193/2	193/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	403				18			
25	24	93	93	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	404							
25	24	95	95	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	405							
25	24	96	96	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	406							
26	25	97	97	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	407				17			
26	25	97	97	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	408				17			
26	25	97	97	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	409				17			
26	25	98	98	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	410							
26	25	97	97	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	411							
26	25	195/2	195/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	412							
26	25	98	98	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	413							
26	25	97	97	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	414				18			
26	25	195/2	195/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	415				18			
26	25	98	98	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	416							
26	25	97	97	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	417							
26	25	98	98	2.0	1/4	1/4	Chord	4/4	2	2	1/2		1/2	1	418							
27	26	101	101	0.0	0	0	Dynamic	4/4	1	1	0					ppp						
27	26	101	101	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	419							
27	26	103	103	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	420							
27	26	101	101	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	421							
27	26	103	103	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	422							
