mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	crescendo_hairpin
103	103	306	306	0.0	0	0	Dynamic	6/8	1	1	0					pp								
103	103	306	306	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1129									
103	103	306	306	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>morendo"						
103	103	306	306	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1130									
104	104	309	309	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1131									
104	104	309	309	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1132									
105	105	312	312	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1133									
105	105	312	312	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1134									
106	106	315	315	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1135									
106	106	315	315	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1136									
