mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	225		articStaccatoBelow							22				
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	226		articStaccatoBelow							22				
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	227		articStaccatoBelow											
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	228													
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	229		articStaccatoBelow							23				
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	230		articStaccatoBelow							23				
20	20	155/4	155/4	0.0	3/16	3/16	StaffText	2/4	2	1	0							"<i><font size=""8""/><font face=""Times New Roman""/>ritard. molto</i>"						23				
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	231		articStaccatoBelow							23				
20	20	39	39	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	232		articStaccatoBelow							23				
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	233		articStaccatoBelow							23				
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	234		articStaccatoBelow							23				
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	235		articStaccatoBelow											
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics												
21	21	40	40	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	236									24				
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	237													
21	21	41	41	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	238													
21	21	41	41	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	239													
21	21	41	41	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	240									25				
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	241													
21	21	40	40	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	242													
21	21	41	41	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	243													
21	21	40	40	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	244									26				
21	21	163/4	163/4	0.0	3/16	3/16	Spanner	2/4	2	1	0																	5
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	245													5
21	21	41	41	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	246									27				5
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	247													5
22	22	42	42	0.0	0	0	Dynamic	2/4	1	1	0					p												
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	248													
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	249		articAccentAbove							28				
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	250													
22	22	85/2	85/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	251													
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8		1/8	1	252													
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	3	1/8		1/8	1	253		articAccentBelow											
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	254													
22	22	42	42	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"										
22	22	42	42	0.0	0	0	Spanner	2/4	2	1	0																	
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	255													
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	256													
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	257													
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	258													
22	22	42	42	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	259													
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	260													
23	23	45	45	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	261													
23	23	45	45	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	262													
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	263		articAccentAbove							29				
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	264													
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	265													
23	23	89/2	89/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	266													
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8		1/8	1	267													
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	3	1/8		1/8	1	268		articAccentBelow											
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	269													
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	270													
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	271													
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	272													
23	23	45	45	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	273													
23	23	44	44	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	274													
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	275													
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	276		articAccentAbove							30				
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	277													
24	24	93/2	93/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	278													
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8		1/8	1	279													
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	3	1/8		1/8	1	280		articAccentBelow											
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	281													
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	282													
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	283													
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	284													
24	24	47	47	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	285													
24	24	46	46	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	286													
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	287													
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	288													
25	25	49	49	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	289									31				
25	25	395/8	395/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	290													
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	291													
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	292													
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	293													
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	294													
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	295													
25	25	48	48	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	296													
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	297													
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	298													
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	299													
25	25	48	48	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	300													
26	26	50	50	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>un poco più mosso</i>"										
26	26	50	50	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	301													
26	26	201/4	201/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	302													
26	26	51	51	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	303													
26	26	50	50	0.0	0	0	Spanner	2/4	2	1	0														6	6		
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	304										6	6		
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	305										6	6		
26	26	51	51	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
26	26	51	51	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	306													
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	307													
27	27	52	52	0.0	0	0	Spanner	2/4	1	1	0																7	
27	27	52	52	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	308												7	
27	27	209/4	209/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	309												7	
27	27	53	53	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	310												7	
27	27	52	52	0.0	0	0	Spanner	2/4	2	1	0														7	7		
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	311										7	7		
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	312										7	7		
27	27	53	53	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
27	27	53	53	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	313													
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	314													
28	28	54	54	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"										
28	28	54	54	0.0	0	0	Spanner	2/4	1	1	0																	
28	28	54	54	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	315													
28	28	55	55	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	316													
28	28	217/4	217/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	317													
28	28	221/4	221/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	318													
28	28	54	54	0.0	0	0	Spanner	2/4	2	1	0														8	8		
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	319										8	8		
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	320		articAccentAbove								8	8		
28	28	55	55	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
28	28	55	55	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	321													
28	28	111/2	111/2	0.0	3/8	3/8	Spanner	2/4	2	1	0														9	9		
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	322										9	9		
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	323		articAccentAbove								9	9		
29	29	56	56	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	324													
29	29	57	57	0.0	1/4	1/4	Dynamic	2/4	1	1	0					f												
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	325		articAccentAbove											
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	326		articAccentAbove											
29	29	225/4	225/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	327													
29	29	229/4	229/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	328													
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	329													
29	29	56	56	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	330										9	9		
29	29	113/2	113/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																	
29	29	113/2	113/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														10	10		
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	331										10	10		
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	332		articAccentAbove								10	10		
29	29	57	57	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	333										10	10		
30	30	58	58	0.0	0	0	Dynamic	2/4	1	1	0					p												
30	30	58	58	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	334		articAccentAbove											
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	335		articStaccatoBelow							32				
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	336		articStaccatoBelow							32				
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	337		articStaccatoBelow											
30	30	59	59	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	338									33				
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	339													
30	30	58	58	0.0	0	0	Spanner	2/4	2	1	0																	
30	30	58	58	0.0	0	0	Spanner	2/4	2	1	0														11	11		
30	30	58	58	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	340										11	11		
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	341		articStaccatoBelow							34	11	11		
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	342		articStaccatoBelow							34	11	11		
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	343		articStaccatoBelow								11	11		
30	30	59	59	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	344										11	11		
30	30	119/2	119/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																	
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	345									35				
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	346													
31	31	60	60	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	347		articAccentAbove											
31	31	121/2	121/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"										
31	31	61	61	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	348									36				
31	31	491/8	491/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	349													
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	350													
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	351		articStaccatoBelow							37				
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	352		articStaccatoBelow							37				
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	353		articStaccatoBelow											
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	354													
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	355													
31	31	60	60	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	356													
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	357		articStaccatoBelow							38				
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	358		articStaccatoBelow							38				
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	359		articStaccatoBelow											
31	31	61	61	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	360													
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	361									39				
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	362													
32	32	62	62	0.0	0	0	StaffText	2/4	1	1	0							"<i><font size=""9""/><font face=""Times New Roman""/>più cresc.</i>"										
32	32	62	62	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	363													
32	32	63	63	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	364													
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	365		articStaccatoBelow							40				
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	366		articStaccatoBelow							40				
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	367		articStaccatoBelow											
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	368		articStaccatoBelow							41				
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	369		articStaccatoBelow							41				
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	370		articStaccatoBelow											
32	32	62	62	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	371													
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	372		articStaccatoBelow							42				
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	373		articStaccatoBelow							42				
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	374		articStaccatoBelow											
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	375		articStaccatoAbove							43				
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	376		articStaccatoAbove							43				
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	377		articStaccatoAbove											
33	33	64	64	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	378													
33	33	257/4	257/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					f												
33	33	257/4	257/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																8	
33	33	131/2	131/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	379		articStaccatoBelow							44				
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	380		articStaccatoBelow							44				
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	381		articStaccatoBelow							44				
33	33	65	65	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	382		articStaccatoBelow							44				
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	383		articStaccatoBelow							44				
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	384		articStaccatoBelow							44				
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	385		articStaccatoBelow											
33	33	64	64	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	386													
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	387		articStaccatoBelow							45				
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	388		articStaccatoBelow							45				
33	33	259/4	259/4	0.0	3/16	3/16	StaffText	2/4	2	1	0							"<i><font size=""9""/><font face=""Times New Roman""/>ritard. molto</i>"						45				
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	389		articStaccatoBelow							45				
33	33	65	65	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	390		articStaccatoBelow							45				
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	391		articStaccatoBelow							45				
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	392		articStaccatoBelow							45				
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	393		articStaccatoBelow											
34	34	66	66	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics												
34	34	66	66	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	394									46				
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	395													
34	34	67	67	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	396													
34	34	67	67	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	397													
34	34	67	67	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	398									47				
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	399													
34	34	66	66	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	400													
34	34	67	67	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	401													
34	34	66	66	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	402									48				
34	34	267/4	267/4	0.0	3/16	3/16	Spanner	2/4	2	1	0																	6
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	403													6
34	34	67	67	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	404									49				6
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	405													6
35	35	68	68	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""8""/><font face=""Times New Roman""/><i>a tempo</i>"										
35	35	68	68	0.0	0	0	Dynamic	2/4	1	1	0					p												
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	406													
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	407		articAccentAbove							50				
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	408													
35	35	137/2	137/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	409													
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8		1/8	1	410													
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	3	1/8		1/8	1	411		articAccentBelow											
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	412													
35	35	68	68	0.0	0	0	Spanner	2/4	2	1	0																	
35	35	68	68	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	413													
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	414													
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	415													
35	35	69	69	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	416													
35	35	68	68	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	417													
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	418													
36	36	71	71	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	419													
36	36	71	71	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	420													
36	36	71	71	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	421		articAccentAbove							51				
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	422													
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	423													
36	36	141/2	141/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	424													
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8		1/8	1	425													
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	3	1/8		1/8	1	426		articAccentBelow											
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	427													
36	36	70	70	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	428													
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	429													
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	430													
36	36	71	71	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	431													
36	36	70	70	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	432													
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	433													
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	434		articAccentAbove							52				
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	435													
37	37	145/2	145/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	436													
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8		1/8	1	437													
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	3	1/8		1/8	1	438		articAccentBelow											
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	439													
37	37	72	72	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	440													
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	441													
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	442													
37	37	73	73	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	443													
37	37	72	72	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	444													
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	445													
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	446													
38	38	75	75	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	447									53				
38	38	603/8	603/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	448													
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	449													
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	450													
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	451													
38	38	75	75	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	452													
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	453													
38	38	74	74	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	454													
38	38	297/4	297/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	455													
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	456													
38	38	75	75	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	457													
38	38	74	74	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	458													
39	39	153/2	153/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dim.</i>"										
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	459													
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	460													
39	39	77	77	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	461									54				
39	39	77	77	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	462													
40	40	78	78	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	463									54				
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	464													
40	40	78	78	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	465													
