mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
15	15	127/3	127/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	81									
15	15	128/3	128/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	82									
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	83									
15	15	42	42	0.0	0	0	Spanner	3/4	1	2	0											0		
15	15	42	42	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	84							0		
15	15	42	42	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	85									
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	86		articAccentAbove					0		
16	16	45	45	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	87							0		
16	16	136/3	136/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	88							0		
16	16	137/3	137/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	89							0		
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	1	2	0													
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	90									
16	16	45	45	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	91									
17	17	48	48	0.0	0	0	Dynamic	3/4	1	1	0					f								
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	92									
17	17	49	49	0.0	1/4	1/4	SystemText	3/4	1	1	0								ritard.					
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	93									
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	94									
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	95		articStaccatoBelow							
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	96									
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	97									
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	98									
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	99		articStaccatoAbove							
18	18	51	51	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	100		articStaccatoBelow							
18	18	52	52	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								
18	18	52	52	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	101									
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	102		articStaccatoAbove							
18	18	52	52	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	103									
19	19	54	54	0.0	0	0	Dynamic	3/4	2	1	0					p								
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	104					12				
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	105									
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	106									
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	107					13				
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	108									
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	109									
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	110		articTenutoBelow							
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	111		articStaccatoBelow							
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	112		articStaccatoBelow							
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	113		articStaccatoBelow							
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	114					14				
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	115									
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	116									
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	117		articTenutoBelow							
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	118		articStaccatoBelow							
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	119		articStaccatoBelow							
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	120		articStaccatoBelow							
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	121					15				
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	122									
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	123									
23	23	66	66	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	124									
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	125		articStaccatoBelow							
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	126		articTenutoBelow							
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	127					16				
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	128									
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	129									
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	130									
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	131					17				
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	132									
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	133									
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	134		articStaccatoBelow							
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	135		articStaccatoBelow							
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	136		articStaccatoBelow							
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	137					18				
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	138									
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	139					19				
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	140									
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	141									
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	142		articStaccatoBelow							
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	143		articStaccatoBelow							
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	144		articStaccatoBelow							
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	145					20				
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	146									
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	147					21				
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	148									
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	149									
27	27	78	78	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	150									
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	151		articStaccatoBelow							
27	27	79	79	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	152		articTenutoBelow							
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	153					22				
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	154									
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	155									
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	156									
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	157					23				
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	158									
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	159									
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	160		articStaccatoAbove							
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	161		articStaccatoAbove							
29	29	86	86	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	162		articStaccatoAbove							
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	163		articStaccatoAbove							
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	164		articStaccatoAbove							
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	165		articStaccatoAbove							
30	30	87	87	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	166		articAccentAbove							
30	30	262/3	262/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	167									
30	30	263/3	263/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	168									
30	30	88	88	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	169									
30	30	87	87	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	170									
30	30	87	87	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	171									
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	172		articStaccatoBelow							
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	173		articStaccatoBelow							
31	31	92	92	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	174		articStaccatoBelow							
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	175		articStaccatoAbove							
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	176		articStaccatoAbove							
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	177		articStaccatoAbove							
32	32	93	93	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	178		articAccentAbove							
32	32	280/3	280/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	179									
32	32	281/3	281/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	180									
32	32	94	94	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	181									
32	32	93	93	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	182									
32	32	93	93	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	183									
33	33	96	96	0.0	0	0	Spanner	3/4	1	1	0											1		
33	33	96	96	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	184		articAccentAbove					1		
33	33	289/3	289/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	185							1		
33	33	290/3	290/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	186							1		
33	33	97	97	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	187							1		
33	33	96	96	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	188							1		
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	189									
34	34	99	99	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	190		articAccentAbove					1		
34	34	99	99	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	191							1		
34	34	298/3	298/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	192							1		
34	34	299/3	299/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	193							1		
34	34	100	100	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	194							1		
34	34	99	99	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	195									
35	35	102	102	0.0	0	0	Dynamic	3/4	1	1	0					f								
35	35	102	102	0.0	0	0	Spanner	3/4	1	1	0													
35	35	102	102	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	196									
35	35	103	103	0.0	1/4	1/4	SystemText	3/4	1	1	0								ritard.					
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	197									
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	198									
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	199		articStaccatoBelow							
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	200									
35	35	103	103	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	201									
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	202									
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	203		articStaccatoAbove							
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	204		articStaccatoBelow							
36	36	106	106	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								
36	36	106	106	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	205									
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	206		articStaccatoAbove							
36	36	106	106	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	207									
37	37	108	108	0.0	0	0	Dynamic	3/4	1	1	0					p								
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	208		articStaccatoAbove			24				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	209		articStaccatoAbove							
37	37	108	108	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	210					25				
37	37	110	110	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	211					25				
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	212									
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	213		articStaccatoAbove			26				
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	214		articStaccatoAbove							
38	38	111	111	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	215									
38	38	111	111	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	216					27				
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	217		articStaccatoBelow							
38	38	112	112	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	218		articAccentBelow							
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	219		articStaccatoAbove			28				
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	220		articStaccatoAbove							
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	221					29				
39	39	115	115	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	222					29				
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	223					29				
39	39	116	116	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	224					29				
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	225									
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	226		articStaccatoAbove			30				
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	227		articStaccatoAbove							
40	40	117	117	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	228									
40	40	117	117	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	229					31				
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	230		articStaccatoBelow							
40	40	118	118	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	231		articAccentBelow							
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	232		articStaccatoAbove			32				
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	233		articStaccatoAbove							
41	41	120	120	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	234									
41	41	122	122	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	235					33				
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	236									
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	237		articStaccatoAbove			34				
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	238		articStaccatoAbove							
42	42	123	123	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	239					35				
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	240									
42	42	124	124	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	241									
43	43	127	127	0.0	1/4	1/4	SystemText	3/4	1	1	0								ritard.					
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	242		articStaccatoAbove			36				
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	243		articStaccatoAbove							
43	43	126	126	0.0	0	0	Spanner	3/4	2	1	0											2		
43	43	126	126	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	244					37		2		
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	245							2		
43	43	127	127	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	246					38		2		
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	247							2		
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	248					39		2		
43	43	257/2	257/2	0.0	5/8	5/8	Spanner	3/4	2	1	0													
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	249									
44	44	129	129	0.0	0	0	Spanner	3/4	1	1	0										0			
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	250		articStaccatoAbove			40	0			
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	251		articStaccatoAbove				0			
44	44	129	129	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	252					41				
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	253									
44	44	130	130	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	254		articAccentBelow							
45	45	132	132	0.0	0	0	SystemText	3/4	1	1	0								a tempo					
45	45	132	132	0.0	0	0	Spanner	3/4	1	1	0													
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	255									
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	256									
45	45	132	132	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	257					42				
45	45	134	134	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	258					42				
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	259					42				
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	260									
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	261									
