mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
33	31	183/2	183/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	249				40				
33	31	92	92	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	250								
33	31	181/2	181/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	251				41				
33	31	91	91	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	252				41				
33	31	183/2	183/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	253				41				
33	31	92	92	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	254								
34	32	94	94	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	255				42				
34	32	189/2	189/2	0.0		1/4	1/4	StaffText	6/8	1	1	0							"<i><font size=""8""/><font face=""Times New Roman""/>più dim.     e    ritard. molto</i>"	42				
34	32	189/2	189/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	256				42				
34	32	95	95	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	257								
34	32	187/2	187/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	258				43				
34	32	94	94	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	259				43				
34	32	189/2	189/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	260				43				
34	32	95	95	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	261								
35	33	97	97	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	262				44				
35	33	195/2	195/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	263				44				
35	33	98	98	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	264								
35	33	193/2	193/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	265				45				
35	33	97	97	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	266				45				
35	33	195/2	195/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	267				45				
35	33	98	98	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	268								
36	34	100	100	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	269				46				
36	34	201/2	201/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	270				46				
36	34	101	101	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	271								
36	34	199/2	199/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	272				47				
36	34	100	100	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	273				47				
36	34	201/2	201/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	274				47				
36	34	101	101	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	275								
37	35	103	103	0.0		1/8	1/8	Dynamic	6/8	1	1	0					ppp							
37	35	103	103	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	276				48				
37	35	207/2	207/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	277				48				
37	35	104	104	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	278								
37	35	105	105	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	279								
37	35	205/2	205/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	280				49				
37	35	103	103	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	281				49				
37	35	207/2	207/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	282				49				
37	35	104	104	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	283								
38	36	211/2	211/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	284								
38	36	213/2	213/2	0.0		1/4	1/4	Spanner	6/8	1	1	0												9
38	36	213/2	213/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	285								9
38	36	107	107	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	286								9
38	36	108	108	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	287								9
39	37	217/2	217/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	288								9
39	37	219/2	219/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	289								9
39	37	110	110	0.0		3/8	3/8	Spanner	6/8	1	1	0												
39	37	110	110	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	290								
39	37	111	111	0.0		5/8	5/8	Dynamic	6/8	1	1	0					p							
39	37	111	111	0.0		5/8	5/8	StaffText	6/8	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><b>Tempo I.</b>"					
39	37	111	111	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	291				50				
40	38	223/2	223/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	292				50				
40	38	225/2	225/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	293				50				
40	38	113	113	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	294				50				
40	38	113	113	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	295				50				
40	38	113	113	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	296				50				
40	38	114	114	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	297				50				
40	38	225/2	225/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	298				51				
40	38	113	113	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	299				51				
40	38	114	114	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	300				51				
40	38	223/2	223/2	0.0		0	0	StaffText	6/8	2	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>molto tranquillo ed espressivo</i>"					
40	38	114	114	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	301				52				
41	39	229/2	229/2	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	302				50				
41	39	229/2	229/2	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	303				50				
41	39	229/2	229/2	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	304		articAccentAbove		50				
41	39	116	116	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	305								
41	39	117	117	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	306				53				
41	39	229/2	229/2	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	307				51				
41	39	231/2	231/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	308				51				
41	39	116	116	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	309								
41	39	229/2	229/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	310				52				
41	39	231/2	231/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	311				52				
41	39	116	116	0.0		3/8	3/8	Chord	6/8	2	1	0	grace16	1/16	1	312				52				
41	39	116	116	0.0		3/8	3/8	Chord	6/8	2	1	0	grace16	1/16	1	313				52				
41	39	116	116	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	314				52				
41	39	117	117	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	315								
42	40	235/2	235/2	0.0		0	0	Spanner	6/8	1	1	0								53				10
42	40	235/2	235/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	316				53				10
42	40	118	118	0.0		1/8	1/8	Spanner	6/8	1	1	0								53				
42	40	118	118	0.0		1/8	1/8	Spanner	6/8	1	1	0								53			6	
42	40	118	118	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	317				53			6	
42	40	237/2	237/2	0.0		1/4	1/4	Spanner	6/8	1	1	0								53				
42	40	237/2	237/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	318				53				
42	40	119	119	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	319				53				
42	40	239/2	239/2	0.0		1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	320				53				
42	40	239/2	239/2	0.0		1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	321				53				
42	40	239/2	239/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	322				53				
42	40	120	120	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	323				53				
42	40	118	118	0.0		1/8	1/8	Spanner	6/8	1	2	0												11
42	40	118	118	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	324				54				11
42	40	237/2	237/2	0.0		1/4	1/4	Spanner	6/8	1	2	0								54				
42	40	237/2	237/2	0.0		1/4	1/4	Spanner	6/8	1	2	0								54			7	
42	40	237/2	237/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	325				54			7	
42	40	119	119	0.0		3/8	3/8	Spanner	6/8	1	2	0								54				
42	40	119	119	0.5		3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	326				54				
42	40	239/2	239/2	0.5		1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	327				54				
42	40	120	120	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	328				54				
42	40	119	119	0.0		3/8	3/8	Spanner	6/8	2	1	0												12
42	40	119	119	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	329				55				12
42	40	239/2	239/2	0.0		1/2	1/2	Spanner	6/8	2	1	0								55				
42	40	239/2	239/2	0.0		1/2	1/2	Spanner	6/8	2	1	0								55			8	
42	40	239/2	239/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	330				55			8	
42	40	120	120	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	331				55			8	
43	41	241/2	241/2	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	332								
43	41	241/2	241/2	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	333								
43	41	241/2	241/2	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	334				56				
43	41	122	122	0.0		3/8	3/8	Spanner	6/8	1	1	0								56				13
43	41	122	122	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	335				56				13
43	41	245/2	245/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	336				56				13
43	41	123	123	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	337				56				13
43	41	241/2	241/2	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	338				54				13
43	41	121	121	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	339				54				13
43	41	243/2	243/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	340				54				13
43	41	122	122	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	341								13
43	41	241/2	241/2	0.0		0	0	Spanner	6/8	2	1	0								55				
43	41	241/2	241/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	342				55				
43	41	121	121	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	343				55				
43	41	243/2	243/2	0.0		1/4	1/4	Chord	6/8	2	1	0	grace16	1/16	1	344				55				
43	41	243/2	243/2	0.0		1/4	1/4	Chord	6/8	2	1	0	grace16	1/16	1	345				55				
43	41	243/2	243/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	346				55				
43	41	122	122	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	347								
44	42	247/2	247/2	0.0		0	0	Spanner	6/8	1	1	0								56				
44	42	247/2	247/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	348				56				
44	42	249/2	249/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	349				56				
44	42	125	125	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	350				56				
44	42	126	126	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	351								
44	42	247/2	247/2	1.5		0	0	Chord	6/8	1	2	3/8		1/4	3/2	352								
44	42	247/2	247/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	353								
45	43	253/2	253/2	0.0		0	0	Dynamic	6/8	1	1	0					pp							
45	43	253/2	253/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	354				57				
45	43	255/2	255/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	355				57				
45	43	128	128	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	356				57				
45	43	129	129	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	357								
45	43	253/2	253/2	1.5		0	0	Chord	6/8	1	2	3/8		1/4	3/2	358								
45	43	253/2	253/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	359				58				
46	44	259/2	259/2	0.0		0	0	Spanner	6/8	1	1	0												14
46	44	259/2	259/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	360				59				14
46	44	130	130	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	361				59				14
46	44	261/2	261/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	362				59				14
46	44	131	131	0.0		3/8	3/8	Spanner	6/8	1	1	0								59				
46	44	131	131	0.0		3/8	3/8	Spanner	6/8	1	1	0								59			9	
46	44	131	131	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	363				59			9	
46	44	263/2	263/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	364				59			9	
46	44	132	132	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	365				59			9	
46	44	259/2	259/2	1.5		0	0	Chord	6/8	1	2	3/8		1/4	3/2	366							9	
46	44	131	131	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	367							9	
46	44	259/2	259/2	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	368								
46	44	131	131	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	369				60				
47	45		265/2	0.0	1	0	0	Spanner	6/8	1	1	0								59				
47	45		265/2	1.5	1	0	0	Chord	6/8	1	1	3/8		1/4	3/2	370				59				
47	45		134	1.0	1	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	371								
47	45		265/2	1.0	1	0	0	Chord	6/8	1	2	1/4		1/4	1	372								
47	45		267/2	0.5	1	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	373								
47	45		134	1.0	1	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	374								
47	45		265/2	1.5	1	0	0	Chord	6/8	2	1	3/8		1/4	3/2	375								
47	45		134	1.0	1	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	376								
48	45	265/2	135	0.0	2	0	0	Spanner	6/8	1	1	0												15
48	45	265/2	135	1.5	2	0	0	Chord	6/8	1	1	3/8		1/4	3/2	377								15
48	45	134	273/2	0.0	2	3/8	3/8	StaffText	6/8	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>agitato</i>"					15
48	45	134	273/2	1.0	2	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	378								15
48	45	135	275/2	0.0	2	5/8	5/8	Dynamic	6/8	1	1	0					ff							
48	45	135	275/2	0.0	2	5/8	5/8	Spanner	6/8	1	1	0												
48	45	135	275/2	0.5	2	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	379		articAccentAbove						
48	45	265/2	135	0.5	2	0	0	Chord	6/8	1	2	1/8		1/8	1	380								
48	45	133	271/2	0.5	2	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	381								
48	45	267/2	136	0.5	2	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	382								
48	45	134	273/2	1.0	2	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	383								
48	45	134	273/2	0.5	2	3/8	3/8	Chord	6/8	1	3	1/8		1/8	1	384								
48	45	269/2	137	0.5	2	1/2	1/2	Chord	6/8	1	3	1/8		1/8	1	385								
48	45	265/2	135	1.0	2	0	0	Chord	6/8	2	1	1/4		1/4	1	386								
48	45	267/2	136	1.0	2	1/4	1/4	Chord	6/8	2	1	1/4		1/4	1	387								
48	45	269/2	137	0.5	2	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	388								
48	45	135	275/2	0.5	2	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	389		articAccentBelow						
48	45	265/2	135	1.5	2	0	0	Chord	6/8	2	2	3/8		1/4	3/2	390								
48	45	134	273/2	0.5	2	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	391								
49	46	271/2	138	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	392		articTenutoAbove						
49	46	136	277/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	393		articTenutoAbove						
49	46	273/2	139	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	394		articTenutoAbove						
49	46	137	279/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	395				61				
49	46	137	279/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	396				61				
49	46	137	279/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	397				61				
49	46	138	281/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	398								
49	46	271/2	138	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	399								
49	46	271/2	138	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	400								
50	47	277/2	141	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	401		articAccentBelow						
50	47	140	285/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	402								
50	47	141	287/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	403		articAccentBelow						
50	47	277/2	141	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	404								
50	47	139	283/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	405		articTenutoAbove						
50	47	279/2	142	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	406		articTenutoAbove						
50	47	140	285/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	407		articTenutoAbove						
50	47	281/2	143	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	408		articTenutoAbove						
50	47	141	287/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	409		articAccentBelow						
50	47	277/2	141	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	410								
50	47	140	285/2	1.0		3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	411								
51	48	283/2	144	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	412		articTenutoAbove						
51	48	142	289/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	413		articTenutoAbove						
51	48	285/2	145	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	414		articTenutoAbove						
51	48	143	291/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	415				62				
51	48	143	291/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	416				62				
51	48	143	291/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	417				62				
51	48	144	293/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	418								
51	48	283/2	144	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	419								
51	48	283/2	144	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	420								
52	49	289/2	147	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	421		articAccentBelow						
52	49	146	297/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	422								
52	49	147	299/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	423				63				
52	49	289/2	147	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	424								
52	49	145	295/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	425		articTenutoAbove						
52	49	291/2	148	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	426		articTenutoAbove						
52	49	146	297/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	427		articTenutoAbove						
52	49	293/2	149	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	428		articTenutoAbove						
52	49	147	299/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	429								
52	49	289/2	147	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	430								
52	49	146	297/2	1.0		3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	431								
53	50	295/2	150	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	432		articStaccatoBelow		63				
53	50	148	301/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	433		articStaccatoBelow		63				
53	50	297/2	151	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	434		articStaccatoBelow		63				
53	50	149	303/2	0.375		3/8	3/8	Chord	6/8	1	1	3/32		1/8	3/4	435		articStaccatoBelow		63				
53	50	1195/8	1215/8	0.375		15/32	15/32	Chord	6/8	1	1	3/32		1/8	3/4	436		articStaccatoBelow		63				
53	50	599/4	609/4	0.375		9/16	9/16	Chord	6/8	1	1	3/32		1/8	3/4	437		articStaccatoBelow		63				
53	50	1201/8	1221/8	0.375		21/32	21/32	Chord	6/8	1	1	3/32		1/8	3/4	438		articStaccatoBelow						
53	50	295/2	150	0.0		0	0	StaffText	6/8	2	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>dim e più tranquillo</i>"					
53	50	295/2	150	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	439								
53	50	295/2	150	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	440								
53	50	295/2	150	3.0		0	0	Chord	6/8	2	3	3/4		1/2	3/2	441								
54	51	301/2	153	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	442								
54	51	152	309/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	443								
54	51	153	311/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	444		articAccentAbove						
54	51	301/2	153	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	445								
54	51	151	307/2	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	446								
54	51	303/2	154	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	447								
54	51	152	309/2	0.5		3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	448								
54	51	305/2	155	0.5		1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	449								
54	51	301/2	153	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	450								
54	51	152	309/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	451								
54	51	153	311/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	452		articAccentBelow						
55	52	307/2	156	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	453		articStaccatoAbove		64				
55	52	154	313/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	454		articStaccatoAbove		64				
55	52	309/2	157	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	455		articStaccatoAbove		64				
55	52	155	315/2	0.375		3/8	3/8	Chord	6/8	1	1	3/32		1/8	3/4	456		articStaccatoAbove		64				
55	52	1243/8	1263/8	0.375		15/32	15/32	Chord	6/8	1	1	3/32		1/8	3/4	457		articStaccatoAbove		64				
55	52	623/4	633/4	0.375		9/16	9/16	Chord	6/8	1	1	3/32		1/8	3/4	458		articStaccatoAbove		64				
55	52	1249/8	1269/8	0.375		21/32	21/32	Chord	6/8	1	1	3/32		1/8	3/4	459		articStaccatoAbove						
55	52	307/2	156	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	460								
55	52	307/2	156	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	461								
55	52	307/2	156	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	462								
56	53	313/2	159	0.0		0	0	Dynamic	6/8	1	1	0					p							
56	53	313/2	159	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	463								
56	53	158	321/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	464								
56	53	159	323/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	465		articTenutoAbove		65				
56	53	313/2	159	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	466								
56	53	157	319/2	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	467								
56	53	315/2	160	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	468								
56	53	158	321/2	0.5		3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	469								
56	53	317/2	161	0.5		1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	470								
56	53	159	323/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	471								
56	53	313/2	159	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	472								
57	54	319/2	162	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	473								
57	54	161	327/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	474								
57	54	162	329/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	475				66				
57	54	319/2	162	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	476								
57	54	160	325/2	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	477								
57	54	321/2	163	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	478								
57	54	161	327/2	0.5		3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	479								
57	54	323/2	164	0.5		1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	480								
57	54	162	329/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	481								
57	54	319/2	162	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	482								
58	55	325/2	165	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	483				66				
58	55	327/2	166	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	484				66				
58	55	164	333/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	485				66				
58	55	165	335/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	486				66				
58	55	325/2	165	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	487								
58	55	163	331/2	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	488								
58	55	327/2	166	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	489								
58	55	164	333/2	0.5		3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	490								
58	55	329/2	167	0.5		1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	491								
58	55	165	335/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	492								
58	55	325/2	165	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	493								
59	56	331/2	168	0.0		0	0	Dynamic	6/8	1	1	0					pp			66				
59	56	331/2	168	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	494				66				
59	56	333/2	169	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	495				66				
59	56	167	339/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	496				66				
59	56	168	341/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	497								
59	56	331/2	168	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	498								
59	56	166	337/2	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	499								
59	56	333/2	169	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	500								
