mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
1	1	0	0	0.0	0	0	StaffText	2/4	1	1	0							"<b><font size=""12""/><font face=""Times New Roman""/>Allegro giocoso alla marcia</b>"					
1	1	0	0	0.0	0	0	Dynamic	2/4	2	1	0					p							
1	1	1/2	1/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	0								
1	1	3/2	3/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1								
1	1	0	0	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	2								
2	2	5/2	5/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	3								
2	2	7/2	7/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	4								
2	2	2	2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	5								
3	3	4	4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	6		articStaccatoBelow						
3	3	9/2	9/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	7				0				
3	3	19/4	19/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	8								
3	3	5	5	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	9		articStaccatoBelow						
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	10		articStaccatoBelow						
3	3	9/2	9/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	11								
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	12								
3	3	4	4	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	13								
4	4	6	6	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	14		articStaccatoBelow						
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	15		articStaccatoBelow						
4	4	7	7	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	16		articStaccatoBelow						
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	17		articStaccatoBelow						
4	4	13/2	13/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	18								
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	19								
4	4	6	6	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	20								
5	5	8	8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	21		articStaccatoBelow						
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	22				1				
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	23								
5	5	9	9	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	24								
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	25		articStaccatoBelow						
5	5	17/2	17/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	26								
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	27								
5	5	8	8	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	28								
6	6	10	10	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	29								
6	6	10	10	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	30		articStaccatoBelow						
6	6	11	11	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	31		articTenutoBelow						
6	6	21/2	21/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	32								
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	33								
6	6	10	10	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	34								
7	7	12	12	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	35				2				
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	36								
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	37		articStaccatoBelow						
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	38		articStaccatoBelow						
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	39		articStaccatoBelow						
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	40		articStaccatoBelow						
7	7	25/2	25/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	41								
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	42								
7	7	12	12	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	43								
8	8	14	14	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	44		articStaccatoBelow						
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	45				3				
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	46								
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	47		articStaccatoBelow						
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	48		articStaccatoBelow						
8	8	29/2	29/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	49								
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	50								
8	8	14	14	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	51								
9	9	16	16	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	52				4				
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	53								
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	54		articStaccatoBelow						
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	55		articStaccatoBelow						
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	56		articStaccatoBelow						
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	57		articStaccatoBelow						
9	9	33/2	33/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	58								
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	59								
9	9	16	16	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	60								
10	10	18	18	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	61								
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	62		articStaccatoBelow						
10	10	19	19	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	63		articTenutoBelow						
10	10	37/2	37/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	64								
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	65								
10	10	18	18	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	66								
11	11	20	20	0.0	0	0	Dynamic	2/4	2	1	0					p							
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	67		articStaccatoAbove						
11	11	41/2	41/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>sempre</i>"					
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	68				5				
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	69				5				
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	70		articStaccatoAbove						
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	71		articStaccatoAbove						
11	11	20	20	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	72		articStaccatoBelow						
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	73				6				
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	74				6				
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	75		articStaccatoBelow						
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	76		articStaccatoBelow						
12	12	22	22	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	77		articAccentAbove						
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	78								
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	79				7				
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	80								
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	81		articStaccatoAbove						
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	82		articStaccatoAbove						
12	12	22	22	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	83		articAccentBelow		8				
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	84								
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	85				9				
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	86								
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	87		articStaccatoBelow						
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	88		articStaccatoBelow						
13	13	24	24	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	89		articAccentStaccatoBelow						
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	90		articStaccatoBelow						
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	91		articAccentStaccatoBelow						
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	92		articStaccatoBelow						
13	13	49/2	49/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	93								
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	94								
13	13	24	24	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	95								
14	14	26	26	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	96		articStaccatoBelow						
14	14	27	27	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	97		articTenutoBelow						
14	14	53/2	53/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	98								
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	99								
14	14	26	26	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	100								
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	101		articStaccatoBelow						
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	102				10				
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	103				10				
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	104		articStaccatoBelow						
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	105		articStaccatoBelow						
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	106		articStaccatoAbove						
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	107				11				
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	108				11				
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	109		articStaccatoBelow						
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	110		articStaccatoBelow						
16	16	30	30	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	111		articAccentBelow		12				
16	16	121/4	121/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	112								
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	113				13				
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	114								
16	16	31	31	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	115		articStaccatoBelow						
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	116		articStaccatoBelow						
16	16	30	30	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	117		articAccentAbove		14				
16	16	121/4	121/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	118								
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	119				15				
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	120								
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	121		articStaccatoAbove						
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	122		articStaccatoAbove						
17	17	32	32	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	123		articAccentStaccatoBelow						
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	124		articStaccatoBelow						
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	125		articAccentStaccatoBelow						
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	126		articStaccatoBelow						
17	17	65/2	65/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	127								
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	128								
17	17	32	32	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	129								
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	130		articStaccatoBelow						
18	18	35	35	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	131		articTenutoBelow						
18	18	69/2	69/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	132								
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	133								
18	18	34	34	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	134								
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	135		articStaccatoBelow						
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	136				16				
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	137				16				
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	138		articStaccatoBelow						
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	139		articStaccatoBelow						
19	19	36	36	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>cresc. poco a poco</i>"					
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	140		articStaccatoAbove						
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	141				17				
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	142				17				
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	143		articStaccatoAbove						
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	144		articStaccatoAbove						
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	145		articAccentStaccatoBelow						
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	146		articStaccatoBelow						
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	147		articAccentBelow						
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	148		articStaccatoBelow						
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	149								
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	150								
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	151		articStaccatoBelow						
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	152				18				
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	153				18				
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	154		articStaccatoBelow						
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	155		articStaccatoBelow						
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	156		articStaccatoAbove						
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	157				19				
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	158				19				
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	159		articStaccatoAbove						
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	160		articStaccatoAbove						
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	161		articAccentStaccatoBelow						
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	162		articStaccatoBelow						
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	163		articAccentStaccatoBelow						
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	164		articStaccatoBelow						
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	165								
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	166								
23	23	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	167		articStaccatoBelow						
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	168		articStaccatoBelow						
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	169		articStaccatoBelow						
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	170		articStaccatoBelow						
23	23	89/2	89/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	171								
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	172								
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	173		articStaccatoBelow						
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	174		articStaccatoBelow						
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	175		articStaccatoBelow						
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	176		articStaccatoBelow						
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	177								
24	24	93/2	93/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	178								
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	179								
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	180		articStaccatoBelow						
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	181		articStaccatoBelow						
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	182		articStaccatoBelow						
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	183		articStaccatoBelow						
25	25	48	48	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/><font face=""Times New Roman""/><i>cresc. molto</i>"					
25	25	97/2	97/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	184								
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	185								
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	186		articStaccatoBelow						
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	187		articStaccatoBelow						
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	188								
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	189		articStaccatoBelow						
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	190								
26	26	101/2	101/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	191								
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	192								
27	27	52	52	0.0	0	0	Dynamic	2/4	1	1	0					f							
27	27	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	193		articAccentStaccatoAbove						
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	194				20				
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	195				20				
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	196		articStaccatoAbove						
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	197		articStaccatoAbove						
27	27	52	52	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	198								
27	27	105/2	105/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	199								
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	200								
28	28	54	54	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	201		articAccentStaccatoAbove						
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	202		articStaccatoAbove						
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	203		articStaccatoAbove						
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	204		articStaccatoAbove						
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	205								
28	28	109/2	109/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	206								
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	207								
29	29	56	56	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	208		articStaccatoAbove						
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	209				21				
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	210				21				
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	211		articStaccatoAbove						
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	212		articStaccatoAbove						
29	29	56	56	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	213								
29	29	113/2	113/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	214								
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	215								
30	30	58	58	0.0	0	0	Dynamic	2/4	1	1	0					fz							
30	30	58	58	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	216								
30	30	58	58	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	217		articStaccatoAbove						
30	30	59	59	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	218		articTenutoAbove						
30	30	58	58	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	219								
30	30	117/2	117/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	220								
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	221								
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	222		articAccentStaccatoAbove						
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	223				22				
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	224				22				
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	225		articStaccatoAbove						
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	226		articStaccatoAbove						
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	227								
31	31	121/2	121/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	228								
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	229								
32	32	62	62	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	230		articAccentStaccatoAbove						
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	231		articStaccatoAbove						
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	232		articStaccatoAbove						
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	233		articStaccatoAbove						
32	32	62	62	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	234								
32	32	125/2	125/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	235								
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	236								
33	33	64	64	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	237		articAccentStaccatoAbove						
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	238								
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	239								
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	240		articStaccatoBelow						
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	241		articStaccatoAbove						
33	33	64	64	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	242								
33	33	129/2	129/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	243								
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	244								
34	34	66	66	0.0	0	0	Dynamic	2/4	1	1	0					fz							
34	34	66	66	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	245								
34	34	66	66	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	246		articStaccatoAbove						
34	34	133/2	133/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	247		articTenutoAbove						
34	34	66	66	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	248								
34	34	133/2	133/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	249								
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	250								
35	35	68	68	0.0	0	0	Dynamic	2/4	1	1	0					fz							
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	251				23				
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	252				23				
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	253		articStaccatoAbove						
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	254		articStaccatoAbove						
35	35	137/2	137/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	255								
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	256								
35	35	68	68	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	257								
35	35	137/2	137/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	258								
