mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
73	73	144	144	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	516								
74	74	146	146	0.0	0	0	Spanner	2/4	1	1	0								31		5		
74	74	146	146	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	517				31		5		
74	74	587/4	587/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	518				31		5		
74	74	147	147	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	519				31		5		
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	520				31		5		
74	74	146	146	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	521						5		
74	74	146	146	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	522								
75	75	148	148	0.0	0	0	Spanner	2/4	1	1	0								31				
75	75	148	148	0.0	0	0	Spanner	2/4	1	1	0								31	3			
75	75	148	148	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	523				31	3			
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	524				31	3			
75	75	149	149	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	525				31	3			
75	75	148	148	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	526					3			
75	75	148	148	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	527								
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	528								
75	75	148	148	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	529								
76	76	150	150	0.0	0	0	Spanner	2/4	1	1	0												
76	76	150	150	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	530								
76	76	150	150	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	531								
76	76	150	150	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	532								
76	76	150	150	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	533								
77	77	152	152	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	534				32				
77	77	153	153	0.0	1/4	1/4	Spanner	2/4	1	1	0								32		6		
77	77	153	153	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	535				32		6		
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	536				32		6		
77	77	152	152	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	537						6		
77	77	153	153	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	538						6		
77	77	152	152	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	539								
77	77	152	152	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	540								
77	77	153	153	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	541								
78	78	154	154	0.0	0	0	Spanner	2/4	1	1	0								32				
78	78	154	154	0.0	0	0	Spanner	2/4	1	1	0								32	4			
78	78	154	154	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	542				32	4			
78	78	309/2	309/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	543				32	4			
78	78	155	155	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	544				32	4			
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	545				32	4			
78	78	154	154	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	546					4			
78	78	154	154	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	547								
78	78	154	154	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	548								
78	78	155	155	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	549								
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	550								
79	79	156	156	0.0	0	0	Spanner	2/4	1	1	0								32				
79	79	156	156	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	551				32				
79	79	157	157	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	552				32				
79	79	156	156	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	553								
79	79	157	157	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	554								
80	80	158	158	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	555								
80	80	158	158	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	556								
81	81	160	160	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	557				33				
81	81	161	161	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	558				33				
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	559				33				
81	81	160	160	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	560								
81	81	160	160	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	561								
82	82	162	162	0.0	0	0	Spanner	2/4	1	1	0								33		7		
82	82	162	162	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	562				33		7		
82	82	163	163	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	563				33		7		
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	564						7		
82	82	162	162	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	565						7		
82	82	162	162	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	566								
83	83	164	164	0.0	0	0	Spanner	2/4	1	1	0												
83	83	164	164	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	567				34				
83	83	329/2	329/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	568				34				
83	83	165	165	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	569				34				
83	83	164	164	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	570								
83	83	164	164	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	571								
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	572								
83	83	164	164	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	573								
84	84	166	166	0.0	0	0	Spanner	2/4	1	1	0									5			
84	84	166	166	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	574					5			
84	84	166	166	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	575					5			
84	84	166	166	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	576								
84	84	166	166	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	577								
84	84	167	167	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	578								
85	85	168	168	0.0	0	0	Spanner	2/4	1	1	0												
85	85	168	168	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	579				35				
85	85	169	169	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	580				35				
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	581				35				
85	85	168	168	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	582								
85	85	168	168	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	583								
86	86	170	170	0.0	0	0	Spanner	2/4	1	1	0								35		8		
86	86	170	170	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	584				35		8		
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	585				35		8		
86	86	171	171	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	586				35		8		
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	587						8		
86	86	170	170	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	588						8		
86	86	170	170	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	589								
87	87	172	172	0.0	0	0	Spanner	2/4	1	1	0												
87	87	172	172	0.0	0	0	Spanner	2/4	1	1	0									6			
87	87	172	172	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	590				36	6			
87	87	345/2	345/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	591				36	6			
87	87	173	173	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	592					6			
87	87	172	172	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	593					6			
87	87	172	172	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	594								
87	87	347/2	347/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	595								
87	87	172	172	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	596								
88	88	174	174	0.0	0	0	Spanner	2/4	1	1	0												
88	88	174	174	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	597								
88	88	174	174	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	598								
88	88	174	174	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	599								
88	88	174	174	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	600								
89	89	176	176	0.0	0	0	Spanner	2/4	1	1	0										9		
89	89	176	176	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	601				37		9		
89	89	177	177	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	602				37		9		
89	89	355/2	355/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	603				37		9		
89	89	176	176	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	604						9		
89	89	177	177	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	605						9		
89	89	176	176	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	606								
89	89	176	176	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	607								
89	89	177	177	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	608								
90	90	178	178	0.0	0	0	Spanner	2/4	1	1	0								37				
90	90	178	178	0.0	0	0	Spanner	2/4	1	1	0								37	7			
90	90	178	178	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	609				37	7			
90	90	179	179	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	610				37	7			
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	611				37	7			
90	90	178	178	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	612					7			
90	90	178	178	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	613								
90	90	178	178	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	614								
90	90	179	179	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	615								
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	616								
91	91	180	180	0.0	0	0	Spanner	2/4	1	1	0								37				
91	91	180	180	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	617				37				
91	91	181	181	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	618				37				
91	91	180	180	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	619								
91	91	181	181	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	620								
92	92	182	182	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	621								
92	92	182	182	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	622								
93	93	184	184	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	623				38				
93	93	185	185	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>poco rit.</i>"	38				
93	93	185	185	0.0	1/4	1/4	Spanner	2/4	1	1	0								38		10		
93	93	185	185	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	624				38		10		
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	625				38		10		
93	93	184	184	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	626						10		
93	93	185	185	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	627						10		
93	93	184	184	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	628								
93	93	184	184	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	629								
93	93	185	185	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	630								
94	94	186	186	0.0	0	0	Spanner	2/4	1	1	0								38				
94	94	186	186	0.0	0	0	Spanner	2/4	1	1	0								38	8			
94	94	186	186	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	631				38, 39	8			
94	94	373/2	373/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	632				38	8			
94	94	187	187	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	633					8			
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	634					8			
94	94	186	186	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	635					8			
94	94	186	186	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	636								
94	94	186	186	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	637								
94	94	187	187	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	638								
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	639								
95	95	188	188	0.0	0	0	Spanner	2/4	1	1	0												
95	95	188	188	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	640								
95	95	188	188	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	641								
95	95	188	188	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	642								
96	96	190	190	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	643								
96	96	190	190	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	644								
96	96	190	190	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	645								
97	97	192	192	0.0	0	0	Dynamic	2/4	2	1	0					pp							
97	97	385/2	385/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""12""/><font face=""Times New Roman""/><i>a tempo</i>"					
97	97	385/2	385/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	646								
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	647								
97	97	192	192	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	648								
98	98	389/2	389/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	649								
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	650								
98	98	194	194	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	651								
99	99	196	196	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	652								
99	99	393/2	393/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	653				40				
99	99	787/4	787/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	654				40				
99	99	197	197	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	655		articStaccatoBelow						
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	656		articStaccatoBelow						
99	99	393/2	393/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	657								
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	658								
99	99	196	196	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	659								
100	100	198	198	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	660		articStaccatoBelow						
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	661		articStaccatoBelow						
100	100	199	199	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	662		articStaccatoBelow						
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	663		articStaccatoBelow						
100	100	397/2	397/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	664								
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	665								
100	100	198	198	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	666								
101	101	200	200	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	667		articStaccatoBelow						
101	101	401/2	401/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	668				41				
101	101	803/4	803/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	669				41				
101	101	201	201	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	670		articStaccatoBelow						
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	671		articStaccatoBelow						
101	101	401/2	401/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	672								
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	673								
101	101	200	200	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	674								
102	102	202	202	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	675								
102	102	202	202	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	676		articStaccatoBelow						
102	102	203	203	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	677		articTenutoBelow						
102	102	405/2	405/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	678								
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	679								
102	102	202	202	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	680								
103	103	204	204	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	681				42				
103	103	817/4	817/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	682								
103	103	409/2	409/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	683								
103	103	819/4	819/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	684								
103	103	205	205	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	685		articStaccatoBelow						
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	686		articStaccatoBelow						
103	103	409/2	409/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	687								
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	688								
103	103	204	204	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	689								
104	104	206	206	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	690		articStaccatoBelow						
104	104	413/2	413/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	691				43				
104	104	827/4	827/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	692				43				
104	104	207	207	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	693		articStaccatoBelow						
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	694		articStaccatoBelow						
104	104	413/2	413/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	695								
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	696								
104	104	206	206	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	697								
105	105	208	208	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	698				44				
105	105	833/4	833/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	699								
105	105	417/2	417/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	700		articStaccatoBelow						
105	105	835/4	835/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	701		articStaccatoBelow						
105	105	209	209	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	702		articStaccatoBelow						
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	703		articStaccatoBelow						
105	105	417/2	417/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	704								
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	705								
105	105	208	208	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	706								
106	106	210	210	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	707								
106	106	210	210	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	708		articStaccatoBelow						
106	106	211	211	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	709		articTenutoBelow						
106	106	210	210	0.0	0	0	Spanner	2/4	2	1	0											1	1
106	106	421/2	421/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	710							1	1
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	711							1	1
106	106	210	210	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	712							1	1
107	107	212	212	0.0	0	0	Dynamic	2/4	2	1	0					pp							
107	107	212	212	0.0	0	0	Spanner	2/4	2	1	0												
107	107	212	212	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	713		articStaccatoAbove						
107	107	425/2	425/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>sempre</i>"					
107	107	425/2	425/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	714				45				
107	107	851/4	851/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	715				45				
107	107	213	213	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	716		articStaccatoAbove						
