mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
9	9	33/2	33/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	46								1
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	47								
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	48								
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	49								
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	50								
10	10	18	18	0.0	0	0	Spanner	2/4	1	1	0												
10	10	18	18	0.0	0	0	Spanner	2/4	1	1	0											1	
10	10	18	18	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	51				8			1	
10	10	19	19	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	52							1	
10	10	18	18	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	53							1	
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	54								
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	55								
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	56								
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	57								
11	11	20	20	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>cresc.</i>"					
11	11	20	20	0.0	0	0	Spanner	2/4	1	1	0												
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	58								
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	59								
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	60								
11	11	41/2	41/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	61								
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	62								
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	63								
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	64								
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	65								
12	12	22	22	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	66				9				
12	12	23	23	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	67								
12	12	22	22	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	68								
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	69								
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	70								
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	71								
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	72								
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	73		articAccentAbove		10				
13	13	25	25	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	74								
13	13	24	24	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	75								
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	76								
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	77								
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	78								
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	79								
14	14	26	26	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	80								
14	14	26	26	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	81								
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	82								
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	83								
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	84								
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	85								
15	15	57/2	57/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dolce</i>"					
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	86								
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	87								
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	88								
15	15	57/2	57/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	89								
15	15	28	28	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dim. molto</i>"					
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	90								
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	91								
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	92								
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	93								
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	94				11				
16	16	31	31	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	95								
16	16	30	30	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	96								
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	97								
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	98								
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	99								
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	100								
17	17	32	32	0.0	0	0	Dynamic	2/4	1	1	0					pp							
17	17	32	32	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	101		articAccentAbove		12				
17	17	33	33	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	102								
17	17	32	32	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	103								
17	17	32	32	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	104								
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	105								
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	106								
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	107								
18	18	34	34	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	108								
18	18	34	34	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	109								
18	18	34	34	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	110								
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	111								
18	18	35	35	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	112								
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	113								
19	19	37	37	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	114				13				
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	115								
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	116								
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	117								
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	118								
20	20	38	38	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	119		articAccentBelow						
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	120								
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	121								
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	122								
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	123								
21	21	41	41	0.0	1/4	1/4	Spanner	2/4	1	1	0												2
21	21	41	41	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	124				14				2
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	125								
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	126								
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	127								
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	128								
22	22	42	42	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	129		articAccentBelow						2
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	130								
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	131								
22	22	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	132								
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	133								
23	23	44	44	0.0	0	0	Spanner	2/4	1	1	0												
23	23	45	45	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p							
23	23	45	45	0.0	1/4	1/4	Spanner	2/4	1	1	0												3
23	23	45	45	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	134								3
23	23	45	45	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	135								
24	24	46	46	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	136								3
24	24	47	47	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	137								3
24	24	46	46	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	138								
24	24	47	47	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	139								
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	140								3
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	141								3
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	142								3
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	143								3
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	144								3
25	25	49	49	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	145								3
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	146								
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	147								
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	148								
26	26	50	50	0.0	0	0	Dynamic	2/4	1	1	0					fz							
26	26	50	50	0.0	0	0	Spanner	2/4	1	1	0												
26	26	50	50	0.0	0	0	Spanner	2/4	1	1	0											2	
26	26	50	50	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	149		articAccentAbove		15			2	
26	26	51	51	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	150							2	
26	26	101/2	101/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	151				16			2	
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	152							2	
26	26	101/2	101/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	153				17				
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	154								
26	26	101/2	101/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	155								
27	27	52	52	0.0	0	0	Spanner	2/4	1	1	0												
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	156								
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	157								
27	27	53	53	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	158								
27	27	52	52	0.0	0	0	Dynamic	2/4	2	1	0					p							
27	27	105/2	105/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	159								
27	27	52	52	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	160				18				
28	28	54	54	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	161								
28	28	54	54	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	162								
29	29	56	56	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>poco ritard</i>"					
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	163								
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	164								
29	29	57	57	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	165								
29	29	56	56	0.0	0	0	Dynamic	2/4	2	1	0					pp							
29	29	56	56	0.0	0	0	Spanner	2/4	2	1	0									0	0		
29	29	113/2	113/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	166					0	0		
29	29	56	56	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	167				19	0	0		
30	30	58	58	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	168								
30	30	58	58	0.0	0	0	Spanner	2/4	2	1	0												
30	30	58	58	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	169								
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	170								
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	171								
31	31	61	61	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	172								
31	31	60	60	0.0	0	0	Spanner	2/4	2	1	0									1	1		
31	31	121/2	121/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	173					1	1		
31	31	60	60	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	174				20	1	1		
32	32	62	62	0.0	0	0	Spanner	2/4	1	1	0											3	
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	175							3	
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	176							3	
32	32	63	63	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	177							3	
32	32	125/2	125/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	178					1	1		
32	32	62	62	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	179				21	1	1		
33	33	64	64	0.0	0	0	Spanner	2/4	1	1	0												
33	33	64	64	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	180								
33	33	64	64	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	181					1	1		
34	34	66	66	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	182								
34	34	68	68	0.0	1/2	1/2	StaffText	2/4	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><b>Più mosso</b>"					
34	34	66	66	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	183					1	1		
34	34	68	68	0.0	1/2	1/2	Spanner	2/4	2	1	0									1	1		
35	35	137/2	137/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""8""/><font face=""Times New Roman""/><i>cantab.</i>"					
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	184				22				
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	185				22				
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	186								
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	187								
35	35	69	69	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	188								
35	35	68	68	0.0	0	0	Dynamic	2/4	2	1	0					p							
35	35	68	68	0.0	0	0	Spanner	2/4	2	1	0												
35	35	68	68	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	189								
35	35	68	68	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	190								
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	191				23				
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	192				23				
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	193								
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	194								
36	36	71	71	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	195								
36	36	70	70	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	196								
36	36	70	70	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	197								
37	37	145/2	145/2	0.0	1/8	1/8	Spanner	2/4	1	1	0												4
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	198				24				4
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	199				24				4
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	200								4
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	201								4
37	37	73	73	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	202								4
37	37	72	72	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	203								
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	204								
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	205								
37	37	72	72	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	206								
38	38	74	74	0.0	0	0	Spanner	2/4	1	1	0												
38	38	74	74	0.0	0	0	Spanner	2/4	1	1	0											4	
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	207				25			4	
38	38	75	75	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	208							4	
38	38	151/2	151/2	0.0	3/8	3/8	Spanner	2/4	1	1	0												
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	209								
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	210								
38	38	75	75	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	211								
38	38	74	74	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	212				26				
38	38	75	75	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	213								
38	38	74	74	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	214								
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	215				27				
39	39	77	77	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	216				27				
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	217								
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	218								
39	39	77	77	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	219								
39	39	76	76	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	220								
39	39	76	76	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	221								
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	222				28				
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	223				28				
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	224								
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	225								
40	40	79	79	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	226								
40	40	78	78	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	227								
40	40	78	78	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	228								
41	41	161/2	161/2	0.0	1/8	1/8	Spanner	2/4	1	1	0												5
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	229				29				5
41	41	81	81	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	230				29				5
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	231								5
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	232								5
41	41	81	81	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	233								5
41	41	80	80	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	234								
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	235								
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	236								
41	41	80	80	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	237								
42	42	82	82	0.0	0	0	Spanner	2/4	1	1	0												
42	42	82	82	0.0	0	0	Spanner	2/4	1	1	0											5	
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	238				30			5	
42	42	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	239				30			5	
42	42	167/2	167/2	0.0	3/8	3/8	Spanner	2/4	1	1	0												
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	240								
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	241								
42	42	83	83	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	242								
42	42	82	82	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	243				31				
42	42	83	83	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	244								
42	42	82	82	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	245								
43	43	84	84	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>stretto</i>"					
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	246				32				
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	247				32				
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	248								
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	249								
43	43	85	85	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	250								
43	43	84	84	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"					
43	43	84	84	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	251								
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	252								
