mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
5	5	17	17	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	26		articAccentAbove							6		
5	5	52/3	52/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	27		articAccentAbove							6		
5	5	53/3	53/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	28		articAccentAbove							6		
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	29											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	30									7		
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	31									7		
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	32											
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	33									8		
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	34									8		
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	35											
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	36									9		
6	6	41/2	41/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24	1/16	2/3	37									9		
6	6	62/3	62/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24	1/16	2/3	38									9		
6	6	125/6	125/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24	1/16	2/3	39									9		
6	6	21	21	0.375	1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	40		articAccentAbove							9		
6	6	171/8	171/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	41									9		
6	6	43/2	43/2	0.0	3/8	3/8	StaffText	4/4	1	1	0						"<font size=""11.9365""/><font face=""Plantin MT Std""/>cresc. e stretto"						9		
6	6	43/2	43/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	42									9		
6	6	65/3	65/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	43									9		
6	6	131/6	131/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	44									9		
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	45									9		
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	46											
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	47									10		
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	48									10		
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	49											
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	50		articAccentBelow							11		
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	51									11		
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	52											
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	53		articStaccatoAbove							12		
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	54		articStaccatoAbove							12		
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	55		articStaccatoAbove							12		
7	7	25	25	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	56		articStaccatoAbove							12		
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	57		articStaccatoAbove							12		
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	58		articStaccatoAbove							12		
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	59		articStaccatoAbove							12		
7	7	26	26	0.0	1/2	1/2	Dynamic	4/4	1	1	0				f								12		
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	60									12		
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	61		articAccentBelow							13		
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	62		articAccentBelow							14		
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	63									14		
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	64											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	65		articAccentBelow							15		
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	66									15		
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	67											
8	8	28	28	4.0	0	0	Chord	4/4	1	1	1	1	1	68											
8	8	28	28	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""11.9365""/><font face=""Plantin MT Std""/>dim. e rit."								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	69		articAccentBelow							16		
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	70									16		
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	71											
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	72		articAccentBelow							17		
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	73									17		
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	74											
9	9	32	32	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	75											
9	9	32	32	0.0	0	0	Dynamic	4/4	2	1	0				pp										
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	76		articAccentBelow							18		
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	77									18		
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	78									18		
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	79											
10	10	36	36	0.0	0	0	Dynamic	4/4	1	1	0				p										
10	10	36	36	1.75	0	0	Chord	4/4	1	1	7/16	1/4	7/4	80									19		
10	10	151/4	151/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	81									19		
10	10	303/8	303/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	82									19		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	83											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	84									20		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	85									20		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	86											
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	87									21		
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	88									21		
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	89											
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	90									22		
11	11	41	41	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	91		articAccentBelow							22		
11	11	124/3	124/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	92		articAccentBelow							22		
11	11	125/3	125/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	93		articAccentBelow							22		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	94											
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	95									23		
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	96									23		
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	97											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	98									24		
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	99									24		
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	100											
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	101									25		
12	12	89/2	89/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24	1/16	2/3	102									25		
12	12	134/3	134/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24	1/16	2/3	103									25		
12	12	269/6	269/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24	1/16	2/3	104									25		
12	12	45	45	0.375	1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	105		articAccentAbove							25		
12	12	363/8	363/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	106									25		
12	12	91/2	91/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	107									25		
12	12	137/3	137/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	108									25		
12	12	275/6	275/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	109									25		
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	110									25		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	111											
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	112									26		
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	113									26		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	114											
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	115									27		
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	116									27		
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	117											
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	118		articStaccatoBelow							28		
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	119		articStaccatoBelow							28		
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	120		articStaccatoBelow							28		
13	13	49	49	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	121		articStaccatoBelow							28		
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	122		articStaccatoBelow							28		
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	123		articStaccatoBelow							28		
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	124		articStaccatoBelow							28		
13	13	50	50	0.0	1/2	1/2	Dynamic	4/4	1	1	0				f								28		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	125									28		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	126		articAccentBelow									
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	127		articAccentBelow							29		
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	128									29		
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	129											
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	130		articAccentBelow							30		
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	131									30		
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	132											
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1	1	1	133											
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	134		articAccentBelow							31		
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	135									31		
14	14	107/2	107/2	0.0	3/8	3/8	StaffText	4/4	2	1	0						"<font size=""11.9365""/><font face=""Plantin MT Std""/>dim. e rit."								
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	136											
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	137		articAccentBelow							32		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	138									32		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	139											
15	15	56	56	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	140											
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	141		articAccentBelow							33		
15	15	57	57	0.0	1/4	1/4	Dynamic	4/4	2	1	0				pp								33		
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	142									33		
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	143									33		
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	144											
16	16	60	60	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""11.9365""/><font face=""Plantin MT Std""/>a tempo"								
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	145									34		
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	146									34		
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	147											
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	148									35		
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	149									35		
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	150											
16	16	60	60	0.0	0	0	Dynamic	4/4	2	1	0				p										
16	16	60	60	1.75	0	0	Chord	4/4	2	1	7/16	1/4	7/4	151											
16	16	247/4	247/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	152											
16	16	495/8	495/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	153											
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	154											
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	155									36		
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	156									36		
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	157											
17	17	133/2	133/2	0.0	5/8	5/8	StaffText	4/4	1	1	0						cresc.								
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	158									37		
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	159									37		
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	160											
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	161											
17	17	65	65	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	162											
17	17	196/3	196/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	163											
17	17	197/3	197/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	164											
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	165											
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	166									38		
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	167									38		
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	168											
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	169									39		
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	170									39		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	171											
18	18	68	68	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""11.9365""/><font face=""Plantin MT Std""/>string."								
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	172											
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	173											
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	174											
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	175											
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	176											
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	177											
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	178											
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	179											
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	180											
19	19	73	73	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	181											
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	182											
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	183											
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	184											
19	19	74	74	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	185											
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	186											
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	187											
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	188											
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	189		articStaccatoAbove									
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	190											
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	191											
19	19	72	72	0.0	0	0	Dynamic	4/4	2	1	0				f										
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	192		articAccentStaccatoAbove									
19	19	73	73	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	193											
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	194											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	195		articAccentAbove									
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	196											
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	197		articAccentAbove									
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	198		articAccentAbove									
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	199		articAccentAbove									
20	20	78	78	0.0	1/2	1/2	StaffText	4/4	2	1	0						rall.								
20	20	78	78	0.0	1/2	1/2	Spanner	4/4	2	1	0													1	
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	200										1	
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	201										1	
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	202										1	
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	203										1	
21	21	80	80	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""11.9365""/><font face=""Plantin MT Std""/>a tempo"								
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	204									40		
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	205									40		
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	206											
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	207									41		
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	208									41		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	209											
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0				p										
21	21	80	80	0.0	0	0	Spanner	4/4	2	1	0														
21	21	80	80	1.75	0	0	Chord	4/4	2	1	7/16	1/4	7/4	210											
21	21	327/4	327/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	211											
21	21	655/8	655/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	212											
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	213											
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	214									42		
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	215									42		
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	216											
22	22	173/2	173/2	0.0	5/8	5/8	StaffText	4/4	1	1	0						cresc.								
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	217									43		
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	218									43		
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	219											
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	220											
22	22	85	85	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	221											
22	22	256/3	256/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	222											
22	22	257/3	257/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	223											
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	224											
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	225									44		
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	226									44		
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	227											
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	228									45		
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	229									45		
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	230											
23	23	88	88	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	231											
23	23	177/2	177/2	0.0	1/8	1/8	StaffText	4/4	2	1	0						"<font size=""11.9365""/><font face=""Plantin MT Std""/>string."								
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	232											
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	233											
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	234											
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	235											
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	236											
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	237											
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	238											
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	239											
24	24	93	93	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	240											
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	241											
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	242											
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	243											
