mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
125	125	795/2	795/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1344		articStaccatoAbove									
125	125	398	398	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1345							52				
125	125	797/2	797/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1346											
125	125	399	399	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1347		articStaccatoAbove									
125	125	799/2	799/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1348		articStaccatoAbove									
125	125	396	396	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1349											
125	125	397	397	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1350											
125	125	795/2	795/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1351											
125	125	398	398	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1352											
125	125	399	399	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1353											
125	125	799/2	799/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1354											
125	125	396	396	0.0	0	0	Spanner	4/4	2	1	0															
125	125	396	396	0.0	0	0	Spanner	4/4	2	1	0												83	83		
125	125	396	396	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1355								83	83		
125	125	397	397	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1356								83	83		
125	125	795/2	795/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1357								83	83		
125	125	398	398	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1358								83	83		
126	126	400	400	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1359		articAccentStaccatoAbove									
126	126	401	401	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1360											
126	126	1607/4	1607/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1361											
126	126	402	402	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1362		articStaccatoAbove									
126	126	400	400	0.0	0	0	Spanner	4/4	2	1	0															
126	126	400	400	0.0	0	0	Spanner	4/4	2	1	0												84	84		
126	126	400	400	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1363		articAccentStaccatoBelow						84	84		
126	126	401	401	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1364								84	84		
126	126	1607/4	1607/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1365								84	84		
126	126	402	402	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1366		articStaccatoAbove						84	84		
127	127	404	404	0.0	0	0	Dynamic	4/4	2	1	0					f										
127	127	404	404	0.0	0	0	Spanner	4/4	2	1	0															
127	127	404	404	0.0	0	0	Spanner	4/4	2	1	0												85	85		
127	127	404	404	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1367		articAccentBelow						85	85		
127	127	405	405	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1368		articStaccatoBelow						85	85		
127	127	811/2	811/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1369		articStaccatoBelow						85	85		
127	127	406	406	0.0	1/2	1/2	Spanner	4/4	2	1	0															
127	127	406	406	0.0	1/2	1/2	Spanner	4/4	2	1	0												86	86		
127	127	406	406	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1370		articAccentBelow						86	86		
127	127	407	407	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1371		articStaccatoBelow						86	86		
127	127	815/2	815/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1372		articStaccatoBelow						86	86		
128	128	408	408	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1373		articAccentAbove									
128	128	409	409	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1374		articAccentAbove									
128	128	410	410	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1375		articAccentAbove									
128	128	411	411	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1376		articAccentAbove									
128	128	408	408	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	1377											
128	128	1633/4	1633/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	1378											
128	128	817/2	817/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	1379											
128	128	1635/4	1635/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	1380											
128	128	409	409	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1381											
128	128	819/2	819/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1382											
128	128	410	410	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	1383											
128	128	1641/4	1641/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1384											
128	128	821/2	821/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	1385											
128	128	1643/4	1643/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1386											
128	128	411	411	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1387											
128	128	823/2	823/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1388											
128	128	408	408	0.0	0	0	Spanner	4/4	2	1	0															
128	128	408	408	0.0	0	0	Spanner	4/4	2	1	0												87	87		
128	128	408	408	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1389								87	87		
128	128	409	409	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1390								87	87		
128	128	819/2	819/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1391								87	87		
128	128	410	410	0.0	1/2	1/2	Spanner	4/4	2	1	0															
128	128	410	410	0.0	1/2	1/2	Spanner	4/4	2	1	0												88	88		
128	128	410	410	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1392								88	88		
128	128	411	411	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1393								88	88		
128	128	823/2	823/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1394								88	88		
129	129	825/2	825/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	1395							53				
129	129	1238/3	1238/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	1396							53				
129	129	2477/6	2477/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	1397											
129	129	413	413	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1398		articStaccatoAbove									
129	129	827/2	827/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1399		articStaccatoAbove									
129	129	414	414	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1400		articAccentStaccatoAbove									
129	129	825/2	825/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1401											
129	129	413	413	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1402											
129	129	827/2	827/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1403											
129	129	414	414	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1404		articAccentStaccatoBelow									
129	129	412	412	0.0	0	0	Spanner	4/4	2	1	0															
130	130	416	416	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics										
130	130	416	416	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1405											
130	130	417	417	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1406											
130	130	835/2	835/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1407											
130	130	418	418	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1408											
130	130	419	419	0.0	3/4	3/4	Dynamic	4/4	1	1	0					pp										
130	130	419	419	0.0	3/4	3/4	Dynamic	4/4	1	1	0					other-dynamics										
130	130	419	419	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1409		articStaccatoAbove									
130	130	839/2	839/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1410		articStaccatoAbove									
130	130	417	417	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1411											
130	130	835/2	835/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1412											
130	130	418	418	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1413											
130	130	419	419	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1414											
130	130	839/2	839/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1415											
130	130	416	416	0.0	0	0	Spanner	4/4	2	1	0												89	89		
130	130	416	416	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1416								89	89		
130	130	419	419	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>una corda</i>"					89	89		
131	131	420	420	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1417		articAccentAbove					54				
131	131	841/2	841/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1418											
131	131	421	421	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1419		articStaccatoAbove									
131	131	843/2	843/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1420		articStaccatoAbove									
131	131	422	422	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1421		articAccentAbove					55				
131	131	845/2	845/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1422											
131	131	423	423	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1423		articStaccatoAbove									
131	131	847/2	847/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1424		articStaccatoAbove									
131	131	420	420	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1425											
131	131	421	421	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1426											
131	131	843/2	843/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1427											
131	131	422	422	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1428											
131	131	423	423	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1429											
131	131	847/2	847/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1430											
131	131	420	420	0.0	0	0	Spanner	4/4	2	1	0															
131	131	420	420	0.0	0	0	Spanner	4/4	2	1	0												90	90		
131	131	420	420	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1431							56	90	90		
131	131	1681/4	1681/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1432							56	90	90		
131	131	841/2	841/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1433							56	90	90		
131	131	1683/4	1683/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1434								90	90		
131	131	421	421	0.0	1/4	1/4	Spanner	4/4	2	1	0															
131	131	422	422	0.0	1/2	1/2	Spanner	4/4	2	1	0												91	91		
131	131	422	422	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1435							57	91	91		
131	131	1689/4	1689/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1436							57	91	91		
131	131	845/2	845/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1437							57	91	91		
131	131	1691/4	1691/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1438								91	91		
132	132	424	424	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	1439							58				
132	132	424	424	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	1440							58				
132	132	424	424	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1441		articAccentAbove					58				
132	132	849/2	849/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1442											
132	132	425	425	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1443		articStaccatoAbove									
132	132	851/2	851/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1444		articStaccatoAbove									
132	132	426	426	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1445											
132	132	427	427	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f										
132	132	424	424	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1446											
132	132	425	425	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1447											
132	132	851/2	851/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1448											
132	132	426	426	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1449											
132	132	424	424	0.0	0	0	Spanner	4/4	2	1	0															
132	132	424	424	0.0	0	0	Spanner	4/4	2	1	0												92	92		
132	132	424	424	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1450								92	92		
132	132	425	425	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1451								92	92		
132	132	851/2	851/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1452								92	92		
132	132	426	426	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1453								92	92		
132	132	427	427	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>tre corde</i>"					92	92		
132	132	427	427	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1454								92	92		
132	132	855/2	855/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
132	132	855/2	855/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1455											
133	133	428	428	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1456		articAccentAbove									
133	133	429	429	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1457		articAccentAbove									
133	133	430	430	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1458		articAccentAbove									
133	133	431	431	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1459		articAccentAbove									
133	133	428	428	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	1460											
133	133	1713/4	1713/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	1461											
133	133	857/2	857/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	1462											
133	133	1715/4	1715/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	1463											
133	133	429	429	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1464											
133	133	859/2	859/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1465											
133	133	430	430	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	1466											
133	133	1721/4	1721/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1467											
133	133	861/2	861/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	1468											
133	133	1723/4	1723/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1469											
133	133	431	431	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1470											
133	133	863/2	863/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1471											
133	133	428	428	0.0	0	0	Spanner	4/4	2	1	0												93	93		
133	133	428	428	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1472								93	93		
133	133	429	429	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1473								93	93		
133	133	859/2	859/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															
133	133	859/2	859/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1474											
133	133	430	430	0.0	1/2	1/2	Spanner	4/4	2	1	0												94	94		
133	133	430	430	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1475								94	94		
133	133	431	431	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1476								94	94		
133	133	863/2	863/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
133	133	863/2	863/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1477											
134	134	865/2	865/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	1478							59				
134	134	1298/3	1298/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	1479							59				
134	134	2597/6	2597/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	1480											
134	134	433	433	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1481		articStaccatoBelow									
134	134	867/2	867/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1482		articStaccatoBelow									
134	134	434	434	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1483		articAccentStaccatoBelow									
134	134	865/2	865/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1484											
134	134	865/2	865/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1485											
134	134	433	433	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1486											
134	134	867/2	867/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1487											
134	134	434	434	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1488											
135	135	436	436	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics										
135	135	436	436	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1489											
135	135	437	437	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1490											
135	135	875/2	875/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1491											
135	135	438	438	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1492											
135	135	439	439	0.0	3/4	3/4	Dynamic	4/4	1	1	0					pp										
135	135	439	439	0.0	3/4	3/4	Dynamic	4/4	1	1	0					other-dynamics										
135	135	439	439	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1493		articStaccatoAbove									
135	135	879/2	879/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1494		articStaccatoAbove									
135	135	437	437	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1495											
135	135	875/2	875/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1496											
135	135	438	438	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1497											
135	135	439	439	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1498											
135	135	879/2	879/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1499											
135	135	436	436	0.0	0	0	Spanner	4/4	2	1	0												95	95		
135	135	436	436	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1500								95	95		
135	135	439	439	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>una corda</i>"					95	95		
136	136	440	440	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1501		articAccentAbove					60				
136	136	881/2	881/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1502											
136	136	441	441	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1503		articStaccatoAbove									
136	136	883/2	883/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1504		articStaccatoAbove									
136	136	442	442	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1505		articAccentAbove					61				
136	136	885/2	885/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1506											
136	136	443	443	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1507		articStaccatoAbove									
136	136	887/2	887/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1508		articStaccatoAbove									
136	136	440	440	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1509											
136	136	441	441	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1510											
136	136	883/2	883/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1511											
136	136	442	442	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1512											
136	136	443	443	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1513											
136	136	887/2	887/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1514											
136	136	440	440	0.0	0	0	Spanner	4/4	2	1	0															
136	136	440	440	0.0	0	0	Spanner	4/4	2	1	0												96	96		
136	136	440	440	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1515							62	96	96		
136	136	1761/4	1761/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1516							62	96	96		
136	136	881/2	881/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1517							62	96	96		
136	136	1763/4	1763/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1518								96	96		
136	136	442	442	0.0	1/2	1/2	Spanner	4/4	2	1	0															
136	136	442	442	0.0	1/2	1/2	Spanner	4/4	2	1	0												97	97		
136	136	442	442	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1519							63	97	97		
136	136	1769/4	1769/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1520							63	97	97		
136	136	885/2	885/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1521							63	97	97		
136	136	1771/4	1771/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1522								97	97		
137	137	444	444	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	1523							64				
137	137	444	444	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	1524							64				
137	137	444	444	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1525		articAccentAbove					64				
137	137	889/2	889/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1526											
137	137	445	445	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1527		articStaccatoAbove									
137	137	891/2	891/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1528		articStaccatoAbove									
137	137	446	446	0.0	1/2	1/2	Dynamic	4/4	1	1	0					pp										
137	137	446	446	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1529											
137	137	447	447	0.0	3/4	3/4	Dynamic	4/4	1	1	0					other-dynamics										
137	137	1789/4	1789/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1530											
137	137	1791/4	1791/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1531											
137	137	444	444	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1532											
137	137	445	445	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1533											
137	137	891/2	891/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1534											
137	137	446	446	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1535											
137	137	444	444	0.0	0	0	Spanner	4/4	2	1	0															
137	137	444	444	0.0	0	0	Spanner	4/4	2	1	0												98	98		
137	137	444	444	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1536								98	98		
137	137	445	445	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1537								98	98		
137	137	891/2	891/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1538								98	98		
137	137	446	446	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1539								98	98		
137	137	447	447	0.0	3/4	3/4	Spanner	4/4	2	1	0															
137	137	447	447	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1540											
137	137	895/2	895/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1541											
138	138	1793/4	1793/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1542											
138	138	1795/4	1795/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1543											
138	138	1797/4	1797/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1544											
138	138	1799/4	1799/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1545											
138	138	1801/4	1801/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1546											
138	138	1803/4	1803/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1547											
138	138	1805/4	1805/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1548											
138	138	1807/4	1807/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1549											
138	138	448	448	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1550											
138	138	897/2	897/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1551											
138	138	449	449	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1552											
138	138	899/2	899/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1553											
138	138	450	450	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1554											
138	138	901/2	901/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1555											
138	138	451	451	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1556											
138	138	903/2	903/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1557											
139	139	1809/4	1809/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1558											
139	139	1811/4	1811/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1559											
139	139	1813/4	1813/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1560											
139	139	1815/4	1815/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1561											
139	139	1817/4	1817/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1562											
139	139	1819/4	1819/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1563											
139	139	1821/4	1821/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1564											
139	139	1823/4	1823/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1565											
139	139	452	452	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1566											
139	139	905/2	905/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1567											
139	139	453	453	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1568											
139	139	907/2	907/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1569											
139	139	454	454	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1570											
139	139	909/2	909/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1571											
139	139	455	455	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1572											
139	139	911/2	911/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1573											
140	140	1825/4	1825/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1574											
140	140	1827/4	1827/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1575											
140	140	1829/4	1829/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1576											
140	140	1831/4	1831/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1577											
