mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
5	5	24	24	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	29									3			2	2
5	5	27	27	0.0	3/4	3/4	Spanner	6/4	3	1	0													3				
5	5	27	27	3.0	3/4	3/4	Chord	6/4	3	1	3/4		1/2	3/2	30									3				
6	6	31	31	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	31		articStaccatoAbove							8				
6	6	32	32	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	32		articStaccatoAbove							8				
6	6	33	33	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	33		articStaccatoAbove							8				
6	6	34	34	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	34		articStaccatoAbove							8				
6	6	35	35	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	35		articStaccatoAbove											
6	6	30	30	0.0	0	0	Spanner	6/4	3	1	0																3	3
6	6	30	30	6.0	0	0	Chord	6/4	3	1	3/2		1	3/2	36												3	3
7	7	37	37	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	37		articStaccatoAbove							9				
7	7	38	38	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	38		articStaccatoAbove							9				
7	7	39	39	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	39		articStaccatoAbove							9				
7	7	40	40	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	40		articStaccatoAbove							9				
7	7	41	41	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	41		articStaccatoAbove											
7	7	36	36	0.0	0	0	Spanner	6/4	3	1	0																	
7	7	36	36	0.0	0	0	Spanner	6/4	3	1	0																4	4
7	7	36	36	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	42									10			4	4
7	7	39	39	0.0	3/4	3/4	Spanner	6/4	3	1	0													10				
7	7	39	39	0.0	3/4	3/4	Spanner	6/4	3	1	0													10		1		
7	7	39	39	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	43									10		1		
7	7	40	40	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	44									10		1		
7	7	41	41	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	45									10		1		
8	8	43	43	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	46		articStaccatoAbove							11				
8	8	44	44	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	47		articStaccatoAbove											
8	8	46	46	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	48		articStaccatoAbove							12				
8	8	47	47	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	49		articStaccatoAbove											
8	8	42	42	0.0	0	0	Spanner	6/4	3	1	0													10				
8	8	42	42	1.5	0	0	Chord	6/4	3	1	3/8		1/4	3/2	50		articTenutoAbove							10				
8	8	87/2	87/2	1.5	3/8	3/8	Chord	6/4	3	1	3/8		1/4	3/2	51		articTenutoAbove							10				
8	8	45	45	1.5	3/4	3/4	Chord	6/4	3	1	3/8		1/4	3/2	52		articTenutoBelow							10				
8	8	93/2	93/2	1.5	9/8	9/8	Chord	6/4	3	1	3/8		1/4	3/2	53		articTenutoBelow							10				
9	9	49	49	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	54		articStaccatoAbove							13				
9	9	50	50	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	55		articStaccatoAbove							13				
9	9	51	51	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	56		articStaccatoAbove							13				
9	9	52	52	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	57		articStaccatoAbove							13				
9	9	53	53	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	58		articStaccatoAbove											
9	9	48	48	0.0	0	0	Spanner	6/4	3	1	0													10			5	5
9	9	48	48	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	59									10			5	5
9	9	51	51	0.0	3/4	3/4	Spanner	6/4	3	1	0													10				
9	9	51	51	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	60									10				
9	9	52	52	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	61									10				
9	9	53	53	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	62									10				
10	10	55	55	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	63		articStaccatoAbove							14				
10	10	56	56	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	64		articStaccatoAbove							14				
10	10	57	57	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	65		articStaccatoAbove							14				
10	10	58	58	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	66		articStaccatoAbove							14				
10	10	59	59	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	67		articStaccatoAbove											
10	10	54	54	0.0	0	0	Spanner	6/4	3	1	0													10			6	6
10	10	54	54	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	68									10			6	6
10	10	57	57	2.0	3/4	3/4	Chord	6/4	3	1	1/2		1/2	1	69												6	6
10	10	59	59	0.0	5/4	5/4	Spanner	6/4	3	1	0																	
11	11	61	61	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	70		articStaccatoAbove							15				
11	11	62	62	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	71		articStaccatoAbove											
11	11	64	64	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	72		articStaccatoAbove							16				
11	11	65	65	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	73		articStaccatoAbove											
11	11	60	60	0.0	0	0	Spanner	6/4	3	1	0																7	7
11	11	60	60	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	74									17			7	7
11	11	63	63	0.0	3/4	3/4	Spanner	6/4	3	1	0													17		2	7	7
11	11	63	63	1.5	3/4	3/4	Chord	6/4	3	1	3/8		1/4	3/2	75									17		2	7	7
11	11	129/2	129/2	1.5	9/8	9/8	Chord	6/4	3	1	3/8		1/4	3/2	76									17		2	7	7
11	11	63	63	1.0	3/4	3/4	Chord	6/4	3	2	1/4		1/4	1	77											2	7	7
12	12	67	67	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	78		articStaccatoAbove							18				
12	12	68	68	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	79		articStaccatoAbove											
12	12	70	70	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	80		articStaccatoBelow							19				
12	12	71	71	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	81		articStaccatoBelow											
12	12	66	66	0.0	0	0	Spanner	6/4	3	1	0													17				
12	12	66	66	0.0	0	0	Spanner	6/4	3	1	0													17				
12	12	66	66	0.0	0	0	Spanner	6/4	3	1	0													17	1			
12	12	66	66	0.0	0	0	Spanner	6/4	3	1	0													17	1		8	8
12	12	66	66	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	82									17	1		8	8
12	12	69	69	0.0	3/4	3/4	Spanner	6/4	3	1	0																	
12	12	69	69	0.0	3/4	3/4	Spanner	6/4	3	1	0																	
12	12	69	69	3.0	3/4	3/4	Chord	6/4	3	1	3/4		1/2	3/2	83													
13	13	73	73	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	84		articStaccatoAbove							20				
13	13	74	74	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	85		articStaccatoAbove											
13	13	76	76	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	86		articStaccatoAbove							21				
13	13	77	77	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	87		articStaccatoAbove											
13	13	72	72	0.0	0	0	Spanner	6/4	3	1	0																9	9
13	13	72	72	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	88									22			9	9
13	13	75	75	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	89									22			9	9
13	13	76	76	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	90									22			9	9
13	13	77	77	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	91									22			9	9
13	13	75	75	1.0	3/4	3/4	Chord	6/4	3	2	1/4		1/4	1	92												9	9
14	14	79	79	0.0	1/4	1/4	Spanner	6/4	2	1	0															3		
14	14	79	79	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	93		articStaccatoAbove							23		3		
14	14	80	80	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	94		articStaccatoAbove							23		3		
14	14	81	81	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	95		articStaccatoAbove							23		3		
14	14	82	82	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	96		articStaccatoAbove							23		3		
14	14	83	83	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	97		articStaccatoAbove									3		
14	14	78	78	0.0	0	0	Spanner	6/4	3	1	0																	
14	14	78	78	0.0	0	0	Spanner	6/4	3	1	0																10	10
14	14	78	78	6.0	0	0	Chord	6/4	3	1	3/2		1	3/2	98												10	10
15	15	84	84	0.0	0	0	Dynamic	6/4	2	1	0					fz												
15	15	84	84	0.0	0	0	Spanner	6/4	2	1	0																	
15	15	85	85	0.0	1/4	1/4	StaffText	6/4	2	1	0							rit. molto										
15	15	85	85	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	99		articAccentAbove											
15	15	86	86	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	100													
15	15	87	87	0.0	3/4	3/4	Spanner	6/4	2	1	0														2			
15	15	87	87	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	101										2			
15	15	88	88	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	102										2			
15	15	89	89	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	103										2			
15	15	84	84	0.0	0	0	Spanner	6/4	3	1	0																	
15	15	84	84	0.0	0	0	Spanner	6/4	3	1	0																11	11
15	15	84	84	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	104		articAccentBelow							24			11	11
15	15	87	87	1.5	3/4	3/4	Chord	6/4	3	1	3/8		1/4	3/2	105									24			11	11
15	15	177/2	177/2	0.0	9/8	9/8	Spanner	6/4	3	1	0													24				
15	15	177/2	177/2	1.5	9/8	9/8	Chord	6/4	3	1	3/8		1/4	3/2	106									24				
16	16	90	90	0.0	0	0	Dynamic	6/4	2	1	0					p												
16	16	90	90	0.0	0	0	Spanner	6/4	2	1	0																	
16	16	91	91	0.0	1/4	1/4	StaffText	6/4	2	1	0							a tempo										
16	16	91	91	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	107		articStaccatoAbove							25				
16	16	92	92	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	108		articStaccatoAbove											
16	16	94	94	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	109		articStaccatoAbove							26				
16	16	95	95	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	110		articStaccatoAbove											
16	16	90	90	0.0	0	0	Spanner	6/4	3	1	0													24			12	12
16	16	90	90	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	111									24			12	12
16	16	93	93	0.0	3/4	3/4	Spanner	6/4	3	1	0																	
16	16	93	93	3.0	3/4	3/4	Chord	6/4	3	1	3/4		1/2	3/2	112													
17	17	97	97	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	113		articStaccatoAbove							27				
17	17	98	98	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	114		articStaccatoAbove											
17	17	100	100	0.0	1	1	StaffText	6/4	2	1	0							cresc.										
17	17	100	100	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	115		articStaccatoAbove							28				
17	17	101	101	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	116		articStaccatoAbove											
17	17	96	96	0.0	0	0	Spanner	6/4	3	1	0																13	13
17	17	96	96	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	117									29			13	13
17	17	99	99	0.0	3/4	3/4	Spanner	6/4	3	1	0													29				
17	17	99	99	1.5	3/4	3/4	Chord	6/4	3	1	3/8		1/4	3/2	118									29				
17	17	201/2	201/2	1.5	9/8	9/8	Chord	6/4	3	1	3/8		1/4	3/2	119									29				
18	18	103	103	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	120		articStaccatoAbove							30				
18	18	104	104	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	121		articStaccatoAbove							30				
18	18	105	105	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	122		articStaccatoAbove							30				
18	18	106	106	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	123		articStaccatoAbove							30				
18	18	107	107	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	124		articStaccatoAbove											
18	18	102	102	0.0	0	0	Spanner	6/4	3	1	0													29			14	14
18	18	102	102	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	125									29			14	14
18	18	105	105	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	126		articTenutoAbove							29			14	14
18	18	106	106	0.0	1	1	Spanner	6/4	3	1	0													29				
18	18	106	106	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	127		articTenutoAbove							29				
18	18	107	107	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	128		articTenutoAbove											
19	19	109	109	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	129		articAccentAbove							31				
19	19	110	110	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	130		articStaccatoAbove							31				
19	19	111	111	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	131		articStaccatoAbove							31				
19	19	112	112	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	132		articStaccatoAbove							31				
19	19	113	113	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	133		articStaccatoAbove											
19	19	108	108	0.0	0	0	Spanner	6/4	3	1	0																15	15
19	19	108	108	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	134		articAccentAbove							32			15	15
19	19	111	111	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	135									32			15	15
19	19	112	112	0.0	1	1	Spanner	6/4	3	1	0													32				
19	19	112	112	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	136									32				
19	19	113	113	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	137									32				
20	20	115	115	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	138		articStaccatoAbove							33				
20	20	116	116	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	139		articStaccatoAbove											
20	20	118	118	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	140		articStaccatoAbove							34				
20	20	119	119	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	141		articStaccatoAbove											
20	20	114	114	0.0	0	0	Spanner	6/4	3	1	0													32			16	16
20	20	114	114	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	142									32			16	16
20	20	117	117	2.0	3/4	3/4	Chord	6/4	3	1	1/2		1/2	1	143									32			16	16
20	20	119	119	0.0	5/4	5/4	Spanner	6/4	3	1	0													32				
20	20	119	119	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	144									32				
21	21	120	120	0.0	0	0	Spanner	6/4	2	1	0															4		
21	21	121	121	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	145		articStaccatoAbove							35		4		
21	21	122	122	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	146		articStaccatoAbove									4		
21	21	123	123	0.0	3/4	3/4	StaffText	6/4	2	1	0							poco ritard.										
21	21	123	123	0.0	3/4	3/4	Spanner	6/4	2	1	0																	
21	21	123	123	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	147		articTenutoAbove											
21	21	124	124	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	148		articTenutoAbove											
21	21	125	125	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	149		articTenutoAbove											
21	21	120	120	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	150									32				
21	21	123	123	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	151		articTenutoAbove							32				
21	21	124	124	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	152		articTenutoAbove							32				
21	21	125	125	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	153		articTenutoBelow							32				
22	22	126	126	0.0	0	0	Dynamic	6/4	2	1	0					f												
22	22	127	127	0.0	1/4	1/4	Spanner	6/4	2	1	0														3			
22	22	127	127	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	154										3			
22	22	128	128	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	155										3			
22	22	129	129	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	156										3			
22	22	130	130	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	157										3			
22	22	131	131	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	158										3			
22	22	126	126	0.0	0	0	Spanner	6/4	3	1	0																17	17
22	22	126	126	6.0	0	0	Chord	6/4	3	1	3/2		1	3/2	159		articTenutoAbove										17	17
23	23	132	132	0.0	0	0	Dynamic	6/4	2	1	0					p												
23	23	132	132	0.0	0	0	StaffText	6/4	2	1	0							a tempo										
23	23	132	132	0.0	0	0	Spanner	6/4	2	1	0																	
23	23	132	132	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	160									36				
23	23	135	135	0.0	3/4	3/4	Spanner	6/4	2	1	0													36		5		
23	23	135	135	2.0	3/4	3/4	Chord	6/4	2	1	1/2		1/2	1	161									36		5		
23	23	137	137	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	162									36		5		
23	23	133	133	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	163											5		
23	23	134	134	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	164											5		
23	23	135	135	1.0	3/4	3/4	Chord	6/4	2	2	1/4		1/4	1	165											5		
23	23	136	136	1.0	1	1	Chord	6/4	2	2	1/4		1/4	1	166											5		
23	23	132	132	0.0	0	0	Spanner	6/4	3	1	0																	
23	23	132	132	0.0	0	0	Spanner	6/4	3	1	0																18	18
23	23	132	132	0.0	0	0	Chord	6/4	3	1	0	acciaccatura	1/8	1	167												18	18
23	23	132	132	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	168									37			18	18
23	23	135	135	2.0	3/4	3/4	Chord	6/4	3	1	1/2		1/2	1	169									37			18	18
23	23	137	137	0.0	5/4	5/4	Spanner	6/4	3	1	0													37				
23	23	137	137	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	170									37				
24	24	138	138	0.0	0	0	Spanner	6/4	2	1	0													36				
24	24	138	138	0.0	0	0	Spanner	6/4	2	1	0													36	4			
24	24	138	138	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	171									36	4			
24	24	141	141	0.0	3/4	3/4	Spanner	6/4	2	1	0													36				
24	24	141	141	3.0	3/4	3/4	Chord	6/4	2	1	3/4		1/2	3/2	172									36				
24	24	139	139	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	173													
24	24	140	140	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	174													
24	24	142	142	1.0	1	1	Chord	6/4	2	2	1/4		1/4	1	175													
24	24	143	143	1.0	5/4	5/4	Chord	6/4	2	2	1/4		1/4	1	176													
24	24	138	138	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	177									37				
24	24	141	141	3.0	3/4	3/4	Chord	6/4	3	1	3/4		1/2	3/2	178									37				
25	25	144	144	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	179									36				
25	25	147	147	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	180									36				
25	25	148	148	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	181									36				
25	25	149	149	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	182									36				
25	25	145	145	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	183													
25	25	146	146	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	184													
25	25	148	148	1.0	1	1	Chord	6/4	2	2	1/4		1/4	1	185													
25	25	144	144	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	186									37				
25	25	147	147	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	187									37				
25	25	148	148	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	188									37				
25	25	149	149	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	189									37				
26	26	150	150	6.0	0	0	Chord	6/4	2	1	3/2		1	3/2	190													
26	26	151	151	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	191													
26	26	152	152	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	192													
26	26	153	153	1.0	3/4	3/4	Chord	6/4	2	2	1/4		1/4	1	193													
26	26	154	154	1.0	1	1	Chord	6/4	2	2	1/4		1/4	1	194													
26	26	155	155	1.0	5/4	5/4	Chord	6/4	2	2	1/4		1/4	1	195													
26	26	150	150	6.0	0	0	Chord	6/4	3	1	3/2		1	3/2	196													
27	27	156	156	0.0	0	0	StaffText	6/4	2	1	0							stretto poco a poco										
27	27	156	156	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	197									38				
27	27	159	159	0.0	3/4	3/4	Spanner	6/4	2	1	0													38		6		
27	27	159	159	2.0	3/4	3/4	Chord	6/4	2	1	1/2		1/2	1	198									38		6		
27	27	161	161	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	199									38		6		
27	27	157	157	1.0	1/4	1/4	Chord	6/4	2	2	1/4		1/4	1	200											6		
27	27	158	158	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	201											6		
27	27	159	159	1.0	3/4	3/4	Chord	6/4	2	2	1/4		1/4	1	202											6		
27	27	160	160	1.0	1	1	Chord	6/4	2	2	1/4		1/4	1	203											6		
27	27	156	156	0.0	0	0	Spanner	6/4	3	1	0																19	19
27	27	156	156	0.0	0	0	Chord	6/4	3	1	0	acciaccatura	1/8	1	204												19	19
27	27	156	156	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	205									39			19	19
27	27	159	159	2.0	3/4	3/4	Chord	6/4	3	1	1/2		1/2	1	206									39			19	19
27	27	161	161	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	207									39			19	19
28	28	162	162	0.0	0	0	Spanner	6/4	2	1	0													38				
28	28	162	162	0.0	0	0	Spanner	6/4	2	1	0													38	5			
28	28	162	162	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	208									38	5			
