mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
27	27	323/4	323/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	233													2		
27	27	78	78	0.0	0	0	Spanner	6/8	2	1	0														13	13				
27	27	78	78	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	234										13	13				
27	27	157/2	157/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	235										13	13				
27	27	79	79	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	236										13	13				
27	27	159/2	159/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	237										13	13				
27	27	80	80	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	238										13	13				
27	27	161/2	161/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	239										13	13				
28	28	325/4	325/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	240													2		
28	28	327/4	327/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	241													2		
28	28	329/4	329/4	0.0	5/16	5/16	Spanner	6/8	1	1	0																			
28	28	329/4	329/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	242															
28	28	165/2	165/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					pp														
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	243		articStaccatoAbove													
28	28	81	81	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	244										13	13				
28	28	163/2	163/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	245										13	13				
28	28	82	82	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	246										13	13				
28	28	167/2	167/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																			
29	29	84	84	0.0	0	0	Dynamic	6/8	1	1	0					pp														
29	29	337/4	337/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	247									10						
29	29	169/2	169/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	248									10						
29	29	339/4	339/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	249									10						
29	29	85	85	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	250									10						
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	251															
29	29	343/4	343/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	252									11						
29	29	86	86	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	253									11						
29	29	345/4	345/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	254									11						
29	29	173/2	173/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	255									11						
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	256															
29	29	84	84	0.0	0	0	Dynamic	6/8	2	1	0					mf														
29	29	84	84	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>cantabile</i>"												
29	29	84	84	0.0	0	0	Spanner	6/8	2	1	0														14	14				
29	29	84	84	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	257									12	14	14				
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	258									12	14	14				
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	259									12	14	14				
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	260									12	14	14				
30	30	87	87	0.0	0	0	Spanner	6/8	1	1	0																		4	
30	30	349/4	349/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	261									13					4	
30	30	175/2	175/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	262									13					4	
30	30	351/4	351/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	263									13					4	
30	30	88	88	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	264									13					4	
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	265														4	
30	30	355/4	355/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	266									14					4	
30	30	89	89	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	267									14					4	
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	268									14					4	
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	269									14					4	
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	270														4	
30	30	87	87	0.0	0	0	Spanner	6/8	2	1	0													12						
30	30	87	87	0.0	0	0	Spanner	6/8	2	1	0													12	15	15				
30	30	87	87	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	271									12	15	15				
30	30	88	88	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	272									12	15	15				
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	273									12	15	15				
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	274										15	15				
31	31	90	90	0.0	0	0	Spanner	6/8	1	1	0																			
31	31	90	90	0.0	0	0	Spanner	6/8	1	1	0																	3		
31	31	361/4	361/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	275									15				3		
31	31	181/2	181/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	276									15				3		
31	31	363/4	363/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	277									15				3		
31	31	91	91	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	278									15				3		
31	31	365/4	365/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	279													3		
31	31	367/4	367/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	280									16				3		
31	31	92	92	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	281									16				3		
31	31	369/4	369/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	282									16				3		
31	31	185/2	185/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	283									16				3		
31	31	371/4	371/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	284													3		
31	31	90	90	0.0	0	0	Spanner	6/8	2	1	0																			
31	31	90	90	0.0	0	0	Spanner	6/8	2	1	0														16	16				
31	31	90	90	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	285		articAccentAbove							17	16	16				
32	32	93	93	0.0	0	0	Dynamic	6/8	1	1	0					pp														
32	32	93	93	0.0	0	0	Spanner	6/8	1	1	0																			
32	32	373/4	373/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	286									18						
32	32	187/2	187/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	287									18						
32	32	375/4	375/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	288									18						
32	32	94	94	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	289									18						
32	32	377/4	377/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	290															
32	32	379/4	379/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	291									19						
32	32	95	95	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	292									19						
32	32	381/4	381/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	293									19						
32	32	191/2	191/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	294									19						
32	32	383/4	383/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	295															
32	32	93	93	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	296										16	16				
33	33	385/4	385/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	297									20						
33	33	193/2	193/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	298									20						
33	33	387/4	387/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	299									20						
33	33	97	97	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	300									20						
33	33	389/4	389/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	301															
33	33	391/4	391/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	302									21						
33	33	98	98	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	303									21						
33	33	393/4	393/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	304									21						
33	33	197/2	197/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	305									21						
33	33	395/4	395/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	306															
33	33	96	96	0.0	0	0	Spanner	6/8	2	1	0														17	17				
33	33	96	96	0.0	0	0	Spanner	6/8	2	1	0														17	17				
33	33	96	96	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	307									22	17	17				
33	33	97	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	308									22	17	17				
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	309									22	17	17				
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	310									22	17	17				
34	34	99	99	0.0	0	0	Spanner	6/8	1	1	0																		5	
34	34	397/4	397/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	311									23					5	
34	34	199/2	199/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	312									23					5	
34	34	399/4	399/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	313									23					5	
34	34	100	100	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	314									23					5	
34	34	401/4	401/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	315														5	
34	34	403/4	403/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	316									24					5	
34	34	101	101	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	317									24					5	
34	34	405/4	405/4	0.0	9/16	9/16	Spanner	6/8	1	1	0													24						
34	34	405/4	405/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	318									24						
34	34	203/2	203/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	319									24						
34	34	407/4	407/4	0.0	11/16	11/16	Dynamic	6/8	1	1	0					mf														
34	34	407/4	407/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	320															
34	34	99	99	0.0	0	0	Spanner	6/8	2	1	0													22						
34	34	99	99	0.0	0	0	Spanner	6/8	2	1	0													22	18	18				
34	34	99	99	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	321									22	18	18				
34	34	100	100	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	322									22	18	18				
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	323									22	18	18				
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	324										18	18				
35	35	409/4	409/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	325									25						
35	35	205/2	205/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	326									25						
35	35	411/4	411/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	327									25						
35	35	103	103	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	328									25						
35	35	413/4	413/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	329															
35	35	415/4	415/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	330									26						
35	35	104	104	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	331									26						
35	35	417/4	417/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	332									26						
35	35	209/2	209/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	333									26						
35	35	419/4	419/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	334															
35	35	102	102	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>più cresc.</i>"												
35	35	102	102	0.0	0	0	Spanner	6/8	2	1	0																			
35	35	102	102	0.0	0	0	Spanner	6/8	2	1	0														19	19				
35	35	102	102	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	335		articAccentAbove							27	19	19				
36	36	421/4	421/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	336									28						
36	36	211/2	211/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	337									28						
36	36	423/4	423/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	338									28						
36	36	106	106	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	339									28						
36	36	425/4	425/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	340															
36	36	427/4	427/4	0.0	7/16	7/16	Spanner	6/8	1	1	0																		6	
36	36	427/4	427/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	341									29					6	
36	36	107	107	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	342									29					6	
36	36	429/4	429/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	343									29					6	
36	36	215/2	215/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	344									29					6	
36	36	431/4	431/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	345														6	
36	36	105	105	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	346										19	19				
36	36	213/2	213/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<i><font size=""9""/>ten.</i>"												
36	36	213/2	213/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
36	36	213/2	213/2	0.0	3/8	3/8	Spanner	6/8	2	1	0														20	20				
36	36	213/2	213/2	0.0	3/8	3/8	Chord	6/8	2	1	0	acciaccatura	1/8	1	347										20	20				
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	348		articAccentAbove							30	20	20				
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	349		articAccentAbove								20	20				
37	37	108	108	0.0	0	0	Dynamic	6/8	1	1	0					other-dynamics														
37	37	108	108	0.0	0	0	Spanner	6/8	1	1	0																			
37	37	433/4	433/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	350									31						
37	37	217/2	217/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	351									31						
37	37	435/4	435/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	352									31						
37	37	109	109	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	353									31						
37	37	437/4	437/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	354															
37	37	439/4	439/4	0.0	7/16	7/16	StaffText	6/8	1	1	0							"<i><font size=""9""/>dim.</i>"												
37	37	439/4	439/4	0.0	7/16	7/16	Spanner	6/8	1	1	0																	4		
37	37	439/4	439/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	355									32				4		
37	37	110	110	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	356									32				4		
37	37	441/4	441/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	357									32				4		
37	37	221/2	221/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	358									32				4		
37	37	443/4	443/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	359													4		
37	37	108	108	0.0	0	0	Spanner	6/8	2	1	0																			
37	37	108	108	0.0	0	0	Spanner	6/8	2	1	0														21	21				
37	37	108	108	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	360		articAccentAbove							33	21	21				
37	37	108	108	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	361		articAccentBelow								21	21				
37	37	108	108	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	362										21	21				
38	38	111	111	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>molto</i>"										4		
38	38	445/4	445/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	363									34				4		
38	38	223/2	223/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	364									34				4		
38	38	447/4	447/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	365									34				4		
38	38	112	112	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	366									34				4		
38	38	449/4	449/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	367													4		
38	38	451/4	451/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	368									35				4		
38	38	113	113	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	369									35				4		
38	38	453/4	453/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	370									35				4		
38	38	227/2	227/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	371									35				4		
38	38	455/4	455/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	372													4		
38	38	111	111	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	373										21	21				
38	38	111	111	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	374										21	21				
39	39	457/4	457/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	375									36				4		
39	39	229/2	229/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	376									36				4		
39	39	459/4	459/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	377									36				4		
39	39	115	115	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	378									36				4		
39	39	461/4	461/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	379													4		
39	39	463/4	463/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	380									37				4		
39	39	116	116	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	381									37				4		
39	39	465/4	465/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	382									37				4		
39	39	233/2	233/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	383									37				4		
39	39	467/4	467/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	384													4		
39	39	114	114	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	385										21	21				
39	39	114	114	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	386										21	21				
40	40	469/4	469/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	387									38				4		
40	40	235/2	235/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	388									38				4		
40	40	471/4	471/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	389									38				4		
40	40	118	118	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	390									38				4		
40	40	473/4	473/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	391													4		
40	40	475/4	475/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	392									39				4		
40	40	119	119	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	393									39				4		
40	40	477/4	477/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	394									39				4		
40	40	239/2	239/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	395									39				4		
40	40	479/4	479/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	396													4		
40	40	117	117	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	397										21	21				
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	398										21	21				
40	40	117	117	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	399										21	21				
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	400										21	21				
41	41	120	120	0.0	0	0	Spanner	6/8	1	1	0																			
41	41	120	120	0.0	0	0	Spanner	6/8	2	1	0																			
42	42	123	123	0.0	0	0	Dynamic	6/8	1	1	0					pp														
42	42	123	123	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>dolcissimo</i>"												
42	42	493/4	493/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	401									40						
42	42	247/2	247/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	402									40						
42	42	495/4	495/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	403									40						
42	42	124	124	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	404									40						
42	42	497/4	497/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	405															
42	42	499/4	499/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	406									41						
42	42	125	125	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	407									41						
42	42	501/4	501/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	408									41						
42	42	251/2	251/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	409									41						
42	42	503/4	503/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	410															
42	42	123	123	0.0	0	0	Spanner	6/8	2	1	0														22	22				
42	42	123	123	0.0	0	0	Chord	6/8	2	1	0	acciaccatura	1/8	1	411										22	22				
42	42	123	123	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	412		articStaccatoAbove								22	22				
42	42	124	124	0.0	1/4	1/4	StaffText	6/8	2	1	0							"<i><font size=""9""/>una corda</i>"							22	22				
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	413		articStaccatoBelow								22	22				
43	43	126	126	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.s.</i>"												
43	43	126	126	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	414		articAccentAbove													
44	44	517/4	517/4	0.0	1/16	1/16	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.d.</i>"												
44	44	517/4	517/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	415									42						
44	44	259/2	259/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	416									42						
44	44	519/4	519/4	0.0	3/16	3/16	Spanner	6/8	1	1	0													42					7	
44	44	519/4	519/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	417									42					7	
44	44	130	130	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	418									42					7	
44	44	521/4	521/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	419														7	
44	44	523/4	523/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	420									43					7	
44	44	131	131	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	421									43					7	
44	44	525/4	525/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	422									43					7	
44	44	263/2	263/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	423									43					7	
44	44	527/4	527/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	424														7	
44	44	129	129	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>tre corde</i>"												
44	44	129	129	0.0	0	0	Spanner	6/8	2	1	0																			
44	44	129	129	0.0	0	0	Spanner	6/8	2	1	0														23	23				
44	44	129	129	0.0	0	0	Chord	6/8	2	1	0	acciaccatura	1/8	1	425										23	23				
44	44	129	129	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	426		articStaccatoAbove								23	23				
44	44	261/2	261/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	427		articStaccatoBelow								23	23				
45	45	132	132	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.s.</i>"												
45	45	132	132	0.0	0	0	Dynamic	6/8	1	1	0					f														
45	45	132	132	0.0	0	0	Spanner	6/8	1	1	0																			
45	45	132	132	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	428		articAccentAbove							44						
46	46	135	135	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	429									44						
46	46	136	136	0.0	1/4	1/4	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.d.</i>"						44						
46	46	136	136	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	430									44						
46	46	273/2	273/2	0.0	3/8	3/8	Spanner	6/8	1	1	0													44				5		
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	431									44				5		
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	432									44				5		
46	46	135	135	0.0	0	0	Spanner	6/8	2	1	0																			
47	47	138	138	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	433									44				5		
47	47	139	139	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	434									44				5		
47	47	279/2	279/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	435									44				5		
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	436									44				5		
48	48	141	141	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	437									44				5		
48	48	142	142	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	438									44				5		
48	48	285/2	285/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	439									44				5		
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	440									44				5		
49	49	144	144	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥.=102	153.0	𝅘𝅥.	102.0	0.0	44						
49	49	144	144	0.0	0	0	Spanner	6/8	1	1	0													44						
49	49	144	144	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	441									44						
49	49	145	145	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥.=100	150.0	𝅘𝅥.	100.0	0.0	44						
49	49	145	145	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	442									44						
49	49	291/2	291/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥.=99	148.0	𝅘𝅥.	99.0	0.0	44						
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	443									44						
49	49	293/2	293/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥.=97	146.0	𝅘𝅥.	97.0	0.0							
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	444															
49	49	291/2	291/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	445															
49	49	144	144	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>poco rit.</i>"												
49	49	291/2	291/2	0.0	3/8	3/8	Spanner	6/8	2	1	0														24	24				
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	446										24	24				
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	447										24	24				
49	49	291/2	291/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	448										24	24				
50	50	147	147	0.0	0	0	Dynamic	6/8	1	1	0					p														
