mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	56									12
11	11	31	31	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	57									12
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	58									12
11	11	32	32	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	59									12
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	60									12
11	11	30	30	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	61		articAccentBelow							13
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	62									
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	63		articStaccatoBelow							
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	64		articTenutoBelow							
12	12	33	33	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	65		articAccentBelow							14
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	66									
13	13	36	36	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	67									15
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	68									15
13	13	37	37	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	69									15
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	70									15
13	13	38	38	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	71									15
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	72									15
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	73		articAccentBelow							16
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	74									
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	75		articStaccatoBelow							
14	14	40	40	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	76		articTenutoBelow							
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	77		articAccentBelow							17
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	78									
15	15	42	42	0.0	0	0	Dynamic	3/4	1	1	0				mf								
15	15	42	42	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	79									18
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	80									18
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	81									18
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	82									18
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	83									18
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	84									
15	15	42	42	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	85									
15	15	42	42	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	86									
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	87									19
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	88									
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	89									20
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	90									
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	91									
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	92									
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	93									
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	94									
16	16	45	45	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	95									
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	96									
17	17	48	48	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	97									21
17	17	145/3	145/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	98									21
17	17	146/3	146/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	99									21
17	17	49	49	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	100									21
17	17	148/3	148/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	101									21
17	17	149/3	149/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	102									21
17	17	50	50	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	103									21
17	17	151/3	151/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	104									21
17	17	152/3	152/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	105									
17	17	48	48	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	106									
17	17	48	48	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>cresc.</i>"						
17	17	48	48	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	107									
18	18	51	51	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	108									22
18	18	154/3	154/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	109									22
18	18	155/3	155/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	110									22
18	18	52	52	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	111									22
18	18	157/3	157/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	112									22
18	18	158/3	158/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	113									22
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	114									
18	18	51	51	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	115									
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	116									
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	117									
18	18	51	51	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	118									
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	119									
19	19	54	54	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	120									23
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	121									23
19	19	55	55	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	122									23
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	123									23
19	19	56	56	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	124									23
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	125									23
19	19	54	54	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>sempre cresc.</i>"						
19	19	54	54	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	126		articAccentAbove							24
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	127									
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	128		articStaccatoBelow							
20	20	58	58	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	129		articTenutoBelow							
20	20	57	57	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	130		articAccentBelow							25
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	131									
21	21	60	60	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	132									26
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	133									26
21	21	61	61	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	134									26
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	135									26
21	21	62	62	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	136									26
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	137									26
21	21	60	60	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	138		articAccentAbove							27
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	139									
22	22	63	63	0.0	0	0	Dynamic	3/4	1	1	0				f								
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	140		articStaccatoBelow							
22	22	64	64	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	141		articTenutoBelow							
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	142		articAccentBelow							28
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	143									
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	144		articStaccatoAbove							
23	23	67	67	0.0	1/4	1/4	StaffText	3/4	1	1	0						"<i><font face=""Times New Roman""/>dim. poco a poco</i>"						
23	23	67	67	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	145		articTenutoAbove							
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	146									
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	147									
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	148									
23	23	66	66	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	149		articAccentBelow							29
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	150									
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	151		articStaccatoAbove							
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	152		articTenutoAbove							
24	24	69	69	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	153									
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	154									
24	24	69	69	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	155		articAccentBelow							30
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	156									
25	25	72	72	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	157									
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	158									
25	25	73	73	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	159									
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	160									
25	25	74	74	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	161									
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	162									
25	25	72	72	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	163									
25	25	73	73	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	164									
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	165									
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	166		articAccentBelow							31
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	167									
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	168		articStaccatoAbove							
26	26	76	76	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	169		articTenutoAbove							
26	26	75	75	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	170									
26	26	76	76	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	171									
26	26	75	75	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	172		articAccentBelow							32
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	173									
27	27	78	78	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	174		articAccentBelow							33
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	175									
28	28	81	81	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>rit.</i>"						
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	176		articStaccatoBelow							
28	28	82	82	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	177		articTenutoBelow							
28	28	81	81	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	178		articAccentBelow							34
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	179									
29	29	84	84	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	180		articAccentBelow							35
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	181									
30	30	87	87	0.0	0	0	Dynamic	3/4	1	1	0				p								
30	30	87	87	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	182									36
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	183									36
30	30	88	88	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	184									36
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	185									36
30	30	89	89	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	186									36
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	187									36
30	30	87	87	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>a tempo</i>"						
30	30	87	87	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	188									
30	30	87	87	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	189									37
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	190									
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	191		articStaccatoBelow							
31	31	91	91	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	192		articTenutoBelow							
31	31	90	90	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	193									
31	31	90	90	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	194									38
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	195									
32	32	93	93	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	196									39
32	32	375/4	375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	197									39
32	32	94	94	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	198									39
32	32	379/4	379/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	199									39
32	32	95	95	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	200									39
32	32	383/4	383/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	201									39
32	32	93	93	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	202									
32	32	93	93	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	203									40
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	204									
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	205		articStaccatoBelow							
33	33	97	97	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	206		articTenutoBelow							
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	207									
33	33	96	96	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	208									41
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	209									
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	210		articStaccatoBelow							
34	34	100	100	0.0	1/4	1/4	StaffText	3/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/>cresc."						
34	34	100	100	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	211		articTenutoBelow							
34	34	99	99	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	212									
34	34	99	99	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	213									42
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	214									
35	35	102	102	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	215		articStaccatoBelow							
35	35	103	103	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	216		articTenutoBelow							
35	35	102	102	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	217									
35	35	102	102	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	218									43
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	219									
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	220		articStaccatoBelow							
36	36	106	106	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	221									
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	222									
36	36	105	105	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	223									
36	36	105	105	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	224									44
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	225									
37	37	108	108	0.0	0	0	Dynamic	3/4	1	1	0				f								
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	226		articStaccatoBelow							
37	37	109	109	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	227		articTenutoBelow							
37	37	108	108	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	228									
37	37	108	108	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	229									45
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	230									
38	38	111	111	0.0	0	0	Dynamic	3/4	1	1	0				p								
38	38	111	111	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	231									46
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	232									46
38	38	112	112	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	233									46
38	38	451/4	451/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	234									46
38	38	113	113	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	235									46
38	38	455/4	455/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	236									46
38	38	111	111	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	237		articAccentBelow							47
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	238									
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	239		articStaccatoBelow							
39	39	115	115	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	240		articTenutoBelow							
39	39	114	114	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	241									48
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	242									
40	40	117	117	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	243									49
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	244									49
40	40	118	118	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	245									49
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	246									49
40	40	119	119	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	247									49
40	40	479/4	479/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	248									49
40	40	117	117	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>dimin.   e    rit.</i>"						
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	249		articAccentBelow							50
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	250									
41	41	120	120	0.0	0	0	Dynamic	3/4	1	1	0				pp								
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	251		articStaccatoBelow							
41	41	121	121	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	252		articTenutoBelow							
41	41	120	120	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	253		articAccentBelow							51
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	254									
