mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	246		articAccentAbove							34				3	3
39	39	115	115	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	247									34				3	3
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	248									34				3	3
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	249		articStaccatoAbove											3	3
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	250		articAccentAbove							35					
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	251									35					
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	252									35					
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	253		articStaccatoAbove												
41	41	120	120	0.0	0	0	Spanner	3/4	2	1	0																		
42	42	123	123	0.0	0	0	StaffText	3/4	1	1	0							più											
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	254		articAccentBelow							36					
42	42	124	124	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								36					
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	255									36					
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	256									36					
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	257		articStaccatoBelow												
42	42	123	123	0.0	0	0	Spanner	3/4	2	1	0																	4	4
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	258													4	4
42	42	125	125	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
44	44	129	129	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>dim.</i>"											
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	259		articAccentBelow							37					
44	44	130	130	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	260									37					
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	261									37					
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	262		articStaccatoBelow												
44	44	129	129	0.0	0	0	Spanner	3/4	2	1	0																	5	5
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	263													5	5
44	44	131	131	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
46	46	135	135	0.0	0	0	Dynamic	3/4	1	1	0					pp													
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	264		articAccentAbove							38					
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	265									38					
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	266														
46	46	135	135	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	267														
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	268		articAccentAbove							39					
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	269									39					
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	270														
47	47	138	138	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	271														
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	272														
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	273														
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	274														
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	275														
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	276														
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	277		articAccentAbove							40					
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	278									40					
48	48	143	143	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	279														
48	48	141	141	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	280														
49	49	144	144	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	281		articAccentAbove							41					
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	282									41					
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	283									41					
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	284		articStaccatoAbove												
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	285		articAccentAbove							42					
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	286									42					
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	287														
49	49	144	144	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	288														
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	289		articAccentAbove							43					
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	290									43					
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	291									43					
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	292		articStaccatoAbove												
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	293		articAccentAbove							44					
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	294									44					
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	295														
50	50	147	147	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	296														
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	297		articAccentAbove							45					
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	298									45					
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	299														
51	51	150	150	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	300														
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	301														
52	52	154	154	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	302														
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	303														
52	52	155	155	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	304														
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	305														
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	306		articAccentAbove							46					
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	307									46					
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	308														
52	52	153	153	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	309														
53	53	156	156	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	310		articAccentAbove							47					
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	311									47					
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	312									47					
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	313		articStaccatoBelow												
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	314		articAccentAbove							48					
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	315									48					
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	316														
53	53	156	156	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	317														
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	318		articAccentBelow							49					
54	54	160	160	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	319									49					
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	320									49					
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	321		articStaccatoBelow												
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	322		articAccentAbove							50					
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	323									50					
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	324														
54	54	159	159	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	325														
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	326		articAccentAbove							51					
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	327									51					
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	328														
55	55	162	162	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	329														
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	330														
56	56	166	166	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	331														
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	332														
56	56	167	167	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	333														
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	334														
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	335		articAccentAbove							52					
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	336									52					
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	337														
56	56	165	165	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	338														
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	339		articAccentAbove							53					
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	340									53					
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	341									53					
57	57	170	170	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	342		articStaccatoAbove												
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	343														
58	58	172	172	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	344														
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	345														
58	58	173	173	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	346														
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	347														
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	348		articAccentBelow							54					
59	59	175	175	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	349									54					
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	350									54					
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	351		articStaccatoBelow												
60	60	177	177	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	352		articAccentAbove							55					
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	353									55					
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	354									55					
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	355		articStaccatoAbove												
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	356		articAccentBelow							56					
61	61	181	181	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	357									56					
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	358									56					
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	359		articStaccatoBelow												
62	62	183	183	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>morendo</i>"											
62	62	183	183	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	360		articAccentAbove							57					
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	361									57					
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	362									57					
62	62	185	185	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	363		articStaccatoAbove												
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	364		articAccentBelow							58					
63	63	187	187	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	365									58					
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	366									58					
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	367		articStaccatoBelow												
64	64	189	189	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	368		articAccentAbove							59					
64	64	379/2	379/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	369									59					
64	64	759/4	759/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	370									59					
64	64	190	190	0.0	1/4	1/4	Spanner	2/4	1	1	0																0		
64	64	190	190	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	371		articStaccatoAbove										0		
64	64	190	190	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	372		articAccentBelow							60					
64	64	381/2	381/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	373									60					
64	64	763/4	763/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	374									60					
65	65	191	191	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	375		articAccentAbove							61			0		
65	65	383/2	383/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	376									61			0		
65	65	767/4	767/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	377									61			0		
65	65	192	192	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
65	65	192	192	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	378		articStaccatoAbove												
65	65	191	191	0.0	0	0	Spanner	2/4	2	1	0																	6	6
65	65	191	191	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	379		articStaccatoBelow											6	6
65	65	192	192	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	380		articAccentBelow							62				6	6
65	65	385/2	385/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	381									62				6	6
65	65	771/4	771/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	382									62				6	6
66	66	193	193	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	383		articAccentAbove							63					
66	66	387/2	387/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													63		0			
66	66	387/2	387/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	384									63		0			
66	66	775/4	775/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	385									63		0			
66	66	194	194	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	386		articStaccatoAbove									0			
66	66	193	193	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	387		articStaccatoBelow											6	6
66	66	387/2	387/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
66	66	194	194	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	388		articAccentBelow							64					
66	66	389/2	389/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	389									64					
66	66	779/4	779/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	390									64					
67	67	195	195	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	391		articAccentAbove							65		0			
67	67	391/2	391/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	392									65		0			
67	67	783/4	783/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	393									65		0			
67	67	196	196	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
67	67	196	196	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	394		articStaccatoAbove												
67	67	195	195	0.0	0	0	Spanner	2/4	2	1	0																	7	7
67	67	195	195	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	395		articStaccatoBelow											7	7
67	67	196	196	0.0	1/4	1/4	Spanner	2/4	2	1	0														0			7	7
67	67	196	196	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	396		articAccentAbove							66	0			7	7
67	67	393/2	393/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	397									66	0			7	7
67	67	787/4	787/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	398									66	0			7	7
68	68	197	197	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	399		articStaccatoAbove								0			7	7
68	68	395/2	395/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																	7	7
68	68	397/2	397/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
69	69	200	200	0.0	0	0	Dynamic	3/4	1	1	0					ppp													
69	69	200	200	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	400		articStaccatoBelow												
69	69	200	200	0.0	0	0	Spanner	3/4	2	1	0																	8	8
69	69	200	200	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	401		articStaccatoAbove											8	8
70	70	203	203	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	402		articStaccatoAbove											8	8
70	70	205	205	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
70	70	203	203	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	403		articStaccatoBelow												
71	71	206	206	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><font face=""Times New Roman""/><b>Più tranquillo</b>"											
71	71	206	206	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cantabile</i>"											
71	71	206	206	0.0	0	0	Dynamic	3/4	1	1	0					p													
71	71	206	206	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	404									67					
71	71	208	208	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	405									67					
71	71	206	206	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	406														
71	71	206	206	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	407														
71	71	206	206	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	408									68					
72	72	209	209	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	409									67					
72	72	210	210	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	410									67					
72	72	211	211	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	411									67					
72	72	209	209	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	412														
72	72	209	209	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	413														
72	72	209	209	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	414									68					
73	73	212	212	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	415									67					
73	73	213	213	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	416									67					
73	73	214	214	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	417									67					
73	73	212	212	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	418														
73	73	212	212	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	419														
73	73	212	212	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	420									68					
74	74	215	215	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	421														
74	74	215	215	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	422														
74	74	215	215	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	423														
75	75	218	218	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	424									69					
75	75	219	219	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	425									69					
75	75	220	220	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	426									69					
75	75	218	218	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	427														
75	75	218	218	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	428									70					
76	76	221	221	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	429									69					
76	76	221	221	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	430									70					
77	77	224	224	0.0	0	0	Spanner	3/4	1	1	0													69			1		
77	77	224	224	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	431									69			1		
77	77	225	225	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	432									69			1		
77	77	226	226	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	433									69			1		
77	77	224	224	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	434												1		
77	77	224	224	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	435									70					
78	78	227	227	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	436												1		
78	78	227	227	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	437														
79	79	230	230	0.0	0	0	Spanner	3/4	1	1	0																		
79	79	230	230	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	438									71					
79	79	232	232	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	439									71					
79	79	230	230	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	440														
79	79	230	230	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"											
79	79	230	230	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	441									72					
80	80	233	233	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	442									71					
80	80	234	234	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	443									71					
80	80	235	235	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	444									71					
80	80	233	233	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	445														
80	80	233	233	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	446									72					
81	81	236	236	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	447									71					
81	81	237	237	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	448									71					
81	81	238	238	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	449									71					
81	81	236	236	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	450														
81	81	236	236	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	451									72					
81	81	236	236	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	452														
82	82	239	239	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	453														
82	82	239	239	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	454														
82	82	239	239	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	455									72					
82	82	239	239	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	456														
82	82	241	241	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	457														
83	83	242	242	0.0	0	0	Dynamic	3/4	1	1	0					f													
83	83	242	242	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	458									73					
83	83	243	243	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	459									73					
83	83	244	244	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	460									73					
83	83	242	242	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	461														
83	83	242	242	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	462														
84	84	245	245	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	463									73					
84	84	247	247	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	464									73					
84	84	245	245	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	465														
84	84	245	245	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	466														
85	85	248	248	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	467									73					
85	85	248	248	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	468									74					
86	86	251	251	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	469														
86	86	251	251	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	470														
87	87	254	254	0.0	0	0	Dynamic	3/4	1	1	0					fp													
87	87	256	256	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	471									75					
87	87	254	254	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	472														
87	87	254	254	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	473									76					
87	87	254	254	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	474														
88	88	257	257	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	475									75					
88	88	258	258	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	476									75					
88	88	259	259	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	477									75					
88	88	257	257	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	478														
88	88	257	257	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	479									76					
88	88	257	257	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	480														
89	89	260	260	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	481									75					
89	89	261	261	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	482									75					
89	89	262	262	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	483									75					
89	89	260	260	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	484														
89	89	260	260	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	485									76					
89	89	260	260	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	486														
90	90	263	263	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	487									75					
90	90	263	263	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	488									75					
90	90	263	263	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	489									75					
90	90	264	264	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	490									75					
90	90	265	265	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	491														
90	90	263	263	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	492														
90	90	263	263	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	493														
90	90	263	263	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	494														
91	91	266	266	0.0	0	0	Dynamic	3/4	1	1	0					fp													
91	91	268	268	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	495									77					
91	91	266	266	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	496														
91	91	266	266	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	497									78					
91	91	266	266	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	498														
92	92	269	269	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	499									77					
92	92	270	270	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	500									77					
92	92	271	271	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	501									77					
92	92	269	269	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	502														
92	92	269	269	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	503									78					
92	92	269	269	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	504														
93	93	272	272	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	505									77					
93	93	274	274	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	506									77					
93	93	272	272	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	507														
