mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
8	8	43/2	43/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	71						
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	72				14		
8	8	22	22	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	73						
8	8	45/2	45/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	74				15		
8	8	91/4	91/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	75				15		
8	8	23	23	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	76				15		
8	8	93/4	93/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	77				15		
8	8	47/2	47/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	78				15		
8	8	95/4	95/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	79						
9	9	24	24	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>string.</i>"			
9	9	24	24	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	80		articAccentAbove				
9	9	51/2	51/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	81		articAccentAbove				
9	9	49/2	49/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	82						
9	9	26	26	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	83						
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	84				16		
9	9	25	25	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	85						
9	9	26	26	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	86				17		
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	87						
10	10	27	27	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	88		articAccentAbove				
10	10	57/2	57/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	89				18		
10	10	115/4	115/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	90				18		
10	10	29	29	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	91				18		
10	10	117/4	117/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	92				18		
10	10	59/2	59/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	93				18		
10	10	119/4	119/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	94						
10	10	55/2	55/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	95						
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	96				19		
10	10	28	28	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	97						
11	11	30	30	0.0	0	0	Dynamic	6/8	1	1	0				f					
11	11	30	30	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	98		articAccentAbove		20		
11	11	123/4	123/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	99				20		
11	11	31	31	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	100				20		
11	11	125/4	125/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	101				20		
11	11	63/2	63/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	102				20		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	103				20		
11	11	32	32	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	104				20		
11	11	129/4	129/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	105				20		
11	11	65/2	65/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	106				20		
11	11	131/4	131/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	107						
11	11	61/2	61/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	108						
11	11	30	30	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	109		articAccentBelow				
11	11	61/2	61/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	110						
12	12	133/4	133/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	111				21		
12	12	67/2	67/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	112				21		
12	12	135/4	135/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	113				21		
12	12	34	34	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	114				21		
12	12	137/4	137/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	115				21		
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	116		articStaccatoBelow				
12	12	33	33	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	117		articAccentBelow		22		
12	12	133/4	133/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	118				22		
12	12	67/2	67/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	119				22		
12	12	135/4	135/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	120				22		
12	12	34	34	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	121				22		
12	12	137/4	137/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	122				22		
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	123		articStaccatoAbove				
14	14	39	39	0.0	0	0	Dynamic	6/8	1	1	0				p					
14	14	39	39	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>tranquillo</i>"			
14	14	39	39	0.0	0	0	Spanner	6/8	1	1	0									2
14	14	39	39	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	124						2
14	14	40	40	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	125						2
14	14	41	41	0.0	1/2	1/2	Spanner	6/8	1	1	0									
14	14	41	41	0.0	1/2	1/2	Spanner	6/8	1	1	0								2	
14	14	41	41	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	126		articTenutoAbove		23	2	
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	127		articTenutoAbove			2	
14	14	41	41	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	128					2	
14	14	39	39	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	129						
14	14	40	40	1.0	1/4	1/4	Chord	6/8	2	1	1/4	1/4	1	130						
14	14	41	41	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	131						
15	15	42	42	0.0	0	0	Spanner	6/8	1	1	0									
15	15	169/4	169/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	132				24		
15	15	85/2	85/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	133				24		
15	15	171/4	171/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	134				24		
15	15	43	43	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	135				24		
15	15	173/4	173/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	136				24		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	137						
15	15	42	42	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	138				25		
15	15	169/4	169/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	139				25		
15	15	85/2	85/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	140				25		
15	15	171/4	171/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	141				25		
15	15	43	43	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	142				25		
15	15	173/4	173/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	143				25		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	144						
16	16	45	45	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>con moto</i>"			
16	16	45	45	0.0	0	0	Dynamic	6/8	1	1	0				p					
16	16	45	45	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	145						
16	16	46	46	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	146						
16	16	93/2	93/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	147						
16	16	47	47	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	148						
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	149						
16	16	45	45	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	150						
16	16	46	46	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	151						
16	16	93/2	93/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	152						
16	16	47	47	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	153						
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	154						
17	17	48	48	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	155						
17	17	49	49	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	156						
17	17	99/2	99/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	157						
17	17	50	50	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	158						
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	159						
17	17	48	48	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	160						
17	17	49	49	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	161						
17	17	99/2	99/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	162						
17	17	50	50	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	163						
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	164						
18	18	51	51	0.0	0	0	Spanner	6/8	1	1	0									3
18	18	51	51	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	165						3
18	18	52	52	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	166						3
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	167						3
18	18	53	53	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	168						3
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	169						3
18	18	51	51	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	170						
18	18	52	52	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	171						
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	172						
18	18	53	53	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	173						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	174						
19	19	54	54	0.0	0	0	Spanner	6/8	1	1	0									
19	19	54	54	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	175						
19	19	55	55	0.0	1/4	1/4	Spanner	6/8	1	1	0								3	
19	19	55	55	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	176					3	
19	19	111/2	111/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	177					3	
19	19	56	56	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	178					3	
19	19	113/2	113/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	179					3	
19	19	54	54	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	180						
19	19	55	55	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	181						
19	19	111/2	111/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	182						
19	19	56	56	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	183						
19	19	113/2	113/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	184						
20	20	57	57	0.0	0	0	Dynamic	6/8	1	1	0				pp					
20	20	57	57	0.0	0	0	Spanner	6/8	1	1	0									
20	20	57	57	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	185				26		
20	20	58	58	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	186						
20	20	59	59	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	187						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	188						
20	20	115/2	115/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	189						
20	20	117/2	117/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	190						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	191						
20	20	115/2	115/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	192						
20	20	117/2	117/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	193						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	194						
21	21	60	60	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	195				27		
21	21	61	61	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	196						
21	21	62	62	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	197						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	198						
21	21	121/2	121/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	199						
21	21	123/2	123/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	200						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	201						
21	21	121/2	121/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	202						
21	21	123/2	123/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	203						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	204						
22	22	63	63	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	205				28		
22	22	64	64	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	206						
22	22	65	65	0.3333333333333333	1/2	1/2	Chord	6/8	1	1	1/12	1/8	2/3	207						
22	22	196/3	196/3	0.3333333333333333	7/12	7/12	Chord	6/8	1	1	1/12	1/8	2/3	208						
22	22	197/3	197/3	0.3333333333333333	2/3	2/3	Chord	6/8	1	1	1/12	1/8	2/3	209						
22	22	127/2	127/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	210						
22	22	129/2	129/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	211						
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	212						
22	22	127/2	127/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	213						
22	22	129/2	129/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	214						
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	215						
23	23	66	66	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	216				29		
23	23	67	67	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	217						
23	23	68	68	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	218						
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	219						
23	23	133/2	133/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	220						
23	23	135/2	135/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	221						
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	222						
23	23	133/2	133/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	223						
23	23	135/2	135/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	224						
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	225						
24	24	69	69	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	226				30		
24	24	70	70	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	227						
24	24	71	71	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	228						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	229						
24	24	139/2	139/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	230						
24	24	141/2	141/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	231						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	232						
24	24	139/2	139/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	233						
24	24	141/2	141/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	234						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	235						
25	25	72	72	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	236				31		
25	25	73	73	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	237						
25	25	74	74	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	238						
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	239						
25	25	145/2	145/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	240						
25	25	147/2	147/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	241						
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	242						
25	25	145/2	145/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	243						
25	25	147/2	147/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	244						
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	245						
26	26	75	75	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	246				32		
26	26	151/2	151/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	247				32		
26	26	153/2	153/2	0.0	3/8	3/8	Spanner	6/8	1	1	0							32		4
26	26	153/2	153/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	248				32		4
26	26	77	77	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	249				32		4
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	250				32		4
26	26	75	75	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	251						4
26	26	75	75	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	252						
27	27	78	78	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	253				32		4
27	27	157/2	157/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	254				32		4
27	27	79	79	0.0	1/4	1/4	Spanner	6/8	1	1	0							32		
27	27	79	79	0.0	1/4	1/4	Spanner	6/8	1	1	0							32	4	
27	27	79	79	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	255				32	4	
