mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	514						
54	54	159	159	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	515				66		
54	54	319/2	319/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	516				66		
54	54	321/2	321/2	0.0	3/8	3/8	Spanner	6/8	1	1	0							66		9
54	54	321/2	321/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	517				66		9
54	54	161	161	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	518				66		9
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	519				66		9
54	54	159	159	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	520						9
54	54	159	159	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	521						
55	55	162	162	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	522				66		9
55	55	325/2	325/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	523				66		9
55	55	163	163	0.0	1/4	1/4	Spanner	6/8	1	1	0							66		
55	55	163	163	0.0	1/4	1/4	Spanner	6/8	1	1	0							66	9	
55	55	163	163	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	524				66	9	
55	55	327/2	327/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	525				66	9	
55	55	164	164	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	526				66	9	
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	527				66	9	
55	55	162	162	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	528					9	
55	55	162	162	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	529						
56	56	165	165	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	530					9	
56	56	331/2	331/2	0.0	1/8	1/8	Spanner	6/8	1	1	0									
56	56	331/2	331/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	531				67		
56	56	166	166	0.0	1/4	1/4	StaffText	6/8	1	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>rit.</i>"			
56	56	166	166	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	532						
56	56	333/2	333/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	533				68		
56	56	167	167	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	534						
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	535						
56	56	165	165	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	536						
56	56	165	165	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	537						
57	57	168	168	0.0	0	0	Dynamic	6/8	1	1	0				p					
57	57	168	168	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	538		articAccentAbove				
57	57	337/2	337/2	0.0	1/8	1/8	StaffText	6/8	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>dolce</i>"			
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	539						
57	57	170	170	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	540				69		
57	57	681/4	681/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	541				69		
57	57	341/2	341/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	542				69		
57	57	683/4	683/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	543						
57	57	337/2	337/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	544						
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	545						
57	57	337/2	337/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	546				70		
57	57	169	169	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	547				70		
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	548		articStaccatoBelow				
58	58	171	171	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	549		articAccentAbove				
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	550						
58	58	173	173	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	551				71		
58	58	693/4	693/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	552				71		
58	58	347/2	347/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	553				71		
58	58	695/4	695/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	554						
58	58	343/2	343/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	555						
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	556						
58	58	343/2	343/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	557				72		
58	58	172	172	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	558				72		
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	559		articStaccatoBelow				
59	59	174	174	0.0	0	0	Spanner	6/8	1	1	0									10
59	59	174	174	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	560		articAccentAbove				10
59	59	351/2	351/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									
59	59	351/2	351/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								10	
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	561		articAccentAbove			10	
59	59	349/2	349/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	562					10	
59	59	176	176	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	563					10	
59	59	349/2	349/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	564				73		
59	59	175	175	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	565						
59	59	176	176	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	566				74		
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	567						
60	60	177	177	0.0	0	0	Spanner	6/8	1	1	0									
60	60	177	177	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	568		articAccentAbove				
60	60	357/2	357/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	569				75		
60	60	715/4	715/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	570				75		
60	60	179	179	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	571				75		
60	60	717/4	717/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	572				75		
60	60	359/2	359/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	573				75		
60	60	719/4	719/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	574						
60	60	355/2	355/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	575						
60	60	355/2	355/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	576				76		
60	60	178	178	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	577						
61	61	180	180	0.0	0	0	Dynamic	6/8	1	1	0				p					
61	61	180	180	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	578		articAccentAbove				
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	579						
61	61	182	182	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	580				77		
61	61	729/4	729/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	581				77		
61	61	365/2	365/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	582				77		
61	61	731/4	731/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	583						
61	61	361/2	361/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	584						
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	585						
61	61	361/2	361/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	586				78		
61	61	181	181	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	587				78		
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	588		articStaccatoBelow				
62	62	183	183	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	589		articAccentAbove				
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	590						
62	62	185	185	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	591				79		
62	62	741/4	741/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	592				79		
62	62	371/2	371/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	593				79		
62	62	743/4	743/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	594						
62	62	367/2	367/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	595						
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	596						
62	62	367/2	367/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	597				80		
62	62	184	184	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	598				80		
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	599		articStaccatoBelow				
63	63	186	186	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	600		articAccentAbove				
63	63	373/2	373/2	0.0	1/8	1/8	Spanner	6/8	1	1	0									11
63	63	375/2	375/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									
63	63	375/2	375/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								11	
63	63	375/2	375/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	601		articAccentAbove			11	
63	63	373/2	373/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	602					11	
63	63	188	188	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	603					11	
63	63	373/2	373/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	604				81		
63	63	187	187	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	605						
63	63	188	188	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	606				82		
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	607						
64	64	189	189	0.0	0	0	Spanner	6/8	1	1	0									
64	64	189	189	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	608		articAccentAbove				
64	64	379/2	379/2	0.0	1/8	1/8	StaffText	6/8	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"			
64	64	381/2	381/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	609				83		
64	64	763/4	763/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	610				83		
64	64	191	191	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	611				83		
64	64	765/4	765/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	612				83		
64	64	383/2	383/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	613				83		
64	64	767/4	767/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	614						
64	64	379/2	379/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	615						
64	64	379/2	379/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	616				84		
64	64	190	190	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	617						
65	65	192	192	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>string.</i>"			
65	65	192	192	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	618		articAccentAbove				
65	65	387/2	387/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	619		articAccentAbove				
65	65	385/2	385/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	620						
65	65	194	194	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	621						
65	65	385/2	385/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	622				85		
65	65	193	193	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	623						
65	65	194	194	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	624				86		
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	625						
66	66	195	195	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	626		articAccentAbove				
66	66	393/2	393/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	627						
66	66	787/4	787/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	628						
66	66	197	197	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	629						
66	66	789/4	789/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	630						
66	66	395/2	395/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	631						
66	66	791/4	791/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	632						
66	66	391/2	391/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	633						
66	66	391/2	391/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	634				87		
66	66	196	196	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	635						
67	67	198	198	0.0	0	0	Dynamic	6/8	1	1	0				f					
67	67	198	198	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	636		articAccentAbove		88		
67	67	795/4	795/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	637				88		
67	67	199	199	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	638				88		
67	67	797/4	797/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	639				88		
67	67	399/2	399/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	640				88		
67	67	799/4	799/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	641				88		
67	67	200	200	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	642				88		
67	67	801/4	801/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	643				88		
67	67	401/2	401/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	644				88		
67	67	803/4	803/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	645						
67	67	397/2	397/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	646						
67	67	198	198	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	647						
67	67	397/2	397/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	648						
68	68	805/4	805/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	649				89		
68	68	403/2	403/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	650				89		
68	68	807/4	807/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	651				89		
68	68	202	202	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	652				89		
68	68	809/4	809/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	653				89		
68	68	405/2	405/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	654		articStaccatoBelow				
68	68	201	201	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	655		articAccentBelow		90		
68	68	805/4	805/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	656				90		
68	68	403/2	403/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	657				90		
68	68	807/4	807/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	658				90		
68	68	202	202	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	659				90		
68	68	809/4	809/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	660				90		
68	68	405/2	405/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	661		articStaccatoAbove				
70	70	207	207	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>tranquillo</i>"			
70	70	207	207	0.0	0	0	Dynamic	6/8	1	1	0				p					
70	70	207	207	0.0	0	0	Spanner	6/8	1	1	0									12
70	70	207	207	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	662						12
70	70	208	208	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	663						12
70	70	209	209	0.0	1/2	1/2	Spanner	6/8	1	1	0									
70	70	209	209	0.0	1/2	1/2	Spanner	6/8	1	1	0								12	
70	70	209	209	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	664		articTenutoAbove		91	12	
70	70	419/2	419/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	665		articTenutoAbove			12	
70	70	209	209	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	666					12	
70	70	207	207	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	667						
70	70	208	208	1.0	1/4	1/4	Chord	6/8	2	1	1/4	1/4	1	668						
70	70	209	209	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	669						
71	71	210	210	0.0	0	0	Spanner	6/8	1	1	0									
71	71	841/4	841/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	670				92		
71	71	421/2	421/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	671				92		
71	71	843/4	843/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	672				92		
71	71	211	211	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	673				92		
71	71	845/4	845/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	674				92		
71	71	423/2	423/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	675		articStaccatoBelow				
71	71	210	210	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	676				93		
71	71	841/4	841/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	677				93		
71	71	421/2	421/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	678				93		
71	71	843/4	843/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	679				93		
71	71	211	211	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	680				93		
71	71	845/4	845/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	681				93		
71	71	423/2	423/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	682		articStaccatoAbove				
