mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
107	107	320	320	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	782													
108	108	322	322	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	783									254				9
108	108	1289/4	1289/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	784													9
108	108	323	323	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	785									255				9
108	108	1293/4	1293/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	786													9
108	108	321	321	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	787		articAccentBelow											
108	108	322	322	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	788									256				
108	108	323	323	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	789													
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	790		articAccentStaccatoAbove											9
109	109	325	325	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	791									257				9
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	792													9
109	109	651/2	651/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																
109	109	326	326	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	793									258				
109	109	1305/4	1305/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	794													
109	109	325	325	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	795									259				
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	796													
109	109	326	326	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	797									260				
109	109	1305/4	1305/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	798													
110	110	327	327	0.0	0	0	Dynamic	3/4	1	1	0				pp												
110	110	328	328	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	799									261				
110	110	1313/4	1313/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	800													
110	110	329	329	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	801									262				
110	110	1317/4	1317/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	802													
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	803													
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	804									263				
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	805													
111	111	331	331	0.0	1/4	1/4	Spanner	3/4	1	1	0																10
111	111	331	331	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	806									264				10
111	111	1325/4	1325/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	807													10
111	111	332	332	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	808									265				10
111	111	1329/4	1329/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	809													10
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	810													
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	811									266				
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	812													
112	112	334	334	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	813									267				10
112	112	1337/4	1337/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	814													10
112	112	335	335	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	815									268				10
112	112	1341/4	1341/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	816													10
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	817		articAccentBelow											
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	818									269				
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	819													
113	113	336	336	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	820		articAccentStaccatoAbove											10
113	113	337	337	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	821									270				10
113	113	1349/4	1349/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	822													10
113	113	675/2	675/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																
113	113	338	338	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	823									271				
113	113	1353/4	1353/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	824													
113	113	337	337	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	825									272				
113	113	1349/4	1349/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	826													
113	113	338	338	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	827									273				
113	113	1353/4	1353/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	828													
114	114	339	339	0.0	0	0	Dynamic	3/4	1	1	0				p												
114	114	340	340	0.0	1/4	1/4	Spanner	3/4	1	1	0																11
114	114	340	340	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	829									274				11
114	114	1361/4	1361/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	830													11
114	114	341	341	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	831									275				11
114	114	1365/4	1365/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	832													11
114	114	683/2	683/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																
114	114	339	339	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	833													
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	834									276				
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	835													
115	115	342	342	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"										
115	115	342	342	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	836		articAccentStaccatoAbove											
115	115	343	343	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	837									277				
115	115	1373/4	1373/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	838													
115	115	344	344	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	839									278				
115	115	1377/4	1377/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	840													
115	115	343	343	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	841									279				
115	115	1373/4	1373/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	842													
115	115	344	344	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	843									280				
115	115	1377/4	1377/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	844													
116	116	346	346	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	845									281				
116	116	1385/4	1385/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	846													
116	116	347	347	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	847									282				
116	116	1389/4	1389/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	848													
116	116	345	345	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	849		articAccentBelow											
116	116	346	346	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	850									283				
116	116	347	347	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	851													
117	117	348	348	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	852		articAccentAbove											
117	117	349	349	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	853									284				
117	117	1397/4	1397/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	854													
117	117	350	350	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	855									285				
117	117	1401/4	1401/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	856													
117	117	349	349	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	857									286				
117	117	1397/4	1397/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	858													
117	117	350	350	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	859									287				
117	117	1401/4	1401/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	860													
118	118	351	351	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	861		articAccentBelow											
118	118	352	352	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	862													
118	118	705/2	705/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	863													
118	118	353	353	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	864													
118	118	707/2	707/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	865													
119	119	356	356	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	866													
119	119	354	354	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>dim.     e     un    poco    ritard.</i>"										
119	119	354	354	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	867													
119	119	709/2	709/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	868													
119	119	355	355	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	869													
119	119	711/2	711/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	870													
120	120	357	357	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	871													
120	120	358	358	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	872													
120	120	717/2	717/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	873													
120	120	359	359	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	874													
120	120	719/2	719/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	875													
121	121	362	362	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	876													
121	121	360	360	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	877													
121	121	721/2	721/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	878													
121	121	361	361	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	879													
121	121	723/2	723/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	880													
122	122	363	363	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"										
122	122	363	363	0.0	0	0	Dynamic	3/4	1	1	0				p												
122	122	364	364	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	881									288				
122	122	1457/4	1457/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	882													
122	122	365	365	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	883									289				
122	122	1461/4	1461/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	884													
122	122	363	363	0.0	0	0	Spanner	3/4	2	1	0													3	3		
122	122	363	363	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	885										3	3		
122	122	364	364	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	886		articStaccatoAbove								3	3		
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	887		articStaccatoAbove								3	3		
123	123	367	367	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	888									290				
123	123	1469/4	1469/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	889													
123	123	368	368	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	890									291				
123	123	1473/4	1473/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	891													
123	123	366	366	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	892										3	3		
123	123	367	367	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	893		articStaccatoAbove								3	3		
123	123	368	368	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	894		articStaccatoAbove								3	3		
124	124	370	370	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	895									292				
124	124	1481/4	1481/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	896													
124	124	371	371	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	897									293				
124	124	1485/4	1485/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	898													
124	124	369	369	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	899										3	3		
124	124	370	370	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	900		articStaccatoAbove								3	3		
124	124	371	371	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	901		articStaccatoAbove								3	3		
125	125	372	372	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	902		articStaccatoAbove											
125	125	372	372	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	903										3	3		
125	125	373	373	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	904		articStaccatoAbove								3	3		
125	125	374	374	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	905		articStaccatoAbove								3	3		
126	126	377	377	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	906		articAccentAbove											
126	126	375	375	0.0	0	0	Dynamic	3/4	2	1	0				f												
126	126	375	375	0.0	0	0	Spanner	3/4	2	1	0																
126	126	375	375	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	907		articAccentBelow											
126	126	376	376	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	908													
126	126	377	377	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	909													
127	127	378	378	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	910													
127	127	379	379	1.75	1/4	1/4	Chord	3/4	1	1	7/16	1/4	7/4	911													
127	127	1523/4	1523/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	912													
127	127	378	378	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	913													
127	127	379	379	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	914													
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	915													
128	128	381	381	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	916		articAccentBelow											
128	128	381	381	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	917		articAccentBelow											
128	128	382	382	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	918													
128	128	383	383	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	919													
129	129	384	384	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	920													
129	129	385	385	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	921													
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	922													
130	130	388	388	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	923									294				
130	130	1553/4	1553/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	924													
130	130	389	389	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	925									295				
130	130	1557/4	1557/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	926													
130	130	387	387	0.0	0	0	Dynamic	3/4	2	1	0				f												
130	130	387	387	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	927		articAccentBelow											
130	130	388	388	0.0	1/4	1/4	StaffText	3/4	2	1	0						sempre										
130	130	388	388	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	928									296				
130	130	1553/4	1553/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	929													
130	130	389	389	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	930									297				
130	130	1557/4	1557/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	931													
131	131	390	390	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	932		articAccentAbove											
131	131	391	391	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	933									298				
131	131	1565/4	1565/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	934													
131	131	392	392	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	935									299				
131	131	1569/4	1569/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	936													
131	131	390	390	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	937		articAccentBelow											
131	131	391	391	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	938									300				
131	131	1565/4	1565/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	939													
131	131	392	392	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	940									301				
131	131	1569/4	1569/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	941													
132	132	394	394	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	942									302				
132	132	1577/4	1577/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	943													
132	132	395	395	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	944									303				
132	132	1581/4	1581/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	945													
132	132	393	393	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	946		articAccentBelow											
132	132	394	394	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	947									304				
132	132	1577/4	1577/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	948													
132	132	395	395	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	949									305				
132	132	1581/4	1581/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	950													
133	133	396	396	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	951		articAccentAbove											
133	133	397	397	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	952									306				
133	133	1589/4	1589/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	953													
133	133	398	398	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	954									307				
133	133	1593/4	1593/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	955													
133	133	396	396	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	956		articAccentBelow											
133	133	397	397	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	957									308				
133	133	1589/4	1589/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	958													
133	133	398	398	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	959									309				
133	133	1593/4	1593/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	960													
134	134	400	400	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	961									310				
134	134	1601/4	1601/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	962													
134	134	401	401	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	963									311				
134	134	1605/4	1605/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	964													
134	134	399	399	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	965		articAccentBelow											
134	134	400	400	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	966									312				
134	134	1601/4	1601/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	967													
134	134	401	401	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	968									313				
134	134	1605/4	1605/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	969													
135	135	402	402	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	970		articStaccatoBelow											
135	135	403	403	1.75	1/4	1/4	Chord	3/4	1	1	7/16	1/4	7/4	971		articAccentBelow											
135	135	1619/4	1619/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	972													
135	135	402	402	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	973		articStaccatoBelow											
135	135	403	403	1.75	1/4	1/4	Chord	3/4	2	1	7/16	1/4	7/4	974													
135	135	1619/4	1619/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	975													
136	136	408	408	0.0	3/4	3/4	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>più vivo</i>"										
136	136	405	405	0.0	0	0	Dynamic	3/4	2	1	0				f												
136	136	405	405	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	976		articAccentAbove											
136	136	407	407	0.0	1/2	1/2	Spanner	3/4	2	1	0													4	4		
136	136	407	407	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	977		articAccentAbove								4	4		
136	136	405	405	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	978										4	4		
136	136	407	407	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	979										4	4		
137	137	409	409	0.0	1/4	1/4	Dynamic	3/4	1	1	0				p												
137	137	409	409	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	980									314				
137	137	819/2	819/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	981													
137	137	410	410	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	982									315				
137	137	821/2	821/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	983													
137	137	409	409	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	984		articStaccatoBelow											
137	137	410	410	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	985		articStaccatoBelow											
137	137	408	408	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	986										4	4		
137	137	409	409	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	987		articStaccatoAbove								4	4		
137	137	410	410	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	988		articStaccatoAbove								4	4		
137	137	408	408	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	989										4	4		
138	138	411	411	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	990													
138	138	412	412	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	991		articStaccatoBelow											
138	138	413	413	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	992		articStaccatoBelow											
138	138	412	412	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	993		articStaccatoAbove								4	4		
138	138	413	413	0.0	1/2	1/2	Spanner	3/4	2	1	0																
138	138	413	413	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	994		articStaccatoAbove											
139	139	414	414	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	995													
139	139	415	415	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	996		articStaccatoBelow											
139	139	416	416	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	997		articStaccatoBelow											
139	139	415	415	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	998		articStaccatoAbove											
139	139	416	416	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	999		articStaccatoAbove											
140	140	417	417	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1000													
140	140	418	418	0.0	1/4	1/4	Spanner	3/4	1	2	0																12
140	140	418	418	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1001		articStaccatoBelow											12
140	140	419	419	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1002		articStaccatoBelow											12
140	140	418	418	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1003		articStaccatoBelow											
140	140	419	419	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1004		articStaccatoBelow											
141	141	421	421	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1005									316				12
141	141	843/2	843/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1006													12
141	141	422	422	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1007									317				
141	141	845/2	845/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1008													
141	141	421	421	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1009		articStaccatoBelow											
141	141	422	422	0.0	1/2	1/2	Spanner	3/4	1	2	0																
141	141	422	422	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1010		articStaccatoBelow											
141	141	421	421	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1011		articStaccatoBelow											
141	141	422	422	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1012		articStaccatoBelow											
142	142	423	423	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1013													
142	142	424	424	0.0	1/4	1/4	Spanner	3/4	1	2	0															6	
142	142	424	424	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1014		articStaccatoBelow										6	
142	142	425	425	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1015		articStaccatoBelow										6	
142	142	424	424	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1016		articStaccatoBelow											
142	142	425	425	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1017		articStaccatoBelow											
143	143	426	426	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1018									318			6	
143	143	428	428	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1019									318			6	
143	143	857/2	857/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1020												6	
143	143	427	427	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1021		articStaccatoBelow										6	
143	143	428	428	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1022		articStaccatoBelow										6	
143	143	427	427	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1023		articStaccatoBelow											
143	143	428	428	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1024		articStaccatoBelow											
144	144	429	429	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1025													
144	144	429	429	0.0	0	0	Spanner	3/4	1	2	0																
144	144	430	430	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1026		articStaccatoBelow											
144	144	431	431	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1027		articStaccatoBelow											
144	144	430	430	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1028		articStaccatoBelow											
144	144	431	431	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1029		articStaccatoBelow											
145	145	433	433	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1030									319				
145	145	867/2	867/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1031													
145	145	434	434	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1032									320				
145	145	869/2	869/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1033													
145	145	433	433	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1034		articStaccatoBelow											
145	145	434	434	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1035		articStaccatoBelow											
145	145	433	433	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1036		articStaccatoAbove											
145	145	434	434	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1037		articStaccatoAbove											
146	146	435	435	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1038													
