mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
45	45	535/4	535/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	821								
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	822								
45	45	132	132	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	823		articAccentBelow						
45	45	529/4	529/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	824								
45	45	265/2	265/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	825								
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	826								
45	45	133	133	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	827								
45	45	533/4	533/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	828								
45	45	267/2	267/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	829								
45	45	535/4	535/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	830								
45	45	134	134	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	831								
46	46	135	135	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	832		articAccentAbove						
46	46	541/4	541/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	833								
46	46	271/2	271/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	834								
46	46	543/4	543/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	835								
46	46	136	136	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	836								
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	837								
46	46	273/2	273/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	838								
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	839								
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	840								
46	46	135	135	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	841		articAccentBelow						
46	46	541/4	541/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	842								
46	46	271/2	271/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	843								
46	46	543/4	543/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	844								
46	46	136	136	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	845								
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	846								
46	46	273/2	273/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	847								
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	848								
46	46	137	137	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	849								
47	47	138	138	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	850		articAccentAbove						
47	47	553/4	553/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	851								
47	47	277/2	277/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	852								
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	853								
47	47	139	139	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	854								
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	855								
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	856								
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	857								
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	858								
47	47	138	138	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	859		articAccentAbove						
47	47	553/4	553/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	860								
47	47	277/2	277/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	861								
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	862								
47	47	139	139	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	863								
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	864								
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	865								
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	866								
47	47	140	140	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	867								
48	48	141	141	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	868		articAccentAbove						
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	869								
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	870								
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	871								
48	48	142	142	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	872								
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	873								
48	48	285/2	285/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	874								
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	875								
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	876								
48	48	141	141	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	877		articAccentAbove						
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	878								
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	879								
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	880								
48	48	142	142	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	881								
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	882								
48	48	285/2	285/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	883								
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	884								
48	48	143	143	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	885								
49	49	144	144	0.0	0	0	Dynamic	3/4	1	1	0				f							
49	49	144	144	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	886		articAccentAbove						
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	887								
49	49	289/2	289/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	888								
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	889								
49	49	145	145	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	890		articAccentAbove						
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	891								
49	49	291/2	291/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	892								
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	893								
49	49	146	146	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	894		articAccentAbove						
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	895								
49	49	293/2	293/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	896								
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	897								
49	49	144	144	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	898		articAccentAbove						
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	899								
49	49	289/2	289/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	900								
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	901								
49	49	145	145	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	902		articAccentBelow						
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	903								
49	49	291/2	291/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	904								
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	905								
49	49	146	146	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	906		articAccentBelow						
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	907								
49	49	293/2	293/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	908								
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	909								
50	50	147	147	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	910		articAccentAbove						
50	50	589/4	589/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	911								
50	50	295/2	295/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	912								
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	913								
50	50	148	148	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	914		articAccentAbove						
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	915								
50	50	297/2	297/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	916								
50	50	595/4	595/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	917								
50	50	149	149	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	918		articAccentAbove						
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	919								
50	50	299/2	299/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	920								
50	50	599/4	599/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	921								
50	50	147	147	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	922		articAccentBelow						
50	50	589/4	589/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	923								
50	50	295/2	295/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	924								
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	925								
50	50	148	148	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	926		articAccentBelow						
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	927								
50	50	297/2	297/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	928								
50	50	595/4	595/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	929								
50	50	149	149	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	930		articAccentBelow						
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	931								
50	50	299/2	299/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	932								
50	50	599/4	599/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	933								
51	51	150	150	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	934		articAccentAbove						
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	935								
51	51	301/2	301/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	936								
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	937								
51	51	151	151	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	938		articAccentAbove						
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	939								
51	51	303/2	303/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	940								
51	51	607/4	607/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	941								
51	51	152	152	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	942		articAccentAbove						
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	943								
51	51	305/2	305/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	944								
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	945								
51	51	150	150	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	946		articAccentAbove						
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	947								
51	51	301/2	301/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	948								
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	949								
51	51	151	151	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	950		articAccentAbove						
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	951								
51	51	303/2	303/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	952								
51	51	607/4	607/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	953								
51	51	152	152	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	954		articAccentAbove						
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	955								
51	51	305/2	305/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	956								
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	957								
52	52	153	153	0.0	0	0	Spanner	3/4	1	1	0									3		
52	52	153	153	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	958		articAccentAbove				3		
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	959						3		
52	52	307/2	307/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	960						3		
52	52	615/4	615/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	961						3		
52	52	154	154	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	962		articAccentAbove				3		
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	963						3		
52	52	309/2	309/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	964						3		
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	965						3		
52	52	155	155	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	966		articAccentAbove				3		
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	967						3		
52	52	311/2	311/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	968						3		
52	52	623/4	623/4	0.0	11/16	11/16	Spanner	3/4	1	1	0											
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	969								
52	52	153	153	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	970		articAccentAbove						
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	971								
52	52	307/2	307/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	972								
52	52	615/4	615/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	973								
52	52	154	154	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	974		articAccentAbove						
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	975								
52	52	309/2	309/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	976								
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	977								
52	52	155	155	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	978		articAccentAbove						
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	979								
52	52	311/2	311/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	980								
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	981								
53	53	156	156	0.0	0	0	Dynamic	3/4	1	1	0				fz							
53	53	156	156	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	982		articAccentAbove						
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	983								
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	984								
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	985								
53	53	157	157	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	986								
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	987								
53	53	315/2	315/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	988								
53	53	631/4	631/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	989								
53	53	158	158	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	990								
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	991								
53	53	317/2	317/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	992								
53	53	635/4	635/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	993								
53	53	156	156	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	994								
54	54	159	159	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	995								
54	54	637/4	637/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	996								
54	54	319/2	319/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	997								
54	54	639/4	639/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	998								
54	54	160	160	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	999								
54	54	641/4	641/4	0.0	5/16	5/16	StaffText	3/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>dim.</i>"					
54	54	641/4	641/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	1000								
54	54	321/2	321/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	1001								
54	54	643/4	643/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1002								
54	54	161	161	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	1003								
54	54	645/4	645/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	1004								
54	54	323/2	323/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	1005								
54	54	647/4	647/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1006								
55	55	162	162	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	1007								
55	55	649/4	649/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	1008								
55	55	325/2	325/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1009								
55	55	651/4	651/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1010								
55	55	163	163	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	1011								
55	55	653/4	653/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1012								
55	55	327/2	327/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	1013								
55	55	655/4	655/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1014								
55	55	164	164	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	1015								
55	55	657/4	657/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1016								
55	55	329/2	329/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	1017								
55	55	659/4	659/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1018								
56	56	165	165	0.0	0	0	Spanner	3/4	2	1	0								3			
56	56	165	165	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	1019					3			
56	56	661/4	661/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1020					3			
56	56	331/2	331/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	1021					3			
56	56	663/4	663/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1022					3			
56	56	166	166	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	1023		articStaccatoBelow			3			
56	56	499/3	499/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	1024		articStaccatoBelow			3			
56	56	500/3	500/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	1025		articStaccatoBelow			3			
56	56	167	167	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	1026		articStaccatoBelow			3			
56	56	502/3	502/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	1027		articStaccatoBelow			3			
56	56	503/3	503/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	1028		articStaccatoBelow			3			
57	57	168	168	0.0	0	0	Dynamic	3/4	1	1	0				pp							
57	57	168	168	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	1029				20				
57	57	673/4	673/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	1030				20				
57	57	337/2	337/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1031				20				
57	57	675/4	675/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1032				20				
57	57	169	169	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	1033				20				
57	57	677/4	677/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	1034				20				
57	57	339/2	339/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	1035				20				
57	57	679/4	679/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1036				20				
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1037		articStaccatoBelow						
57	57	168	168	0.0	0	0	Spanner	3/4	2	1	0											
57	57	168	168	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	1038								
57	57	673/4	673/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1039								
57	57	337/2	337/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	1040								
57	57	675/4	675/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1041								
57	57	169	169	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	1042								
57	57	677/4	677/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1043								
57	57	339/2	339/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	1044								
57	57	679/4	679/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1045								
57	57	170	170	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1046								
57	57	168	168	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	1047								
57	57	170	170	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	1048								
58	58	171	171	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	1049				21				
58	58	685/4	685/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	1050				21				
58	58	343/2	343/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1051				21				
58	58	687/4	687/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1052				21				
58	58	172	172	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	1053				21				
58	58	689/4	689/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	1054				21				
58	58	345/2	345/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	1055				21				
58	58	691/4	691/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1056				21				
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1057		articStaccatoBelow						
58	58	171	171	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	1058								
58	58	685/4	685/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1059								
58	58	343/2	343/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	1060								
58	58	687/4	687/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1061								
58	58	172	172	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	1062								
58	58	689/4	689/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1063								
58	58	345/2	345/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	1064								
58	58	691/4	691/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1065								
58	58	173	173	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1066								
58	58	171	171	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	1067								
58	58	173	173	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	1068								
59	59	174	174	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	1069		articAccentBelow		22				
59	59	697/4	697/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	1070				22				
59	59	349/2	349/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1071				22				
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1072				22				
59	59	175	175	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	1073				22				
59	59	701/4	701/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	1074				22				
59	59	351/2	351/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	1075				22				
59	59	703/4	703/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1076				22				
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1077		articStaccatoBelow						
59	59	174	174	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	1078								
59	59	697/4	697/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1079								
59	59	349/2	349/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	1080								
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1081								
59	59	175	175	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	1082								
59	59	701/4	701/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1083								
59	59	351/2	351/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	1084								
59	59	703/4	703/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1085								
59	59	176	176	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1086								
59	59	174	174	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	1087								
59	59	176	176	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	1088								
60	60	177	177	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	1089		articAccentBelow		23				
60	60	709/4	709/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	1090				23				
60	60	355/2	355/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1091				23				
60	60	711/4	711/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1092				23				
60	60	178	178	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	1093				23				
