mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Trill:trill
49	49	198	198	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	763		articTenutoAbove														
49	49	795/4	795/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	764		articTenutoAbove														
49	49	391/2	391/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	765																
49	49	196	196	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	766																
49	49	393/2	393/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	767																
49	49	197	197	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	768																
49	49	395/2	395/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	769																
49	49	198	198	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	770																
49	49	397/2	397/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	771																
49	49	199	199	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	772																
49	49	195	195	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	773																
49	49	391/2	391/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	774																
49	49	196	196	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	775																
49	49	393/2	393/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	776																
49	49	197	197	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	777																
49	49	395/2	395/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	778																
49	49	198	198	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	779																
49	49	397/2	397/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	780																
49	49	199	199	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	781																
50	50	399/2	399/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	782		articAccentAbove							70							
50	50	201	201	2.0	3/8	3/8	Chord	9/8	1	1	1/2		1/2	1	783																
50	50	200	200	0.0	1/8	1/8	Spanner	9/8	1	2	0																	11			
50	50	200	200	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	784													11			
50	50	401/2	401/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	785													11			
50	50	201	201	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	786													11			
50	50	403/2	403/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	787													11			
50	50	202	202	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	788													11			
50	50	405/2	405/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	789													11			
50	50	203	203	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	790													11			
50	50	407/2	407/2	0.0	1	1	Spanner	9/8	1	2	0																				
50	50	407/2	407/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	791																
50	50	399/2	399/2	0.0	0	0	Chord	9/8	2	1	0	acciaccatura	1/8	1	792																
50	50	399/2	399/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	793		articAccentAbove							71							
50	50	405/2	405/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	794																
51	51	204	204	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	795									72							
51	51	819/4	819/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	796									72							
51	51	411/2	411/2	0.0	3/8	3/8	StaffText	9/8	1	1	0							.						72							
51	51	411/2	411/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	797									72							
51	51	825/4	825/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	798									72							
51	51	207	207	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	799									72							
51	51	831/4	831/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	800																
51	51	409/2	409/2	0.0	1/8	1/8	StaffText	9/8	1	2	0							dim. sempre													
51	51	409/2	409/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	801																
51	51	205	205	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	802																
51	51	411/2	411/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	803																
51	51	207	207	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	804																
51	51	204	204	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	805																
51	51	409/2	409/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	806																
51	51	205	205	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	807																
51	51	411/2	411/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	808																
51	51	207	207	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	809																
52	52	417/2	417/2	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	810									73							
52	52	837/4	837/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	811									73							
52	52	210	210	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	812									73							
52	52	843/4	843/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	813									73							
52	52	423/2	423/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	814									73							
52	52	849/4	849/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	815																
52	52	209	209	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	816																
52	52	419/2	419/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	817																
52	52	210	210	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	818																
52	52	423/2	423/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	819																
52	52	417/2	417/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	820																
52	52	209	209	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	821																
52	52	419/2	419/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	822																
52	52	210	210	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	823																
52	52	423/2	423/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	824																
53	53	213	213	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	825									74							
53	53	855/4	855/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	826									74							
53	53	429/2	429/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	827									74							
53	53	861/4	861/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	828									74							
53	53	216	216	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	829									74							
53	53	867/4	867/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	830									74							
53	53	213	213	1.5	0	0	Chord	9/8	1	2	3/8		1/4	3/2	831																
53	53	429/2	429/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	832																
53	53	216	216	0.0	3/4	3/4	Spanner	9/8	1	2	0																	12			
53	53	216	216	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	833													12			
53	53	213	213	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	834																
53	53	429/2	429/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	835																
53	53	216	216	0.0	3/4	3/4	StaffText	9/8	2	1	0							poco rit.													
53	53	216	216	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	836																
54	54	435/2	435/2	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	837									74				12			
54	54	873/4	873/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	838									74				12			
54	54	219	219	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	839									74							
54	54	879/4	879/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	840																
54	54	435/2	435/2	1.5	0	0	Chord	9/8	1	2	3/8		1/4	3/2	841																
54	54	219	219	0.0	3/8	3/8	Spanner	9/8	1	2	0																				
54	54	219	219	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	842																
54	54	435/2	435/2	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	843																
54	54	219	219	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	844																
55	55	222	222	0.0	0	0	StaffText	9/8	2	1	0							a tempo													
55	55	445/2	445/2	0.0	1/8	1/8	Dynamic	9/8	2	1	0					p															
55	55	445/2	445/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	845																
55	55	223	223	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	846																
55	55	447/2	447/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	847																
55	55	224	224	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	848																
55	55	449/2	449/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	849																
55	55	225	225	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	850																
55	55	451/2	451/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	851																
55	55	226	226	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	852																
55	55	447/2	447/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	853									75							
55	55	225	225	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	854									75							
56	56	453/2	453/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	855		articTenutoAbove														
56	56	228	228	0.0	3/8	3/8	Chord	9/8	1	1	0	acciaccatura	1/8	1	856																
56	56	228	228	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	857		articAccentAbove							76							
56	56	229	229	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	858									76							
56	56	917/4	917/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	859																
56	56	459/2	459/2	0.16666666666666666	3/4	3/4	Chord	9/8	1	1	1/24		1/16	2/3	860									77							
56	56	689/3	689/3	0.16666666666666666	19/24	19/24	Chord	9/8	1	1	1/24		1/16	2/3	861									77							
56	56	1379/6	1379/6	0.16666666666666666	5/6	5/6	Chord	9/8	1	1	1/24		1/16	2/3	862									77							
56	56	230	230	0.16666666666666666	7/8	7/8	Chord	9/8	1	1	1/24		1/16	2/3	863									77							
56	56	1381/6	1381/6	0.16666666666666666	11/12	11/12	Chord	9/8	1	1	1/24		1/16	2/3	864									77							
56	56	691/3	691/3	0.16666666666666666	23/24	23/24	Chord	9/8	1	1	1/24		1/16	2/3	865									77							
56	56	461/2	461/2	0.16666666666666666	1	1	Chord	9/8	1	1	1/24		1/16	2/3	866									77							
56	56	692/3	692/3	0.16666666666666666	25/24	25/24	Chord	9/8	1	1	1/24		1/16	2/3	867									77							
56	56	1385/6	1385/6	0.16666666666666666	13/12	13/12	Chord	9/8	1	1	1/24		1/16	2/3	868																
56	56	453/2	453/2	0.0	0	0	Spanner	9/8	2	1	0														5	5					
56	56	227	227	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	869										5	5					
56	56	455/2	455/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	870										5	5					
56	56	228	228	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	871										5	5					
56	56	457/2	457/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	872										5	5					
56	56	229	229	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	873										5	5					
56	56	459/2	459/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	874										5	5					
56	56	230	230	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	875										5	5					
56	56	461/2	461/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	876										5	5					
56	56	453/2	453/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	877		articAccentBelow								5	5					
56	56	459/2	459/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	878										5	5					
57	57	231	231	0.0	0	0	Spanner	9/8	1	1	0																				2
57	57	231	231	0.0	0	0	Spanner	9/8	1	1	0																0				2
57	57	231	231	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	879		articAccentAbove										0				2
57	57	234	234	0.0	3/4	3/4	Spanner	9/8	1	1	0																0				
57	57	234	234	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	880												0				
57	57	234	234	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	881												0				
57	57	234	234	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	882		articStaccatoAbove										0				
57	57	469/2	469/2	0.0	7/8	7/8	Spanner	9/8	1	1	0																				
57	57	231	231	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	883										5	5					
57	57	463/2	463/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	884										5	5					
57	57	232	232	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	885										5	5					
57	57	465/2	465/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	886										5	5					
57	57	233	233	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	887										5	5					
57	57	467/2	467/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	888										5	5					
57	57	234	234	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	889										5	5					
57	57	469/2	469/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	890										5	5					
57	57	235	235	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	891										5	5					
57	57	231	231	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	892										5	5					
57	57	234	234	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	893										5	5					
58	58	471/2	471/2	0.0	0	0	Spanner	3/8	2	1	0																				
59	59	237	237	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	894		articTenutoAbove														
59	59	477/2	477/2	0.0	3/8	3/8	Chord	9/8	1	1	0	acciaccatura	1/8	1	895																
59	59	477/2	477/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	896		articAccentAbove							78							
59	59	479/2	479/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	897									78							
59	59	959/4	959/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	898																
59	59	240	240	0.0	3/4	3/4	StaffText	9/8	1	1	0							morendo													
59	59	240	240	0.16666666666666666	3/4	3/4	Chord	9/8	1	1	1/24		1/16	2/3	899									79							
59	59	1441/6	1441/6	0.16666666666666666	19/24	19/24	Chord	9/8	1	1	1/24		1/16	2/3	900									79							
59	59	721/3	721/3	0.16666666666666666	5/6	5/6	Chord	9/8	1	1	1/24		1/16	2/3	901									79							
59	59	481/2	481/2	0.16666666666666666	7/8	7/8	Chord	9/8	1	1	1/24		1/16	2/3	902									79							
59	59	722/3	722/3	0.16666666666666666	11/12	11/12	Chord	9/8	1	1	1/24		1/16	2/3	903									79							
59	59	1445/6	1445/6	0.16666666666666666	23/24	23/24	Chord	9/8	1	1	1/24		1/16	2/3	904									79							
59	59	241	241	0.16666666666666666	1	1	Chord	9/8	1	1	1/24		1/16	2/3	905									79							
59	59	1447/6	1447/6	0.16666666666666666	25/24	25/24	Chord	9/8	1	1	1/24		1/16	2/3	906									79							
59	59	724/3	724/3	0.16666666666666666	13/12	13/12	Chord	9/8	1	1	1/24		1/16	2/3	907																
59	59	237	237	0.0	0	0	Spanner	9/8	2	1	0														6	6					
59	59	475/2	475/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	908										6	6					
59	59	238	238	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	909										6	6					
59	59	477/2	477/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	910										6	6					
59	59	239	239	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	911										6	6					
59	59	479/2	479/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	912										6	6					
59	59	240	240	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	913										6	6					
59	59	481/2	481/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	914										6	6					
59	59	241	241	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	915										6	6					
59	59	237	237	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	916		articAccentBelow								6	6					
59	59	240	240	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	917										6	6					
60	60	483/2	483/2	0.0	0	0	StaffText	9/8	1	1	0							♭													
60	60	483/2	483/2	0.0	0	0	Spanner	9/8	1	1	0																				3
60	60	483/2	483/2	0.0	0	0	Spanner	9/8	1	1	0																1				3
60	60	483/2	483/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	918		articAccentAbove										1				3
60	60	489/2	489/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																1				
60	60	489/2	489/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																1	13			
60	60	489/2	489/2	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	919												1	13			
60	60	489/2	489/2	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	920												1	13			
60	60	489/2	489/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	921		articStaccatoAbove										1	13			
60	60	245	245	0.0	7/8	7/8	Spanner	9/8	1	1	0																	13			
60	60	483/2	483/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	922										6	6					
60	60	242	242	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	923										6	6					
60	60	485/2	485/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	924										6	6					
60	60	243	243	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	925										6	6					
60	60	487/2	487/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	926										6	6					
60	60	244	244	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	927										6	6					
60	60	489/2	489/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	928										6	6					
60	60	245	245	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	929										6	6					
60	60	491/2	491/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	930										6	6					
60	60	483/2	483/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	931										6	6					
60	60	489/2	489/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	932										6	6					
61	61	246	246	0.0	0	0	Spanner	3/8	1	1	0																				
61	61	247	247	0.0	1/4	1/4	StaffText	3/8	1	1	0							Adagio													
61	61	246	246	0.0	0	0	Spanner	3/8	2	1	0																				
62	62	495/2	495/2	0.0	0	0	Spanner	9/8	1	1	0																		9		
62	62	503/2	503/2	0.0	1	1	Spanner	9/8	1	1	0																				
62	62	495/2	495/2	0.0	0	0	Dynamic	9/8	2	1	0					pp															
62	62	495/2	495/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	933																
62	62	501/2	501/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	934																
62	62	495/2	495/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	935																
62	62	501/2	501/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	936																
63	63	252	252	0.0	0	0	Spanner	9/8	2	1	0																	14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	937													14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	938													14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	939													14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	940													14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	941													14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	942													14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	943													14			
63	63	252	252	0.0	0	0	Chord	9/8	2	1	0	appoggiatura	1/8	1	944													14			
63	63	252	252	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	945													14			
63	63	255	255	0.0	3/4	3/4	Spanner	9/8	2	1	0																				
63	63	255	255	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	946																
63	63	252	252	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	947																
63	63	255	255	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	948																
