mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Trill:trill
4	4	14	14	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	46																
4	4	29/2	29/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	47																
4	4	15	15	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	48																
4	4	31/2	31/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	49																
4	4	16	16	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	50																
4	4	33/2	33/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	51																
4	4	17	17	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	52																
4	4	35/2	35/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	53																
4	4	27/2	27/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	54									2							
4	4	15	15	1.0	3/8	3/8	Chord	9/8	2	2	1/4		1/4	1	55									2							
4	4	33/2	33/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	56																
5	5	18	18	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	57																
5	5	75/4	75/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	58									3							
5	5	39/2	39/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	59									3							
5	5	81/4	81/4	0.0	9/16	9/16	Spanner	9/8	1	1	0													3					0		
5	5	81/4	81/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	60		articTenutoBelow							3					0		
5	5	21	21	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	61		articTenutoAbove							3					0		
5	5	87/4	87/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	62		articTenutoAbove							3					0		
5	5	18	18	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	63																
5	5	37/2	37/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	64																
5	5	19	19	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	65																
5	5	39/2	39/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	66																
5	5	20	20	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	67																
5	5	41/2	41/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	68																
5	5	21	21	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	69																
5	5	43/2	43/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	70																
5	5	22	22	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	71																
6	6	45/2	45/2	0.0	0	0	Spanner	9/8	1	1	0													3							
6	6	45/2	45/2	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	72									3							
6	6	45/2	45/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	73									3							
6	6	24	24	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	74																
6	6	45/2	45/2	0.0	0	0	Spanner	9/8	1	2	0																	0			
6	6	45/2	45/2	3.0	0	0	Chord	9/8	1	2	3/4		1/2	3/2	75		articAccentBelow							4				0			
6	6	51/2	51/2	0.0	3/4	3/4	Spanner	9/8	1	2	0																				
6	6	51/2	51/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	76																
6	6	45/2	45/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	77																
6	6	23	23	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	78																
6	6	47/2	47/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	79																
6	6	24	24	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	80																
6	6	49/2	49/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	81																
6	6	25	25	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	82																
6	6	51/2	51/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	83																
6	6	26	26	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	84																
6	6	53/2	53/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	85																
7	7	27	27	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	86																
7	7	111/4	111/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	87									5							
7	7	57/2	57/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	88									5							
7	7	117/4	117/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	89		articTenutoBelow							5							
7	7	30	30	0.0	3/4	3/4	Spanner	9/8	1	1	0													5					1		
7	7	30	30	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	90		articTenutoBelow							5					1		
7	7	123/4	123/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	91		articTenutoBelow							5					1		
7	7	27	27	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	92																
7	7	55/2	55/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	93																
7	7	28	28	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	94																
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	95																
7	7	29	29	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	96																
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	97																
7	7	30	30	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	98																
7	7	61/2	61/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	99																
7	7	31	31	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	100																
8	8	63/2	63/2	0.0	0	0	Spanner	9/8	1	1	0													5							
8	8	63/2	63/2	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	101									5							
8	8	63/2	63/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	102									5							
8	8	33	33	0.0	3/8	3/8	Spanner	9/8	1	1	0																	1			
8	8	33	33	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	103													1			
8	8	63/2	63/2	3.0	0	0	Chord	9/8	1	2	3/4		1/2	3/2	104		articAccentBelow							6				1			
8	8	69/2	69/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	105													1			
8	8	63/2	63/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	106																
8	8	32	32	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	107																
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	108																
8	8	33	33	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	109																
8	8	67/2	67/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	110																
8	8	34	34	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	111																
8	8	69/2	69/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	112																
8	8	35	35	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	113																
8	8	71/2	71/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	114																
9	9	36	36	0.0	0	0	Spanner	9/8	1	1	0																				
9	9	36	36	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	115																
9	9	147/4	147/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	116		articTenutoAbove														
9	9	75/2	75/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	117		articTenutoAbove														
9	9	153/4	153/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	118		articTenutoAbove														
9	9	39	39	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	119		articTenutoAbove														
9	9	159/4	159/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	120		articTenutoAbove														
9	9	36	36	0.0	0	0	Dynamic	9/8	1	2	0					p															
9	9	73/2	73/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	121																
9	9	37	37	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	122																
9	9	75/2	75/2	0.0	3/8	3/8	Spanner	9/8	1	2	0																		2		
9	9	75/2	75/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	123														2		
9	9	38	38	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	124														2		
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	125														2		
9	9	39	39	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	126														2		
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	127														2		
9	9	40	40	0.0	1	1	Spanner	9/8	1	2	0																				
9	9	40	40	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	128																
9	9	36	36	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	129																
9	9	73/2	73/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	130																
9	9	37	37	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	131																
9	9	75/2	75/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	132																
9	9	38	38	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	133																
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	134																
9	9	39	39	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	135																
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	136																
9	9	40	40	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	137																
10	10	81/2	81/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	138		articTenutoAbove							7							
10	10	87/2	87/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	139																
10	10	41	41	0.0	1/8	1/8	StaffText	9/8	1	2	0							dim.													
10	10	41	41	0.0	1/8	1/8	Spanner	9/8	1	2	0																	2			
10	10	41	41	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	140													2			
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	141													2			
10	10	42	42	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	142													2			
10	10	85/2	85/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	143													2			
10	10	43	43	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	144													2			
10	10	87/2	87/2	0.0	3/4	3/4	Spanner	9/8	1	2	0																				
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	145																
10	10	44	44	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	146																
10	10	89/2	89/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	147																
10	10	41	41	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	148																
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	149																
10	10	42	42	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	150																
10	10	85/2	85/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	151																
10	10	43	43	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	152																
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	153																
10	10	44	44	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	154																
10	10	89/2	89/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	155																
10	10	81/2	81/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	156																
10	10	87/2	87/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	157																
11	11	45	45	0.0	0	0	StaffText	9/8	1	1	0							cresc.													
11	11	45	45	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	158																
11	11	183/4	183/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	159		articTenutoAbove														
11	11	93/2	93/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	160		articTenutoAbove														
11	11	189/4	189/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	161		articTenutoAbove														
11	11	48	48	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	162		articTenutoAbove														
11	11	195/4	195/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	163		articTenutoAbove														
11	11	91/2	91/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	164																
11	11	46	46	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	165																
11	11	93/2	93/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	166																
11	11	47	47	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	167																
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	168																
11	11	48	48	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	169																
11	11	97/2	97/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	170																
11	11	49	49	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	171																
11	11	45	45	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	172																
11	11	91/2	91/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	173																
11	11	46	46	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	174																
11	11	93/2	93/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	175																
11	11	47	47	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	176																
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	177																
11	11	48	48	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	178																
11	11	97/2	97/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	179																
11	11	49	49	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	180																
12	12	99/2	99/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	181		articAccentAbove														
12	12	51	51	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	182																
12	12	207/4	207/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	183		articTenutoAbove														
12	12	105/2	105/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	184		articTenutoAbove														
12	12	213/4	213/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	185		articTenutoAbove														
12	12	99/2	99/2	0.0	0	0	Dynamic	9/8	1	2	0					f															
12	12	50	50	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	186																
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	187																
12	12	51	51	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	188																
12	12	103/2	103/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	189																
12	12	52	52	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	190																
12	12	53	53	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	191																
12	12	107/2	107/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	192																
12	12	50	50	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	193																
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	194																
12	12	51	51	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	195																
12	12	103/2	103/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	196																
12	12	52	52	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	197																
12	12	53	53	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	198																
12	12	107/2	107/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	199																
12	12	99/2	99/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	200																
12	12	105/2	105/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	201																
13	13	54	54	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	202		articTenutoAbove														
13	13	219/4	219/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	203		articTenutoAbove														
13	13	111/2	111/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	204		articTenutoAbove														
13	13	225/4	225/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	205		articTenutoAbove														
13	13	57	57	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	206		articTenutoAbove														
13	13	231/4	231/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	207		articTenutoAbove														
13	13	109/2	109/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	208																
13	13	55	55	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	209																
13	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	210																
13	13	56	56	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	211																
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	212																
13	13	57	57	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	213																
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	214																
13	13	58	58	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	215																
13	13	54	54	0.0	0	0	StaffText	9/8	2	1	0							.													
13	13	54	54	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	216																
13	13	109/2	109/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	217																
13	13	55	55	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	218																
13	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	219																
13	13	56	56	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	220																
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	221																
13	13	57	57	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	222																
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	223																
13	13	58	58	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	224																
14	14	117/2	117/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	225		articAccentAbove							8							
14	14	60	60	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	226																
14	14	117/2	117/2	0.0	0	0	Spanner	9/8	1	2	0																	3			
14	14	59	59	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	227													3			
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	228													3			
14	14	121/2	121/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	229													3			
14	14	61	61	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	230													3			
14	14	62	62	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	231													3			
14	14	125/2	125/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	232													3			
14	14	117/2	117/2	0.0	0	0	StaffText	9/8	2	1	0							poco rit.													
14	14	117/2	117/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	233		articAccentAbove							9							
14	14	123/2	123/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	234																
14	14	117/2	117/2	0.0	0	0	Chord	9/8	2	2	0	acciaccatura	1/8	1	235																
14	14	117/2	117/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	236																
14	14	123/2	123/2	0.75	3/4	3/4	Chord	9/8	2	2	3/16		1/8	3/2	237																
15	15	63	63	0.0	0	0	Dynamic	9/8	1	1	0					p															
15	15	63	63	0.0	0	0	StaffText	9/8	1	1	0							a tempo													
15	15	63	63	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	238									10							
15	15	64	64	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	239									10							
15	15	257/4	257/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	240																
15	15	129/2	129/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	241									11							
15	15	259/4	259/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	242																
15	15	65	65	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	243									12							
15	15	261/4	261/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	244																
15	15	131/2	131/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	245									13							
15	15	263/4	263/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	246																
15	15	66	66	0.16666666666666666	3/4	3/4	Chord	9/8	1	1	1/24		1/16	2/3	247									14							
15	15	397/6	397/6	0.16666666666666666	19/24	19/24	Chord	9/8	1	1	1/24		1/16	2/3	248									14							
15	15	199/3	199/3	0.0	5/6	5/6	Spanner	9/8	1	1	0													14					3		
15	15	199/3	199/3	0.16666666666666666	5/6	5/6	Chord	9/8	1	1	1/24		1/16	2/3	249									14					3		
15	15	133/2	133/2	0.16666666666666666	7/8	7/8	Chord	9/8	1	1	1/24		1/16	2/3	250									14					3		
15	15	200/3	200/3	0.16666666666666666	11/12	11/12	Chord	9/8	1	1	1/24		1/16	2/3	251									14					3		
15	15	401/6	401/6	0.16666666666666666	23/24	23/24	Chord	9/8	1	1	1/24		1/16	2/3	252									14					3		
