mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
156	156	311	311	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1246		articAccentBelow							
156	156	623/2	623/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1247									
157	157	312	312	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1248		articStaccatoAbove							
157	157	625/2	625/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1249		articStaccatoAbove							
157	157	313	313	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1250		articStaccatoAbove							
157	157	627/2	627/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1251		articStaccatoAbove							
157	157	312	312	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1252		articAccentBelow							
157	157	625/2	625/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1253									
157	157	313	313	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1254		articAccentBelow							
157	157	627/2	627/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1255									
158	158	314	314	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1256		articStaccatoAbove							
158	158	629/2	629/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1257		articTenutoAbove							
158	158	631/2	631/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1258						102			
158	158	2525/8	2525/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1259						102			
158	158	1263/4	1263/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1260						102			
158	158	2527/8	2527/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1261						102			
158	158	314	314	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1262		articAccentBelow							
158	158	629/2	629/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1263									
158	158	315	315	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1264		articAccentBelow							
158	158	631/2	631/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1265									
159	159	316	316	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1266		articStaccatoAbove							
159	159	633/2	633/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1267		articStaccatoAbove							
159	159	317	317	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1268		articStaccatoAbove							
159	159	635/2	635/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1269		articStaccatoAbove							
159	159	316	316	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1270		articAccentBelow							
159	159	633/2	633/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1271									
159	159	317	317	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1272		articAccentBelow							
159	159	635/2	635/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1273									
160	160	318	318	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1274		articStaccatoAbove							
160	160	637/2	637/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1275		articStaccatoAbove							
160	160	319	319	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1276		articStaccatoAbove							
160	160	639/2	639/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1277		articStaccatoAbove							
160	160	318	318	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1278		articAccentBelow							
160	160	637/2	637/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1279									
160	160	319	319	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1280		articAccentBelow							
160	160	639/2	639/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1281									
161	161	320	320	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1282		articStaccatoAbove							
161	161	641/2	641/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1283		articStaccatoAbove							
161	161	321	321	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1284		articStaccatoAbove							
161	161	643/2	643/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1285		articStaccatoAbove							
161	161	320	320	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1286		articAccentBelow							
161	161	641/2	641/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1287									
161	161	321	321	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1288		articAccentBelow							
161	161	643/2	643/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1289									
162	162	322	322	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1290		articStaccatoAbove							
162	162	645/2	645/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1291		articTenutoAbove							
162	162	322	322	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1292		articAccentBelow							
162	162	645/2	645/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1293									
162	162	323	323	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1294		articAccentBelow							
162	162	647/2	647/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1295									
163	163	324	324	0.0	0	0	Spanner	2/4	1	1	0											1		
163	163	324	324	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1296		articAccentAbove				103	1		
163	163	2593/8	2593/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1297						103	1		
163	163	1297/4	1297/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1298						103	1		
163	163	2595/8	2595/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1299						103	1		
163	163	649/2	649/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1300		articStaccatoAbove					1		
163	163	325	325	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1301		articAccentAbove				104	1		
163	163	2601/8	2601/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1302						104	1		
163	163	1301/4	1301/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1303						104	1		
163	163	2603/8	2603/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1304						104	1		
163	163	651/2	651/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1305		articStaccatoAbove					1		
163	163	324	324	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1306		articAccentAbove							
163	163	649/2	649/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1307									
163	163	325	325	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1308		articAccentAbove							
163	163	651/2	651/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1309									
164	164	326	326	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1310		articAccentAbove				105	1		
164	164	2609/8	2609/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1311						105	1		
164	164	1305/4	1305/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1312						105	1		
164	164	2611/8	2611/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1313						105	1		
164	164	653/2	653/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1314		articStaccatoAbove					1		
164	164	327	327	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1315		articAccentAbove				106	1		
164	164	2617/8	2617/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1316						106	1		
164	164	1309/4	1309/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1317						106	1		
164	164	2619/8	2619/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1318						106	1		
164	164	655/2	655/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1319		articStaccatoAbove					1		
164	164	326	326	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1320		articAccentAbove							
164	164	653/2	653/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1321									
164	164	327	327	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1322		articAccentAbove							
164	164	655/2	655/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1323									
165	165	328	328	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1324		articAccentAbove				107	1		
165	165	2625/8	2625/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1325						107	1		
165	165	1313/4	1313/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1326						107	1		
165	165	2627/8	2627/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1327						107	1		
165	165	657/2	657/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1328		articStaccatoAbove					1		
165	165	329	329	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1329		articAccentBelow				108	1		
165	165	2633/8	2633/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1330						108	1		
165	165	1317/4	1317/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1331						108	1		
165	165	2635/8	2635/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1332						108	1		
165	165	659/2	659/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1333		articStaccatoBelow					1		
165	165	328	328	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1334		articAccentBelow							
165	165	657/2	657/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1335									
165	165	329	329	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1336		articAccentBelow							
165	165	659/2	659/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1337									
166	166	330	330	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1338		articStaccatoBelow					1		
166	166	661/2	661/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1339		articTenutoBelow					1		
166	166	330	330	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1340		articAccentBelow							
166	166	661/2	661/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1341									
166	166	331	331	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1342		articAccentBelow							
166	166	663/2	663/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1343									
167	167	332	332	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1344		articAccentAbove				109	1		
167	167	2657/8	2657/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1345						109	1		
167	167	1329/4	1329/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1346						109	1		
167	167	2659/8	2659/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1347						109	1		
167	167	665/2	665/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1348		articStaccatoAbove					1		
167	167	333	333	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1349		articAccentAbove				110	1		
167	167	2665/8	2665/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1350						110	1		
167	167	1333/4	1333/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1351						110	1		
167	167	2667/8	2667/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1352						110	1		
167	167	667/2	667/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1353		articStaccatoAbove					1		
167	167	332	332	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1354		articAccentAbove							
167	167	665/2	665/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1355									
167	167	333	333	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1356		articAccentBelow							
167	167	667/2	667/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1357									
168	168	334	334	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1358		articAccentAbove				111	1		
168	168	2673/8	2673/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1359						111	1		
168	168	1337/4	1337/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1360						111	1		
168	168	2675/8	2675/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1361						111	1		
168	168	669/2	669/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1362		articStaccatoAbove					1		
168	168	335	335	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1363		articAccentBelow				112	1		
168	168	2681/8	2681/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1364						112	1		
168	168	1341/4	1341/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1365						112	1		
168	168	2683/8	2683/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1366						112	1		
168	168	671/2	671/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1367		articStaccatoBelow					1		
168	168	334	334	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1368		articAccentBelow							
168	168	669/2	669/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1369									
168	168	335	335	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1370		articAccentBelow							
168	168	671/2	671/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1371									
169	169	336	336	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1372		articAccentBelow				113	1		
169	169	2689/8	2689/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1373						113	1		
169	169	1345/4	1345/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1374						113	1		
169	169	2691/8	2691/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1375						113	1		
169	169	673/2	673/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1376		articStaccatoBelow					1		
169	169	337	337	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1377		articAccentBelow				114	1		
169	169	2697/8	2697/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1378						114	1		
169	169	1349/4	1349/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1379						114	1		
169	169	2699/8	2699/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1380						114	1		
169	169	675/2	675/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1381		articStaccatoBelow					1		
169	169	336	336	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1382		articAccentBelow							
169	169	673/2	673/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1383									
169	169	337	337	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1384		articAccentBelow							
169	169	675/2	675/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1385									
170	170	338	338	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1386		articStaccatoBelow					1		
170	170	677/2	677/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1387		articTenutoBelow					1		
170	170	679/2	679/2	0.0	3/8	3/8	Spanner	2/4	1	1	0													
170	170	338	338	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1388		articAccentBelow							
170	170	677/2	677/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1389									
170	170	339	339	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1390		articAccentBelow							
170	170	679/2	679/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1391									
171	171	340	340	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1392		articAccentAbove				115			
171	171	2721/8	2721/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1393						115			
171	171	1361/4	1361/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					other-dynamics					115			
171	171	1361/4	1361/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1394						115			
171	171	2723/8	2723/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1395						115			
171	171	681/2	681/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1396		articStaccatoAbove							
171	171	341	341	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1397		articAccentAbove				116			
171	171	2729/8	2729/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1398						116			
171	171	1365/4	1365/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1399						116			
171	171	2731/8	2731/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1400						116			
171	171	683/2	683/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1401		articStaccatoAbove							
171	171	340	340	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1402		articAccentStaccatoBelow							
171	171	681/2	681/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1403		articStaccatoBelow							
171	171	341	341	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1404		articAccentStaccatoBelow							
171	171	683/2	683/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1405		articStaccatoBelow							
172	172	342	342	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1406		articAccentAbove				117			
172	172	2737/8	2737/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1407						117			
172	172	1369/4	1369/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1408						117			
172	172	2739/8	2739/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1409						117			
172	172	685/2	685/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1410		articStaccatoAbove							
172	172	343	343	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1411		articAccentAbove				118			
172	172	2745/8	2745/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1412						118			
172	172	1373/4	1373/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1413						118			
172	172	2747/8	2747/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1414						118			
172	172	687/2	687/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1415		articStaccatoAbove							
172	172	342	342	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1416		articAccentStaccatoBelow							
172	172	685/2	685/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1417		articStaccatoBelow							
172	172	343	343	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1418		articAccentStaccatoBelow							
172	172	687/2	687/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1419		articStaccatoBelow							
173	173	344	344	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1420		articAccentAbove				119			
173	173	2753/8	2753/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1421						119			
173	173	1377/4	1377/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1422						119			
173	173	2755/8	2755/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1423						119			
173	173	689/2	689/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1424		articStaccatoAbove							
173	173	345	345	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1425		articAccentBelow				120			
173	173	2761/8	2761/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1426						120			
173	173	1381/4	1381/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1427						120			
173	173	2763/8	2763/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1428						120			
173	173	691/2	691/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1429		articStaccatoBelow							
173	173	344	344	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1430		articAccentStaccatoBelow							
173	173	689/2	689/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1431		articStaccatoBelow							
173	173	345	345	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1432		articAccentStaccatoBelow							
173	173	691/2	691/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1433		articStaccatoBelow							
174	174	346	346	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1434		articStaccatoBelow							
174	174	693/2	693/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1435		articTenutoBelow							
174	174	346	346	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1436		articAccentStaccatoBelow							
174	174	693/2	693/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1437		articStaccatoBelow							
174	174	347	347	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1438		articAccentStaccatoBelow							
174	174	695/2	695/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1439		articStaccatoBelow							
175	175	348	348	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1440		articAccentAbove				121			
175	175	2785/8	2785/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1441						121			
175	175	1393/4	1393/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1442						121			
175	175	2787/8	2787/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1443						121			
175	175	697/2	697/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1444		articStaccatoAbove							
175	175	349	349	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1445		articAccentAbove				122			
175	175	2793/8	2793/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1446						122			
175	175	1397/4	1397/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1447						122			
175	175	2795/8	2795/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1448						122			
175	175	699/2	699/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1449		articStaccatoAbove							
175	175	348	348	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1450		articAccentStaccatoBelow							
175	175	697/2	697/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1451		articStaccatoBelow							
175	175	349	349	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1452		articAccentStaccatoBelow							
175	175	699/2	699/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1453		articStaccatoBelow							
176	176	350	350	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1454		articAccentBelow				123			
176	176	2801/8	2801/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1455						123			
176	176	1401/4	1401/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1456						123			
176	176	2803/8	2803/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1457						123			
176	176	701/2	701/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1458		articStaccatoBelow							
176	176	351	351	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1459		articAccentBelow				124			
176	176	2809/8	2809/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1460						124			
176	176	1405/4	1405/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1461						124			
176	176	2811/8	2811/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1462						124			
176	176	703/2	703/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1463		articStaccatoBelow							
176	176	350	350	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1464		articAccentStaccatoBelow							
176	176	701/2	701/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1465		articStaccatoBelow							
176	176	351	351	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1466		articAccentStaccatoBelow							
176	176	703/2	703/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1467		articStaccatoBelow							
177	177	352	352	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1468		articAccentBelow				125			
177	177	2817/8	2817/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1469						125			
177	177	1409/4	1409/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1470						125			
177	177	2819/8	2819/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1471						125			
177	177	705/2	705/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1472		articStaccatoBelow							
177	177	353	353	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1473		articAccentBelow				126			
177	177	2825/8	2825/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1474						126			
177	177	1413/4	1413/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1475						126			
177	177	2827/8	2827/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1476						126			
177	177	707/2	707/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1477		articStaccatoBelow							
177	177	352	352	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1478		articAccentStaccatoBelow							
177	177	705/2	705/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1479		articStaccatoBelow							
177	177	353	353	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1480		articAccentStaccatoBelow							
177	177	707/2	707/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1481		articStaccatoBelow							
178	178	354	354	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1482		articStaccatoBelow							
178	178	709/2	709/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1483		articTenutoBelow							
178	178	354	354	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1484		articAccentStaccatoBelow							
178	178	709/2	709/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1485		articStaccatoBelow							
178	178	355	355	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1486		articAccentStaccatoBelow							
178	178	711/2	711/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1487		articStaccatoBelow							
179	179	356	356	0.0	0	0	Dynamic	2/4	1	1	0					p								
179	179	356	356	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1488		articAccentAbove				127			
179	179	2849/8	2849/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1489						127			
179	179	1425/4	1425/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1490						127			
179	179	2851/8	2851/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1491						127			
179	179	713/2	713/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1492		articStaccatoAbove							
