mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	253		articStaccatoAbove										
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	254		articStaccatoAbove										
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	255		articStaccatoAbove										
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	256		articStaccatoAbove										
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	257		articStaccatoAbove										
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	258		articStaccatoAbove										
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	259								13				
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	260								13				
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	261		articStaccatoAbove										
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	262		articStaccatoAbove										
37	37	108	108	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	263								13				
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	264												
37	37	109	109	0.0	1/4	1/4	Spanner	3/4	1	1	0																3
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	265												3
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	266												3
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	267												3
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	268												3
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	269								14				
37	37	109	109	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	270								14				
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	271								14				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	272		articStaccatoBelow										
38	38	111	111	0.0	0	0	Dynamic	3/4	1	1	0					fz											
38	38	111	111	0.0	0	0	Spanner	3/4	1	1	0																
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	273												
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	274												
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	275												
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	276												
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	277												
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	278												
38	38	111	111	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	279								15				
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	280												
39	39	114	114	0.0	0	0	Dynamic	3/4	1	1	0					f											
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	281		articStaccatoBelow										
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	282		articStaccatoBelow										
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	283		articStaccatoBelow										
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	284		articStaccatoBelow										
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	285		articStaccatoBelow										
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	286		articStaccatoBelow										
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	287		articStaccatoBelow										
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	288		articStaccatoBelow										
40	40	119	119	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp											
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	289								16				
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	290								16				
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	291		articStaccatoBelow										
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	292		articStaccatoBelow										
41	41	120	120	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	293								16				
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	294								16				
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	295								16				
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	296								16				
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	297								16				
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	298								16				
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	299		articStaccatoAbove										
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	300		articStaccatoAbove										
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	301		articStaccatoAbove										
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	302								16				
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	303								16				
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	304								16				
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	305												
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	306		articStaccatoAbove										
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	307		articStaccatoAbove										
43	43	126	126	0.0	0	0	Dynamic	3/4	1	1	0					f											
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	308		articStaccatoBelow										
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	309		articStaccatoBelow										
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	310		articStaccatoBelow										
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	311		articStaccatoBelow										
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	312		articStaccatoBelow										
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	313		articStaccatoBelow										
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	314		articStaccatoBelow										
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	315		articStaccatoBelow										
44	44	131	131	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp											
44	44	131	131	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	316								17				
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	317								17				
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	318		articStaccatoBelow										
44	44	130	130	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	319		articStaccatoBelow										
45	45	132	132	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	320								17				
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	321								17				
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	322								17				
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	323								17				
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	324								17				
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	325								17				
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	326		articStaccatoAbove										
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	327		articStaccatoAbove										
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	328		articStaccatoAbove										
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	329								17				
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	330								17				
46	46	136	136	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	331								17				
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	332												
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	333								18				
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	334								18				
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	335		articStaccatoAbove										
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	336		articStaccatoAbove										
47	47	138	138	0.0	0	0	Spanner	3/4	1	1	0												18				4
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	337								18				4
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	338								18				4
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	339								18				4
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	340								18				4
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	341								18				4
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	342								18				4
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	343		articStaccatoAbove										
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	344		articStaccatoAbove										
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	345		articStaccatoAbove										
48	48	141	141	0.0	0	0	Spanner	3/4	1	1	0												18				
48	48	141	141	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	346								18				
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	347								18				
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	348								18				
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	349												
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	350								19				
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	351								19				
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	352		articStaccatoAbove										
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353		articStaccatoAbove										
49	49	144	144	0.0	0	0	Dynamic	3/4	1	1	0					f							19				
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	354								19				
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	355								19				
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	356								19				
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	357								19				
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	358								19				
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	359								19				
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	360		articStaccatoAbove										
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	361		articStaccatoAbove										
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	362		articStaccatoAbove										
50	50	147	147	0.0	0	0	Spanner	3/4	1	1	0												19			1	
50	50	147	147	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	363								19			1	
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	364								19			1	
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	365								19			1	
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	366								19			1	
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	367								19			1	
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	368											1	
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	369		articStaccatoAbove										
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	370		articStaccatoAbove										
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	371		articStaccatoAbove										
51	51	150	150	0.0	0	0	Spanner	3/4	1	1	0																
51	51	150	150	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	372												
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	373												
51	51	151	151	0.0	1/4	1/4	Dynamic	3/4	1	1	0					pp											
51	51	151	151	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	374												
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	375												
51	51	152	152	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	376												
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	377												
51	51	150	150	0.0	0	0	Spanner	3/4	2	1	0													1	1		
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	378		articStaccatoAbove							1	1		
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	379		articStaccatoAbove							1	1		
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	380		articStaccatoAbove							1	1		
52	52	153	153	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	381												
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	382												
52	52	154	154	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	383												
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	384												
52	52	155	155	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	385												
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	386												
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	387		articStaccatoAbove							1	1		
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	388		articStaccatoAbove							1	1		
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	389		articStaccatoAbove							1	1		
53	53	156	156	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	390		articStaccatoAbove										
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	391		articStaccatoAbove										
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	392		articStaccatoAbove										
53	53	156	156	0.0	0	0	Spanner	3/4	2	1	0																
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	393		articStaccatoBelow										
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	394		articStaccatoBelow										
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	395		articStaccatoBelow										
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	396		articStaccatoAbove										
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	397		articStaccatoAbove										
54	54	161	161	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	398								20				
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	399								20				
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	400		articStaccatoBelow										
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	401		articStaccatoBelow										
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	402								20				
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	403								20				
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	404								20				
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	405								20				
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	406								20				
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	407								20				
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	408		articStaccatoBelow										
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	409		articStaccatoBelow										
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	410		articStaccatoBelow										
56	56	165	165	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	411								20				
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	412								20				
56	56	166	166	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	413								20				
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	414								20				
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	415		articStaccatoAbove										
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	416		articStaccatoBelow										
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	417		articStaccatoAbove										
57	57	169	169	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	418		articStaccatoAbove										
57	57	170	170	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	419		articStaccatoAbove										
57	57	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	420		articStaccatoAbove										
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	421		articStaccatoAbove										
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	422		articStaccatoAbove										
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	423		articStaccatoAbove										
58	58	172	172	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	424		articStaccatoAbove										
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	425								21				
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	426								21				
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	427		articStaccatoAbove										
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	428		articStaccatoAbove										
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	429								21				
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	430												
59	59	175	175	0.0	1/4	1/4	Spanner	3/4	1	1	0																5
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	431												5
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	432												5
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	433												5
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	434												5
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	435								22				
59	59	175	175	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	436								22				
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	437								22				
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	438		articStaccatoBelow										
60	60	177	177	0.0	0	0	Dynamic	3/4	1	1	0					fz											
60	60	177	177	0.0	0	0	Spanner	3/4	1	1	0																
60	60	177	177	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	439												
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	440												
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	441												
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	442												
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	443												
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	444												
60	60	177	177	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	445								23				
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	446												
61	61	180	180	0.0	0	0	Dynamic	3/4	1	1	0					pp											
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	447		articStaccatoAbove										
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	448		articStaccatoAbove										
61	61	182	182	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	449		articStaccatoAbove										
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	450		articStaccatoBelow										
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	451		articStaccatoBelow										
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	452		articStaccatoBelow										
62	62	183	183	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	453		articStaccatoAbove										
62	62	184	184	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	454		articStaccatoAbove										
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	455								24				
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	456								24				
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	457		articStaccatoBelow										
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	458		articStaccatoBelow										
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	459								24				
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	460								24				
63	63	187	187	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	461								24				
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	462								24				
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	463								24				
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	464								24				
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	465		articStaccatoBelow										
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	466		articStaccatoBelow										
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	467		articStaccatoBelow										
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	468								24				
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	469								24				
64	64	190	190	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	470								24				
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	471								24				
64	64	191	191	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	472		articStaccatoAbove										
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	473		articStaccatoBelow										
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	474								25				
65	65	193	193	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	475								25				
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	476								25				
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	477		articStaccatoAbove										
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	478		articStaccatoBelow										
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	479								26				
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	480								26				
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	481								26				
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	482		articStaccatoAbove										
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	483		articStaccatoAbove										
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	484								27				
67	67	199	199	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	485								27				
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	486								27				
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	487		articStaccatoAbove										
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	488		articStaccatoAbove										
68	68	201	201	0.0	0	0	Dynamic	3/4	1	1	0					ppp											
68	68	201	201	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	489		articStaccatoBelow										
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	490		articStaccatoBelow										
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	491		articStaccatoBelow										
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	492		articStaccatoBelow										
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	493		articStaccatoBelow										
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	494		articStaccatoBelow										
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	495		articStaccatoBelow										
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	496		articStaccatoBelow										
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	497		articStaccatoBelow										
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	498		articStaccatoBelow										
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	499		articStaccatoBelow										
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	500		articStaccatoBelow										
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	501		articStaccatoBelow										
70	70	207	207	0.0	0	0	Spanner	3/4	2	1	0													2	2		
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	502		articStaccatoBelow							2	2		
71	71	210	210	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	503												
71	71	210	210	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	504												
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	505		articStaccatoAbove										
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	506		articStaccatoAbove							2	2		
72	72	213	213	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	507												
72	72	213	213	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	508												
72	72	213	213	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	509		articStaccatoAbove										
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	510		articStaccatoBelow							2	2		
72	72	214	214	0.0	1/4	1/4	Spanner	3/4	2	1	0																
